subjid test_comp runnum runtrial itemname question onsettime RT response fixationtime bidindex itemnameIndex bid 
BMS_086 arizona 1 1 PeanutMMs.bmp 2 4.801845e+00 1.321376e+00 y 8.40 25 40 1.986667
BMS_086 arizona 1 2 Ghiradelli_milk.bmp 3 1.440554e+01 1.999701e+00 y 18.01 1 21 2.973333
BMS_086 arizona 1 3 Laffytaffyred_one.bmp 1 2.400927e+01 1.887962e+00 r 27.61 50 30 0.093333
BMS_086 arizona 1 4 PopTartsCinnamon.bmp 2 3.361292e+01 1.522312e+00 b 37.21 44 41 0.560000
BMS_086 arizona 1 5 100grand_small.bmp 2 4.321661e+01 1.319616e+00 b 46.80 29 1 1.546667
BMS_086 arizona 1 6 Funyuns_small.bmp 3 5.280367e+01 2.080570e+00 g 56.41 41 20 1.053333
BMS_086 arizona 1 7 Twix.bmp 2 6.240732e+01 1.285910e+00 b 66.01 38 55 1.500000
BMS_086 arizona 1 8 100grand_small.bmp 3 7.201101e+01 2.454222e+00 b 75.61 29 1 1.546667
BMS_086 arizona 1 9 Oreos.bmp 1 8.161470e+01 1.383510e+00 b 85.22 19 38 2.006667
BMS_086 arizona 1 10 Hersheykisses.bmp 3 9.120176e+01 1.776474e+00 g 94.80 7 25 2.040000
BMS_086 arizona 1 11 Oreos.bmp 2 1.008054e+02 1.548825e+00 y 104.41 19 38 2.006667
BMS_086 arizona 1 12 Laffytaffyred_one.bmp 3 1.104091e+02 2.023135e+00 b 114.01 50 30 0.093333
BMS_086 arizona 1 13 Redvines_small.bmp 1 1.200128e+02 1.798409e+00 r 123.61 53 44 0.080000
BMS_086 arizona 1 14 Almondjoy.bmp 3 1.296165e+02 1.826720e+00 y 133.22 13 3 2.013333
BMS_086 arizona 1 15 MrGoodbar.bmp 3 1.392035e+02 1.772703e+00 g 142.80 31 36 1.533333
BMS_086 arizona 1 16 ChipsAhoy_small.bmp 1 1.488072e+02 2.278015e+00 b 152.41 28 10 1.966667
BMS_086 arizona 1 17 Hersheykisses.bmp 1 1.584109e+02 1.450360e+00 b 162.01 7 25 2.040000
BMS_086 arizona 1 18 Hersheykisses.bmp 2 1.680146e+02 2.067629e+00 b 171.62 7 25 2.040000
BMS_086 arizona 1 19 PeanutMMs.bmp 3 1.776016e+02 1.532612e+00 y 181.20 25 40 1.986667
BMS_086 arizona 1 20 Sourpatch.bmp 3 1.872053e+02 1.687969e+00 r 190.81 47 52 0.520000
BMS_086 arizona 1 21 MrGoodbar.bmp 1 1.968090e+02 1.866237e+00 y 200.41 31 36 1.533333
BMS_086 arizona 1 22 Keeblerfudgestripes.bmp 1 2.064127e+02 1.453538e+00 y 210.01 30 28 1.546667
BMS_086 arizona 1 23 Ghiradelli_milk.bmp 1 2.160164e+02 1.740843e+00 b 219.62 1 21 2.973333
BMS_086 arizona 1 24 PopTartsCinnamon.bmp 1 2.256034e+02 1.924882e+00 y 229.20 44 41 0.560000
BMS_086 arizona 1 25 Crunch.bmp 2 2.352071e+02 1.760192e+00 b 238.81 4 12 2.453333
BMS_086 arizona 1 26 Keeblerfudgestripes.bmp 3 2.448108e+02 2.398451e+00 g 248.41 30 28 1.546667
BMS_086 arizona 1 27 Butterfinger.bmp 2 2.544145e+02 2.249713e+00 y 258.02 22 6 2.000000
BMS_086 arizona 1 28 Milkduds.bmp 1 2.640015e+02 2.942757e+00 g 267.60 10 34 2.026667
BMS_086 arizona 1 29 Goldfish.bmp 3 2.736052e+02 3.096058e+00 g 277.21 35 23 1.513333
BMS_086 arizona 1 30 Funyuns_small.bmp 1 2.832089e+02 2.511364e+00 g 286.81 41 20 1.053333
BMS_086 arizona 1 31 Cheetos.bmp 2 2.928126e+02 1.319674e+00 y 296.41 27 8 1.973333
BMS_086 arizona 1 32 Redvines_small.bmp 3 3.024162e+02 2.146036e+00 b 306.02 53 44 0.080000
BMS_086 arizona 1 33 Milano.bmp 2 3.120033e+02 1.379973e+00 y 315.60 16 33 2.013333
BMS_086 arizona 1 34 Butterfinger.bmp 3 3.216069e+02 1.768316e+00 g 325.21 22 6 2.000000
BMS_086 arizona 1 35 Funyuns_small.bmp 2 3.312107e+02 1.633567e+00 y 334.81 41 20 1.053333
BMS_086 arizona 1 36 Goldfish.bmp 1 3.408143e+02 2.524949e+00 y 344.42 35 23 1.513333
