subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidIndexLeft bidIndexRight bidLeft bidRight
BMS_090 1 2 1 1 4.801804e+00 CheesyDoritos.bmp Laysclassic.bmp 11 12 1 b 1 1 0.793672 9 8 2.060000 2.126667 
BMS_090 1 2 1 2 1.080415e+01 Laysclassic.bmp Milano.bmp 12 11 0 y 1 1 1.084353 8 17 2.126667 1.980000 
BMS_090 1 2 1 3 1.680646e+01 Milkduds.bmp Lollipopred.bmp 22 21 0 b 2 0 1.058044 43 48 1.133333 0.733333 
BMS_090 1 2 1 4 2.280873e+01 Whatchamacallit.bmp Hersheymilk_several.bmp 21 22 1 y 2 0 1.270777 40 49 1.193333 0.640000 
BMS_090 1 2 1 5 2.881103e+01 Twix.bmp Keeblerfudgestripes.bmp 12 11 0 b 1 0 1.023465 12 15 2.020000 1.993333 
BMS_090 1 2 1 6 3.481334e+01 Funyuns_small.bmp Laysclassic.bmp 11 12 1 b 1 1 1.086160 11 8 2.020000 2.126667 
BMS_090 1 2 1 7 4.081565e+01 Nutterbutter.bmp Toberlorone.bmp 22 21 0 b 2 0 1.231695 39 46 1.193333 1.033333 
BMS_090 1 2 1 8 4.680128e+01 Funyuns_small.bmp Cheezits.bmp 11 12 1 b 1 1 1.158233 11 14 2.020000 1.993333 
BMS_090 1 2 1 9 5.280359e+01 Keeblerfudgestripes.bmp Cheezits.bmp 11 12 1 y 1 0 1.159889 15 14 1.993333 1.993333 
BMS_090 1 2 1 10 5.880594e+01 CheesyDoritos.bmp ChipsAhoy_small.bmp 11 12 1 b 1 1 0.899571 9 18 2.060000 1.973333 
BMS_090 1 2 1 11 6.480821e+01 Riprolls.bmp Oreos.bmp 22 21 0 y 2 1 0.928203 45 42 1.033333 1.160000 
BMS_090 1 2 1 12 7.081055e+01 Lollipopred.bmp Riprolls.bmp 21 22 1 y 2 0 0.988947 48 45 0.733333 1.033333 
BMS_090 1 2 1 13 7.681282e+01 Riprolls.bmp Toberlorone.bmp 22 21 0 b 2 0 1.233687 45 46 1.033333 1.033333 
BMS_090 1 2 1 14 8.281513e+01 Oreos.bmp Hersheymilk_several.bmp 21 22 1 b 2 1 1.012388 42 49 1.160000 0.640000 
