subjid runtrial onsettime Name resp_beep RT order
BMS_089 1 1.045849e+00 Oreos.bmp 0 2.516843e+00 1 
BMS_089 2 5.121531e+00 ChipsAhoy_small.bmp 0 2.321157e+00 1 
BMS_089 3 8.979781e+00 SourSkittles.bmp 0 2.774909e+00 1 
BMS_089 4 1.328909e+01 AnimalCrackers.bmp 1 1.209596e+00 1 
BMS_089 5 1.602835e+01 Granolabar.bmp 0 1.454336e+00 1 
BMS_089 6 1.901812e+01 MilkyWay.bmp 1 4.824566e+00 1 
BMS_089 7 2.538183e+01 CheesyDoritos.bmp 0 9.648535e-01 1 
BMS_089 8 2.787052e+01 Lollipopred.bmp 0 2.836163e+00 1 
BMS_089 9 3.224656e+01 Twix.bmp 0 1.316122e+00 1 
BMS_089 10 3.510301e+01 RitzBitz2.bmp 1 1.139649e+00 1 
BMS_089 11 3.777517e+01 Cheezits.bmp 0 3.355521e+00 1 
BMS_089 12 4.266904e+01 Reeses.bmp 0 1.133643e+00 1 
BMS_089 13 4.534162e+01 Doritosranch.bmp 0 9.170622e-01 1 
BMS_089 14 4.779675e+01 Whatchamacallit.bmp 0 1.269938e+00 1 
BMS_089 15 5.060278e+01 Dots_one.bmp 0 7.518838e-01 1 
BMS_089 16 5.289132e+01 Keeblerfudgestripes.bmp 0 1.031364e+00 1 
BMS_089 17 5.544655e+01 Ghiradelli_milk.bmp 0 9.481384e-01 1 
BMS_089 18 5.791882e+01 Laffytaffyred_one.bmp 0 7.798653e-01 1 
BMS_089 19 6.022349e+01 Crunch.bmp 0 1.275190e+00 1 
BMS_089 20 6.302954e+01 Skittles.bmp 0 2.525151e+00 1 
BMS_089 21 6.708864e+01 Almondjoy.bmp 0 1.138043e+00 1 
BMS_089 22 6.976097e+01 Jollyrancherred.bmp 0 7.857123e-01 1 
BMS_089 23 7.208261e+01 KitKat_small.bmp 0 1.440076e+00 1 
BMS_089 24 7.505561e+01 3Musketeers.bmp 1 1.593909e+01 1 
BMS_089 25 9.252627e+01 PayDay.bmp 0 1.916428e+00 1 
BMS_089 26 9.596711e+01 Butterfinger.bmp 1 2.099574e+00 1 
BMS_089 27 9.959159e+01 Milano.bmp 0 1.907097e+00 1 
BMS_089 28 1.030323e+02 Cheetos.bmp 0 9.463559e-01 1 
BMS_089 29 1.055046e+02 Laysclassic.bmp 0 8.181137e-01 1 
BMS_089 30 1.078594e+02 100grand_small.bmp 1 1.215297e+00 1 
BMS_089 31 1.105988e+02 FamousAmos_small.bmp 0 2.531892e+00 1 
BMS_089 32 1.146574e+02 Riprolls.bmp 0 1.593325e+00 1 
BMS_089 33 1.177807e+02 Nutterbutter.bmp 0 1.349986e+00 1 
BMS_089 34 1.206705e+02 Funyuns_small.bmp 0 1.140218e+00 1 
BMS_089 35 1.233427e+02 Sourpatch.bmp 1 1.555963e+00 1 
BMS_089 36 1.264327e+02 Snickers.bmp 0 1.009950e+00 1 
BMS_089 37 1.289715e+02 Goldfish.bmp 1 2.031183e+00 1 
BMS_089 38 1.325292e+02 PopTartsCinnamon.bmp 0 8.974974e-01 1 
BMS_089 39 1.349513e+02 Milkduds.bmp 0 2.043369e+00 1 
BMS_089 40 1.385254e+02 TeddyGrahamschocolate.bmp 0 2.829317e+00 1 
BMS_089 41 1.428842e+02 MrGoodbar.bmp 1 2.430473e+00 1 
BMS_089 42 1.468431e+02 BabyRuth.bmp 0 6.959571e+00 1 
BMS_089 43 1.553443e+02 PeanutMMs.bmp 0 1.210402e+00 1 
BMS_089 44 1.580841e+02 Slimjim.bmp 0 1.462557e+00 1 
BMS_089 45 1.610740e+02 FigNewton_small.bmp 1 1.616686e+00 1 
BMS_089 46 1.642140e+02 Hersheymilk_several.bmp 0 9.086912e-01 1 
BMS_089 47 1.666527e+02 FrootLoops.bmp 0 2.181983e+00 1 
BMS_089 48 1.703609e+02 Chocolate_mm.bmp 0 4.690856e+00 1 
BMS_089 49 1.765910e+02 Toberlorone.bmp 1 3.956721e+00 1 
BMS_089 50 1.820859e+02 PringlesRed.bmp 0 1.173881e+00 1 
BMS_089 51 1.847917e+02 Hersheykisses.bmp 0 2.556084e+00 1 
BMS_089 52 1.888839e+02 Fritos.bmp 0 2.119832e+00 1 
BMS_089 53 1.925417e+02 Ghiradelli_milk_Almonds.bmp 0 3.894059e+00 1 
BMS_089 54 1.979701e+02 redvines_small.bmp 0 1.401674e+00 1 
BMS_089 55 2.009097e+02 PopTartsStrawberry.bmp 0 9.901053e-01 1 
BMS_089 56 2.034319e+02 FlamingCheetos.bmp 0 8.678423e-01 1 
