subjid runtrial onsettime Name resp_beep RT order
BMS_065 1 1.028170e+00 PayDay.bmp 0 1.985051e+00 1 
BMS_065 2 4.569498e+00 Snickers.bmp 1 1.187727e+00 1 
BMS_065 3 7.292009e+00 PopTartsCinnamon.bmp 0 1.313214e+00 1 
BMS_065 4 1.013178e+01 PeanutMMs.bmp 0 2.409183e+00 1 
BMS_065 5 1.407293e+01 MrGoodbar.bmp 1 3.858067e+00 1 
BMS_065 6 1.946823e+01 100grand_small.bmp 0 1.686742e+00 1 
BMS_065 7 2.269183e+01 PringlesRed.bmp 0 1.711146e+00 1 
BMS_065 8 2.593213e+01 Goldfish.bmp 0 1.478838e+00 1 
BMS_065 9 2.893854e+01 FlamingCheetos.bmp 0 1.304435e+00 1 
BMS_065 10 3.177806e+01 Funyuns_small.bmp 0 1.480918e+00 1 
BMS_065 11 3.478453e+01 ChipsAhoy_small.bmp 0 2.575178e+00 1 
BMS_065 12 3.889337e+01 Ghiradelli_milk.bmp 0 2.186350e+00 1 
BMS_065 13 4.261806e+01 FamousAmos_small.bmp 0 1.493655e+00 1 
BMS_065 14 4.564124e+01 AnimalCrackers.bmp 0 1.414485e+00 1 
BMS_065 15 4.858088e+01 FrootLoops.bmp 0 1.250838e+00 1 
BMS_065 16 5.137004e+01 MilkyWay.bmp 1 9.496801e-01 1 
BMS_065 17 5.385898e+01 Nutterbutter.bmp 0 1.044742e+00 1 
BMS_065 18 5.643113e+01 Cheezits.bmp 0 1.072591e+00 1 
BMS_065 19 5.903674e+01 3Musketeers.bmp 1 8.589881e-01 1 
BMS_065 20 6.142522e+01 CheesyDoritos.bmp 0 6.945047e-01 1 
BMS_065 21 6.364668e+01 Skittles.bmp 0 8.490462e-01 1 
BMS_065 22 6.603514e+01 Granolabar.bmp 0 9.965781e-01 1 
BMS_065 23 6.855724e+01 BabyRuth.bmp 0 1.018481e+00 1 
BMS_065 24 7.111277e+01 Whatchamacallit.bmp 0 1.414951e+00 1 
BMS_065 25 7.405241e+01 TeddyGrahamschocolate.bmp 0 1.211309e+00 1 
BMS_065 26 7.679163e+01 Ghiradelli_milk_Almonds.bmp 0 1.824090e+00 1 
BMS_065 27 8.014887e+01 Twix.bmp 0 1.354858e+00 1 
BMS_065 28 8.303841e+01 Reeses.bmp 1 2.279992e+00 1 
BMS_065 29 8.684659e+01 Hersheymilk_several.bmp 0 8.397490e-01 1 
BMS_065 30 8.921834e+01 Riprolls.bmp 1 2.356008e+00 1 
BMS_065 31 9.311036e+01 Crunch.bmp 0 8.319510e-01 1 
BMS_065 32 9.548183e+01 Laysclassic.bmp 0 1.036509e+00 1 
BMS_065 33 9.805428e+01 FigNewton_small.bmp 1 1.264064e+00 1 
BMS_065 34 1.008434e+02 PopTartsStrawberry.bmp 0 1.130970e+00 1 
BMS_065 35 1.034992e+02 Milkduds.bmp 1 1.059153e+00 1 
BMS_065 36 1.060880e+02 Toberlorone.bmp 0 7.743044e-01 1 
BMS_065 37 1.083930e+02 Chocolate_mm.bmp 0 7.413684e-01 1 
BMS_065 38 1.106646e+02 Fritos.bmp 0 2.157778e+00 1 
BMS_065 39 1.143556e+02 Doritosranch.bmp 1 2.650722e+00 1 
BMS_065 40 1.185315e+02 Lollipopred.bmp 0 9.228485e-01 1 
BMS_065 41 1.209868e+02 Dots_one.bmp 0 1.067555e+00 1 
BMS_065 42 1.235926e+02 redvines_small.bmp 0 7.097727e-01 1 
BMS_065 43 1.258305e+02 Keeblerfudgestripes.bmp 0 8.078018e-01 1 
BMS_065 44 1.281689e+02 Laffytaffyred_one.bmp 1 8.134651e-01 1 
BMS_065 45 1.305072e+02 Butterfinger.bmp 1 1.195093e+00 1 
BMS_065 46 1.332299e+02 Slimjim.bmp 0 7.684719e-01 1 
BMS_065 47 1.355351e+02 Hersheykisses.bmp 0 8.312670e-01 1 
BMS_065 48 1.378898e+02 RitzBitz2.bmp 0 4.925352e-01 1 
BMS_065 49 1.399113e+02 SourSkittles.bmp 0 8.310878e-01 1 
BMS_065 50 1.422659e+02 Milano.bmp 0 5.884466e-01 1 
BMS_065 51 1.443870e+02 Cheetos.bmp 0 9.793768e-01 1 
BMS_065 52 1.468925e+02 Almondjoy.bmp 0 1.673813e+00 1 
BMS_065 53 1.500999e+02 Jollyrancherred.bmp 1 1.546481e+00 1 
BMS_065 54 1.531727e+02 KitKat_small.bmp 0 6.175914e-01 1 
BMS_065 55 1.553273e+02 Sourpatch.bmp 0 1.135087e+00 1 
BMS_065 56 1.579998e+02 Oreos.bmp 0 8.785402e-01 1 
