subjid test_comp runnum runtrial itemname question onsettime RT response fixationtime bidindex itemnameIndex bid 
BMS_089 arizona 1 1 Milano.bmp 1 4.801885e+00 2.108166e+00 g 8.40 16 33 2.080000
BMS_089 arizona 1 2 PeanutMMs.bmp 3 1.440553e+01 3.038527e+00 y 18.01 4 40 2.920000
BMS_089 arizona 1 3 Laysclassic.bmp 3 2.400923e+01 1.492836e+00 y 27.61 44 31 1.320000
BMS_089 arizona 1 4 Toberlorone.bmp 3 3.361292e+01 1.921132e+00 y 37.21 1 54 2.986667
BMS_089 arizona 1 5 BabyRuth.bmp 1 4.321665e+01 2.339405e+00 g 46.80 19 5 1.913333
BMS_089 arizona 1 6 Goldfish.bmp 1 5.280367e+01 2.269392e+00 r 56.41 30 23 1.640000
BMS_089 arizona 1 7 3Musketeers.bmp 2 6.240732e+01 1.426743e+00 b 66.01 26 2 1.700000
BMS_089 arizona 1 8 PeanutMMs.bmp 1 7.201105e+01 1.290008e+00 b 75.61 4 40 2.920000
BMS_089 arizona 1 9 TeddyGrahamschocolate.bmp 3 8.161475e+01 3.245329e+00 g 85.22 35 53 1.560000
BMS_089 arizona 1 10 Redvines_small.bmp 3 9.120177e+01 1.862302e+00 b 94.80 56 44 0.813333
BMS_089 arizona 1 11 TeddyGrahamschocolate.bmp 2 1.008054e+02 1.783560e+00 y 104.41 35 53 1.560000
BMS_089 arizona 1 12 Laffytaffyred_one.bmp 1 1.104091e+02 1.465963e+00 r 114.01 50 30 1.133333
BMS_089 arizona 1 13 Hersheykisses.bmp 2 1.200128e+02 1.910236e+00 b 123.61 38 25 1.473333
BMS_089 arizona 1 14 3Musketeers.bmp 1 1.296165e+02 1.943582e+00 y 133.20 26 2 1.700000
BMS_089 arizona 1 15 MrGoodbar.bmp 2 1.392035e+02 2.928564e+00 y 142.80 27 36 1.680000
BMS_089 arizona 1 16 Reeses.bmp 3 1.488072e+02 1.585925e+00 y 152.41 22 45 1.833333
BMS_089 arizona 1 17 FlamingCheetos.bmp 3 1.584109e+02 1.749183e+00 y 162.01 7 17 2.400000
BMS_089 arizona 1 18 Ghiradelli_milk.bmp 2 1.680146e+02 3.441453e+00 b 171.62 13 21 2.246667
BMS_089 arizona 1 19 Reeses.bmp 1 1.776016e+02 2.053459e+00 y 181.20 22 45 1.833333
BMS_089 arizona 1 20 Dots_one.bmp 1 1.872053e+02 1.400738e+00 r 190.81 41 14 1.346667
BMS_089 arizona 1 21 Chocolate_mm.bmp 2 1.968090e+02 1.381040e+00 y 200.41 29 11 1.640000
BMS_089 arizona 1 22 Toberlorone.bmp 2 2.064127e+02 2.639396e+00 y 210.01 1 54 2.986667
BMS_089 arizona 1 23 FlamingCheetos.bmp 1 2.160164e+02 1.140714e+00 b 219.62 7 17 2.400000
BMS_089 arizona 1 24 Milano.bmp 3 2.256034e+02 2.050654e+00 y 229.20 16 33 2.080000
BMS_089 arizona 1 25 Lollipopred.bmp 2 2.352071e+02 1.406956e+00 b 238.81 53 32 1.066667
BMS_089 arizona 1 26 Redvines_small.bmp 1 2.448108e+02 1.421265e+00 r 248.41 56 44 0.813333
BMS_089 arizona 1 27 Hersheykisses.bmp 1 2.544145e+02 1.583588e+00 b 258.02 38 25 1.473333
BMS_089 arizona 1 28 Lollipopred.bmp 3 2.640015e+02 1.824554e+00 y 267.60 53 32 1.066667
BMS_089 arizona 1 29 Doritosranch.bmp 2 2.736052e+02 1.625913e+00 y 277.21 32 13 1.620000
BMS_089 arizona 1 30 3Musketeers.bmp 3 2.832089e+02 2.253221e+00 g 286.81 26 2 1.700000
BMS_089 arizona 1 31 BabyRuth.bmp 2 2.928126e+02 1.833436e+00 b 296.41 19 5 1.913333
BMS_089 arizona 1 32 Reeses.bmp 2 3.024163e+02 1.703801e+00 b 306.02 22 45 1.833333
BMS_089 arizona 1 33 PeanutMMs.bmp 2 3.120033e+02 1.178752e+00 y 315.60 4 40 2.920000
BMS_089 arizona 1 34 Hersheykisses.bmp 3 3.216070e+02 1.730100e+00 y 325.21 38 25 1.473333
BMS_089 arizona 1 35 Laffytaffyred_one.bmp 3 3.312107e+02 2.682434e+00 r 334.81 50 30 1.133333
BMS_089 arizona 1 36 Goldfish.bmp 3 3.408144e+02 2.030747e+00 g 344.42 30 23 1.640000
