subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidIndexLeft bidIndexRight bidLeft bidRight
BMS_080 1 2 1 1 4.801803e+00 Hersheykisses.bmp Goldfish.bmp 12 11 0 y 1 1 0.677856 18 15 2.320000 2.360000 
BMS_080 1 2 1 2 1.080415e+01 FamousAmos_small.bmp PayDay.bmp 22 21 0 b 2 0 0.968516 39 48 1.553333 1.066667 
BMS_080 1 2 1 3 1.680646e+01 FrootLoops.bmp BabyRuth.bmp 22 21 0 b 2 0 1.100194 43 46 1.440000 1.193333 
BMS_080 1 2 1 4 2.280873e+01 FrootLoops.bmp PayDay.bmp 22 21 0 b 2 0 0.961928 43 48 1.440000 1.066667 
BMS_080 1 2 1 5 2.881103e+01 Redvines_small.bmp 3Musketeers.bmp 21 22 1 y 2 0 1.220618 42 45 1.480000 1.320000 
BMS_080 1 2 1 6 3.481338e+01 Reeses.bmp FrootLoops.bmp 21 22 1 b 2 1 0.995277 40 43 1.540000 1.440000 
BMS_080 1 2 1 7 4.081565e+01 BabyRuth.bmp 3Musketeers.bmp 21 22 1 y 2 0 1.239916 46 45 1.193333 1.320000 
BMS_080 1 2 1 8 4.680128e+01 FamousAmos_small.bmp Reeses.bmp 22 21 0 b 2 0 0.868372 39 40 1.553333 1.540000 
BMS_080 1 2 1 9 5.280363e+01 BabyRuth.bmp FamousAmos_small.bmp 21 22 1 y 2 0 0.835037 46 39 1.193333 1.553333 
BMS_080 1 2 1 10 5.880594e+01 RitzBitz2.bmp Twix.bmp 12 11 0 y 1 1 0.854732 14 9 2.406667 2.660000 
BMS_080 1 2 1 11 6.480824e+01 SourSkittles.bmp Hersheykisses.bmp 11 12 1 b 1 1 1.017428 11 18 2.600000 2.320000 
BMS_080 1 2 1 12 7.081051e+01 FigNewton_small.bmp Reeses.bmp 22 21 0 y 2 1 1.169143 49 40 1.060000 1.540000 
BMS_080 1 2 1 13 7.681286e+01 FigNewton_small.bmp Redvines_small.bmp 22 21 0 b 2 0 1.077811 49 42 1.060000 1.480000 
BMS_080 1 2 1 14 8.281512e+01 SourSkittles.bmp RitzBitz2.bmp 11 12 1 y 1 0 1.205539 11 14 2.600000 2.406667 
BMS_080 1 2 1 15 8.881747e+01 FigNewton_small.bmp BabyRuth.bmp 22 21 0 b 2 0 1.294216 49 46 1.060000 1.193333 
BMS_080 1 2 1 16 9.480311e+01 PayDay.bmp FigNewton_small.bmp 21 22 1 y 2 0 1.146570 48 49 1.066667 1.060000 
BMS_080 1 2 1 17 1.008054e+02 Goldfish.bmp TeddyGrahamschocolate.bmp 11 12 1 y 1 0 1.483298 15 8 2.360000 2.700000 
BMS_080 1 2 1 18 1.068077e+02 Milkduds.bmp CheesyDoritos.bmp 12 11 0 y 1 1 1.342947 12 17 2.593333 2.340000 
BMS_080 1 2 1 19 1.128100e+02 Goldfish.bmp Milkduds.bmp 11 12 1 b 1 1 1.320672 15 12 2.360000 2.593333 
BMS_080 1 2 1 20 1.188123e+02 PayDay.bmp 3Musketeers.bmp 21 22 1 y 2 0 1.013324 48 45 1.066667 1.320000 
BMS_080 1 2 1 21 1.248146e+02 3Musketeers.bmp Reeses.bmp 22 21 0 y 2 1 1.163985 45 40 1.320000 1.540000 
BMS_080 1 2 1 22 1.308170e+02 CheesyDoritos.bmp Hersheykisses.bmp 11 12 1 b 1 1 0.866721 17 18 2.340000 2.320000 
BMS_080 1 2 1 23 1.368026e+02 TeddyGrahamschocolate.bmp CheesyDoritos.bmp 12 11 0 b 1 0 0.978085 8 17 2.700000 2.340000 
BMS_080 1 2 1 24 1.428049e+02 Redvines_small.bmp FamousAmos_small.bmp 21 22 1 y 2 0 1.050788 42 39 1.480000 1.553333 
BMS_080 1 2 1 25 1.488072e+02 TeddyGrahamschocolate.bmp Twix.bmp 12 11 0 b 1 0 1.165530 8 9 2.700000 2.660000 
BMS_080 1 2 1 26 1.548095e+02 Redvines_small.bmp FrootLoops.bmp 21 22 1 y 2 0 1.812175 42 43 1.480000 1.440000 
BMS_080 1 2 1 27 1.608118e+02 Twix.bmp Milkduds.bmp 11 12 1 b 1 1 1.487868 9 12 2.660000 2.593333 
BMS_080 1 2 1 28 1.668141e+02 SourSkittles.bmp TeddyGrahamschocolate.bmp 11 12 1 b 1 1 0.979609 11 8 2.600000 2.700000 
BMS_080 1 2 1 29 1.728164e+02 RitzBitz2.bmp CheesyDoritos.bmp 12 11 0 b 1 0 1.498295 14 17 2.406667 2.340000 
BMS_080 1 2 1 30 1.788021e+02 Twix.bmp Hersheykisses.bmp 11 12 1 b 1 1 1.025603 9 18 2.660000 2.320000 
BMS_080 1 2 1 31 1.848043e+02 Milkduds.bmp SourSkittles.bmp 12 11 0 y 1 1 0.999354 12 11 2.593333 2.600000 
BMS_080 1 2 1 32 1.908066e+02 RitzBitz2.bmp Goldfish.bmp 12 11 0 b 1 0 1.234048 14 15 2.406667 2.360000 
BMS_080 1 2 2 33 1.968090e+02 Goldfish.bmp Milkduds.bmp 11 12 1 b 1 1 1.158699 15 12 2.360000 2.593333 
BMS_080 1 2 2 34 2.028112e+02 Redvines_small.bmp 3Musketeers.bmp 21 22 1 y 2 0 1.535435 42 45 1.480000 1.320000 
BMS_080 1 2 2 35 2.088136e+02 RitzBitz2.bmp Goldfish.bmp 12 11 0 b 1 0 1.330129 14 15 2.406667 2.360000 
BMS_080 1 2 2 36 2.148159e+02 FamousAmos_small.bmp Reeses.bmp 22 21 0 b 2 0 0.891831 39 40 1.553333 1.540000 
BMS_080 1 2 2 37 2.208015e+02 Twix.bmp Hersheykisses.bmp 11 12 1 b 1 1 0.896154 9 18 2.660000 2.320000 
BMS_080 1 2 2 38 2.268038e+02 FamousAmos_small.bmp BabyRuth.bmp 22 21 0 b 2 0 0.712875 39 46 1.553333 1.193333 
BMS_080 1 2 2 39 2.328062e+02 RitzBitz2.bmp CheesyDoritos.bmp 12 11 0 b 1 0 0.857534 14 17 2.406667 2.340000 
BMS_080 1 2 2 40 2.388084e+02 SourSkittles.bmp Milkduds.bmp 11 12 1 b 1 1 1.061274 11 12 2.600000 2.593333 
BMS_080 1 2 2 41 2.448107e+02 CheesyDoritos.bmp Milkduds.bmp 11 12 1 b 1 1 1.097966 17 12 2.340000 2.593333 
BMS_080 1 2 2 42 2.508130e+02 PayDay.bmp 3Musketeers.bmp 21 22 1 y 2 0 0.818660 48 45 1.066667 1.320000 
BMS_080 1 2 2 43 2.568153e+02 Twix.bmp Milkduds.bmp 11 12 1 b 1 1 1.172347 9 12 2.660000 2.593333 
BMS_080 1 2 2 44 2.628176e+02 Goldfish.bmp TeddyGrahamschocolate.bmp 11 12 1 y 1 0 1.332041 15 8 2.360000 2.700000 
BMS_080 1 2 2 45 2.688033e+02 Redvines_small.bmp FamousAmos_small.bmp 21 22 1 y 2 0 0.946362 42 39 1.480000 1.553333 
BMS_080 1 2 2 46 2.748056e+02 BabyRuth.bmp FigNewton_small.bmp 21 22 1 y 2 0 1.622101 46 49 1.193333 1.060000 
BMS_080 1 2 2 47 2.808079e+02 Redvines_small.bmp FrootLoops.bmp 21 22 1 y 2 0 0.940759 42 43 1.480000 1.440000 
