subjid test_comp runnum runtrial itemname question onsettime RT response fixationtime bidindex itemnameIndex bid 
BMS_067 arizona 1 1 Cheetos.bmp 1 4.802489e+00 1.732654e+00 b 8.40 41 8 0.753333
BMS_067 arizona 1 2 100grand_small.bmp 1 1.440622e+01 1.732941e+00 y 18.01 32 1 1.000000
BMS_067 arizona 1 3 PayDay.bmp 1 2.400991e+01 2.476241e+00 y 27.61 31 39 1.006667
BMS_067 arizona 1 4 Twix.bmp 3 3.361356e+01 2.107604e+00 y 37.21 44 55 0.746667
BMS_067 arizona 1 5 Lollipopred.bmp 2 4.321725e+01 2.397906e+00 y 46.80 47 32 0.706667
BMS_067 arizona 1 6 Reeses.bmp 1 5.280427e+01 1.148890e+00 b 56.41 27 45 1.040000
BMS_067 arizona 1 7 Reeses.bmp 2 6.240796e+01 1.604199e+00 b 66.01 27 45 1.040000
BMS_067 arizona 1 8 TeddyGrahamschocolate.bmp 3 7.201170e+01 2.203459e+00 y 75.61 7 53 1.740000
BMS_067 arizona 1 9 Almondjoy.bmp 1 8.161535e+01 3.200768e+00 g 85.22 50 3 0.020000
BMS_067 arizona 1 10 Goldfish.bmp 1 9.120237e+01 1.168764e+00 b 94.80 53 23 0.020000
BMS_067 arizona 1 11 AnimalCrackers.bmp 2 1.008061e+02 2.063022e+00 y 104.41 19 4 1.333333
BMS_067 arizona 1 12 Sourpatch.bmp 2 1.104097e+02 2.316393e+00 y 114.01 16 52 1.486667
BMS_067 arizona 1 13 Ghiradelli_milk_Almonds.bmp 3 1.200134e+02 2.326733e+00 y 123.61 4 22 2.246667
BMS_067 arizona 1 14 Cheetos.bmp 2 1.296172e+02 1.185994e+00 y 133.20 41 8 0.753333
BMS_067 arizona 1 15 100grand_small.bmp 2 1.392042e+02 1.652976e+00 b 142.81 32 1 1.000000
BMS_067 arizona 1 16 Fritos.bmp 2 1.488078e+02 1.632340e+00 y 152.41 38 18 0.766667
BMS_067 arizona 1 17 SourSkittles.bmp 3 1.584115e+02 3.600000e+00 x 162.05 30 51 1.026667
BMS_067 arizona 1 18 Goldfish.bmp 2 1.680152e+02 1.310947e+00 y 171.62 53 23 0.020000
BMS_067 arizona 1 19 3Musketeers.bmp 1 1.776022e+02 2.586941e+00 b 181.20 35 2 0.800000
BMS_067 arizona 1 20 Crunch.bmp 1 1.872059e+02 2.362247e+00 b 190.81 22 12 1.293333
BMS_067 arizona 1 21 FigNewton_small.bmp 3 1.968096e+02 1.658556e+00 y 200.41 10 16 1.520000
BMS_067 arizona 1 22 Almondjoy.bmp 3 2.064134e+02 2.403893e+00 y 210.01 50 3 0.020000
BMS_067 arizona 1 23 Butterfinger.bmp 2 2.160170e+02 1.473178e+00 b 219.60 28 6 1.033333
BMS_067 arizona 1 24 TeddyGrahamschocolate.bmp 1 2.256041e+02 1.348137e+00 b 229.21 7 53 1.740000
BMS_067 arizona 1 25 PeanutMMs.bmp 1 2.352078e+02 1.446396e+00 b 238.81 25 40 1.240000
BMS_067 arizona 1 26 Jollyrancherred.bmp 3 2.448114e+02 2.050751e+00 y 248.41 56 27 0.013333
BMS_067 arizona 1 27 Twix.bmp 2 2.544151e+02 1.137073e+00 b 258.02 44 55 0.746667
BMS_067 arizona 1 28 Granolabar.bmp 3 2.640021e+02 2.165023e+00 y 267.60 26 24 1.040000
BMS_067 arizona 1 29 SourSkittles.bmp 1 2.736058e+02 2.291366e+00 y 277.21 30 51 1.026667
BMS_067 arizona 1 30 Fritos.bmp 1 2.832095e+02 2.229657e+00 b 286.81 38 18 0.766667
BMS_067 arizona 1 31 Jollyrancherred.bmp 1 2.928132e+02 1.472006e+00 y 296.41 56 27 0.013333
BMS_067 arizona 1 32 Crunch.bmp 3 3.024169e+02 1.924318e+00 y 306.00 22 12 1.293333
BMS_067 arizona 1 33 Almondjoy.bmp 2 3.120039e+02 1.261246e+00 b 315.61 50 3 0.020000
BMS_067 arizona 1 34 Crunch.bmp 2 3.216076e+02 1.131560e+00 b 325.21 22 12 1.293333
BMS_067 arizona 1 35 Butterfinger.bmp 3 3.312113e+02 1.941897e+00 y 334.81 28 6 1.033333
BMS_067 arizona 1 36 Toberlorone.bmp 1 3.408150e+02 3.031177e+00 y 344.42 1 54 2.553333
