subjid test_comp runnum runtrial itemname question onsettime RT response fixationtime bidindex itemnameIndex bid 
BMS_076 arizona 1 1 FamousAmos_small.bmp 2 4.801839e+00 2.183427e+00 y 8.40 10 15 1.693333
BMS_076 arizona 1 2 Slimjim.bmp 1 1.440553e+01 3.011753e+00 g 18.01 38 49 0.806667
BMS_076 arizona 1 3 Cheetos.bmp 3 2.400926e+01 2.290986e+00 y 27.61 44 8 0.440000
BMS_076 arizona 1 4 Dots_one.bmp 3 3.361295e+01 2.870326e+00 g 37.21 25 14 1.313333
BMS_076 arizona 1 5 Riprolls.bmp 3 4.321660e+01 1.646679e+00 y 46.80 50 46 0.220000
BMS_076 arizona 1 6 FamousAmos_small.bmp 3 5.280362e+01 1.234666e+00 y 56.41 10 15 1.693333
BMS_076 arizona 1 7 Fritos.bmp 1 6.240730e+01 2.693980e+00 g 66.01 41 18 0.726667
BMS_076 arizona 1 8 Riprolls.bmp 1 7.201100e+01 3.055293e+00 g 75.61 50 46 0.220000
BMS_076 arizona 1 9 Dots_one.bmp 1 8.163137e+01 3.600000e+00 x 85.23 25 14 1.313333
BMS_076 arizona 1 10 100grand_small.bmp 3 9.120175e+01 2.307549e+00 b 94.80 27 1 1.286667
BMS_076 arizona 1 11 Ghiradelli_milk.bmp 2 1.008054e+02 2.398729e+00 b 104.41 13 21 1.593333
BMS_076 arizona 1 12 Toberlorone.bmp 2 1.104091e+02 3.183157e+00 b 114.01 1 54 2.060000
BMS_076 arizona 1 13 Hersheykisses.bmp 2 1.200128e+02 2.698491e+00 b 123.61 35 25 1.160000
BMS_076 arizona 1 14 Hersheykisses.bmp 3 1.296165e+02 2.375722e+00 y 133.20 35 25 1.160000
BMS_076 arizona 1 15 Slimjim.bmp 2 1.392035e+02 2.289820e+00 b 142.80 38 49 0.806667
BMS_076 arizona 1 16 Milano.bmp 3 1.488072e+02 1.658124e+00 y 152.41 4 33 1.846667
BMS_076 arizona 1 17 Reeses.bmp 3 1.584109e+02 1.920432e+00 y 162.01 30 45 1.246667
BMS_076 arizona 1 18 Funyuns_small.bmp 3 1.680146e+02 1.709734e+00 b 171.63 22 20 1.346667
BMS_076 arizona 1 19 Milano.bmp 1 1.776016e+02 2.028733e+00 b 181.20 4 33 1.846667
BMS_076 arizona 1 20 Cheetos.bmp 1 1.872053e+02 2.606998e+00 g 190.81 44 8 0.440000
BMS_076 arizona 1 21 Milano.bmp 2 1.968090e+02 2.239351e+00 y 200.41 4 33 1.846667
BMS_076 arizona 1 22 Hersheykisses.bmp 1 2.064127e+02 2.314633e+00 y 210.01 35 25 1.160000
BMS_076 arizona 1 23 AnimalCrackers.bmp 1 2.160164e+02 2.015931e+00 y 219.62 31 4 1.233333
BMS_076 arizona 1 24 Snickers.bmp 2 2.256034e+02 2.555955e+00 b 229.20 16 50 1.533333
BMS_076 arizona 1 25 MrGoodbar.bmp 2 2.352071e+02 1.391228e+00 b 238.81 32 36 1.220000
BMS_076 arizona 1 26 Slimjim.bmp 3 2.448107e+02 3.529586e+00 g 248.41 38 49 0.806667
BMS_076 arizona 1 27 Sourpatch.bmp 2 2.544145e+02 1.772826e+00 y 258.02 7 52 1.766667
BMS_076 arizona 1 28 PringlesRed.bmp 1 2.640014e+02 3.316769e+00 g 267.60 47 43 0.300000
BMS_076 arizona 1 29 Jollyrancherred.bmp 3 2.736052e+02 2.952129e+00 g 277.21 56 27 0.086667
BMS_076 arizona 1 30 Jollyrancherred.bmp 2 2.832089e+02 3.231446e+00 b 286.81 56 27 0.086667
BMS_076 arizona 1 31 FamousAmos_small.bmp 1 2.928125e+02 1.333797e+00 b 296.41 10 15 1.693333
BMS_076 arizona 1 32 MrGoodbar.bmp 3 3.024162e+02 2.883117e+00 g 306.02 32 36 1.220000
BMS_076 arizona 1 33 MilkyWay.bmp 1 3.120033e+02 2.260069e+00 y 315.60 19 35 1.480000
BMS_076 arizona 1 34 Cheetos.bmp 2 3.216069e+02 1.451409e+00 y 325.21 44 8 0.440000
BMS_076 arizona 1 35 Nutterbutter.bmp 2 3.312106e+02 2.125709e+00 y 334.81 29 37 1.246667
BMS_076 arizona 1 36 AnimalCrackers.bmp 3 3.408143e+02 1.662991e+00 y 344.42 31 4 1.233333
