subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidIndexLeft bidIndexRight bidLeft bidRight
BMS_085 1 1 1 1 4.801888e+00 Keeblerfudgestripes.bmp Twix.bmp 12 11 0 y 1 1 1.003070 9 14 2.446667 2.006667 
BMS_085 1 1 1 2 1.080415e+01 AnimalCrackers.bmp SourSkittles.bmp 21 22 1 b 2 1 0.842823 45 46 0.246667 0.240000 
BMS_085 1 1 1 3 1.680650e+01 Granolabar.bmp SourSkittles.bmp 21 22 1 y 2 0 1.391388 49 46 0.153333 0.240000 
BMS_085 1 1 1 4 2.280877e+01 FlamingCheetos.bmp Chocolate_mm.bmp 11 12 1 b 1 1 1.197089 8 17 2.460000 1.993333 
BMS_085 1 1 1 5 2.881108e+01 PopTartsStrawberry.bmp Sourpatch.bmp 21 22 1 b 2 1 0.876776 43 42 0.353333 0.433333 
BMS_085 1 1 1 6 3.481338e+01 Milkduds.bmp PopTartsStrawberry.bmp 22 21 0 y 2 1 1.306588 40 43 0.480000 0.353333 
BMS_085 1 1 1 7 4.081569e+01 Oreos.bmp Milkduds.bmp 21 22 1 b 2 1 0.814266 39 40 0.520000 0.480000 
BMS_085 1 1 1 8 4.680132e+01 3Musketeers.bmp Hersheykisses.bmp 11 12 1 b 1 1 1.070639 12 15 2.060000 2.000000 
BMS_085 1 1 1 9 5.280367e+01 Twix.bmp PeanutMMs.bmp 11 12 1 b 1 1 0.949272 14 11 2.006667 2.393333 
BMS_085 1 1 1 10 5.880594e+01 Chocolate_mm.bmp 3Musketeers.bmp 12 11 0 y 1 1 1.193034 17 12 1.993333 2.060000 
BMS_085 1 1 1 11 6.480825e+01 Chocolate_mm.bmp Hersheymilk_several.bmp 12 11 0 b 1 0 1.154735 17 18 1.993333 1.986667 
BMS_085 1 1 1 12 7.081055e+01 Hersheykisses.bmp Twix.bmp 12 11 0 y 1 1 1.355415 15 14 2.000000 2.006667 
BMS_085 1 1 1 13 7.681286e+01 Granolabar.bmp Sourpatch.bmp 21 22 1 b 2 1 1.500014 49 42 0.153333 0.433333 
BMS_085 1 1 1 14 8.281517e+01 PeanutMMs.bmp FlamingCheetos.bmp 12 11 0 y 1 1 0.849703 11 8 2.393333 2.460000 
BMS_085 1 1 1 15 8.881747e+01 Keeblerfudgestripes.bmp Hersheymilk_several.bmp 12 11 0 b 1 0 1.592508 9 18 2.446667 1.986667 
BMS_085 1 1 1 16 9.480311e+01 Oreos.bmp Goldfish.bmp 21 22 1 b 2 1 0.964852 39 48 0.520000 0.193333 
BMS_085 1 1 1 17 1.008055e+02 SourSkittles.bmp Oreos.bmp 22 21 0 y 2 1 0.925492 46 39 0.240000 0.520000 
BMS_085 1 1 1 18 1.068078e+02 3Musketeers.bmp Keeblerfudgestripes.bmp 11 12 1 b 1 1 1.529204 12 9 2.060000 2.446667 
BMS_085 1 1 1 19 1.128100e+02 Granolabar.bmp Goldfish.bmp 21 22 1 b 2 1 1.276947 49 48 0.153333 0.193333 
BMS_085 1 1 1 20 1.188123e+02 Keeblerfudgestripes.bmp FlamingCheetos.bmp 12 11 0 y 1 1 1.111645 9 8 2.446667 2.460000 
BMS_085 1 1 1 21 1.248146e+02 Hersheymilk_several.bmp PeanutMMs.bmp 11 12 1 y 1 0 1.452326 18 11 1.986667 2.393333 
BMS_085 1 1 1 22 1.308170e+02 Milkduds.bmp Granolabar.bmp 22 21 0 y 2 1 1.108985 40 49 0.480000 0.153333 
BMS_085 1 1 1 23 1.368026e+02 Goldfish.bmp PopTartsStrawberry.bmp 22 21 0 y 2 1 1.209393 48 43 0.193333 0.353333 
BMS_085 1 1 1 24 1.428049e+02 PopTartsStrawberry.bmp SourSkittles.bmp 21 22 1 b 2 1 1.035064 43 46 0.353333 0.240000 
BMS_085 1 1 1 25 1.488072e+02 3Musketeers.bmp PeanutMMs.bmp 11 12 1 999 1 999 999.000000 12 11 2.060000 2.393333 
