subjid test_comp runnum runtrial itemname question onsettime RT response fixationtime bidindex itemnameIndex bid 
BMS_083 arizona 1 1 FamousAmos_small.bmp 2 4.801846e+00 2.495557e+00 y 8.40 10 15 2.740000
BMS_083 arizona 1 2 FigNewton_small.bmp 3 1.440550e+01 3.433830e+00 b 18.01 41 16 0.786667
BMS_083 arizona 1 3 Doritosranch.bmp 1 2.400919e+01 2.736234e+00 g 27.61 31 13 1.440000
BMS_083 arizona 1 4 BabyRuth.bmp 3 3.361288e+01 3.348542e+00 b 37.21 38 5 0.973333
BMS_083 arizona 1 5 Funyuns_small.bmp 3 4.321661e+01 2.840793e+00 y 46.80 22 20 2.053333
BMS_083 arizona 1 6 Funyuns_small.bmp 1 5.280359e+01 3.600000e+00 x 56.44 22 20 2.053333
BMS_083 arizona 1 7 PopTartsCinnamon.bmp 2 6.240728e+01 3.033101e+00 b 66.01 47 41 0.313333
BMS_083 arizona 1 8 Cheetos.bmp 3 7.201101e+01 3.600000e+00 x 75.65 19 8 2.080000
BMS_083 arizona 1 9 Slimjim.bmp 2 8.161467e+01 3.291776e+00 b 85.22 32 49 1.313333
BMS_083 arizona 1 10 FigNewton_small.bmp 2 9.120170e+01 1.595733e+00 b 94.80 41 16 0.786667
BMS_083 arizona 1 11 Chocolate_mm.bmp 1 1.008054e+02 2.720042e+00 b 104.41 7 11 2.946667
BMS_083 arizona 1 12 CheesyDoritos.bmp 1 1.104091e+02 2.950332e+00 y 114.01 27 7 1.686667
BMS_083 arizona 1 13 Hersheymilk_several.bmp 2 1.200128e+02 3.423681e+00 b 123.61 16 26 2.213333
BMS_083 arizona 1 14 Toberlorone.bmp 3 1.296165e+02 2.627000e+00 y 133.22 4 54 2.986667
BMS_083 arizona 1 15 MilkyWay.bmp 1 1.392035e+02 2.723927e+00 g 142.80 30 35 1.453333
BMS_083 arizona 1 16 TeddyGrahamschocolate.bmp 1 1.488072e+02 2.886236e+00 b 152.41 13 53 2.480000
BMS_083 arizona 1 17 Laysclassic.bmp 3 1.584109e+02 2.224612e+00 y 162.01 29 31 1.533333
BMS_083 arizona 1 18 BabyRuth.bmp 2 1.680146e+02 1.887865e+00 b 171.62 38 5 0.973333
BMS_083 arizona 1 19 Almondjoy.bmp 3 1.776016e+02 3.600000e+00 x 181.24 35 3 1.160000
BMS_083 arizona 1 20 FigNewton_small.bmp 1 1.872053e+02 1.994132e+00 r 190.81 41 16 0.786667
BMS_083 arizona 1 21 Hersheykisses.bmp 1 1.968089e+02 2.194407e+00 b 200.41 1 25 2.993333
BMS_083 arizona 1 22 Reeses.bmp 1 2.064126e+02 1.690812e+00 r 210.01 53 45 0.040000
BMS_083 arizona 1 23 Granolabar.bmp 1 2.160164e+02 2.750078e+00 g 219.62 50 24 0.126667
BMS_083 arizona 1 24 Riprolls.bmp 3 2.256033e+02 3.074108e+00 g 229.20 44 46 0.553333
BMS_083 arizona 1 25 Cheezits.bmp 2 2.352070e+02 2.033391e+00 y 238.81 25 9 1.773333
BMS_083 arizona 1 26 Reeses.bmp 2 2.448108e+02 3.394685e+00 b 248.41 53 45 0.040000
BMS_083 arizona 1 27 Dots_one.bmp 1 2.544144e+02 2.520032e+00 y 258.02 26 14 1.720000
BMS_083 arizona 1 28 Chocolate_mm.bmp 2 2.640182e+02 2.479282e+00 y 267.60 7 11 2.946667
BMS_083 arizona 1 29 Doritosranch.bmp 3 2.736051e+02 3.118312e+00 y 277.21 31 13 1.440000
BMS_083 arizona 1 30 CheesyDoritos.bmp 2 2.832088e+02 2.601592e+00 y 286.81 27 7 1.686667
BMS_083 arizona 1 31 Hersheykisses.bmp 2 2.928126e+02 3.074839e+00 b 296.41 1 25 2.993333
BMS_083 arizona 1 32 Cheezits.bmp 1 3.024163e+02 2.637202e+00 y 306.02 25 9 1.773333
BMS_083 arizona 1 33 Granolabar.bmp 2 3.120032e+02 3.600000e+00 x 315.64 50 24 0.126667
BMS_083 arizona 1 34 Cheetos.bmp 2 3.216069e+02 1.823495e+00 y 325.21 19 8 2.080000
BMS_083 arizona 1 35 Hersheymilk_several.bmp 1 3.312106e+02 2.109796e+00 b 334.81 16 26 2.213333
BMS_083 arizona 1 36 Slimjim.bmp 1 3.408143e+02 2.893056e+00 g 344.42 32 49 1.313333
