subjid test_comp runnum runtrial itemname question onsettime RT response fixationtime bidindex itemnameIndex bid 
BMS_081 arizona 1 1 Jollyrancherred.bmp 2 4.801845e+00 3.216813e+00 b 8.40 29 27 1.866667
BMS_081 arizona 1 2 Ghiradelli_milk.bmp 2 1.440554e+01 3.600000e+00 x 18.04 4 21 2.773333
BMS_081 arizona 1 3 SourSkittles.bmp 1 2.400924e+01 3.378448e+00 g 27.61 38 51 1.686667
BMS_081 arizona 1 4 Oreos.bmp 2 3.361292e+01 2.615759e+00 y 37.21 10 38 2.320000
BMS_081 arizona 1 5 Ghiradelli_milk.bmp 1 4.321661e+01 2.172072e+00 b 46.80 4 21 2.773333
BMS_081 arizona 1 6 Whatchamacallit.bmp 2 5.280367e+01 2.523962e+00 b 56.41 22 56 2.000000
BMS_081 arizona 1 7 Doritosranch.bmp 2 6.240736e+01 2.331319e+00 y 66.01 53 13 0.946667
BMS_081 arizona 1 8 Crunch.bmp 1 7.201105e+01 2.904596e+00 y 75.61 30 12 1.840000
BMS_081 arizona 1 9 Keeblerfudgestripes.bmp 1 8.161474e+01 3.510949e+00 y 85.22 16 28 2.140000
BMS_081 arizona 1 10 PopTartsCinnamon.bmp 1 9.120176e+01 1.988933e+00 b 94.80 7 41 2.460000
BMS_081 arizona 1 11 Toberlorone.bmp 2 1.008055e+02 2.703238e+00 b 104.41 32 54 1.813333
BMS_081 arizona 1 12 FlamingCheetos.bmp 2 1.104091e+02 2.672592e+00 y 114.01 35 17 1.773333
BMS_081 arizona 1 13 SourSkittles.bmp 2 1.200128e+02 2.564891e+00 y 123.61 38 51 1.686667
BMS_081 arizona 1 14 100grand_small.bmp 1 1.296332e+02 3.600000e+00 x 133.23 27 1 1.906667
BMS_081 arizona 1 15 Riprolls.bmp 3 1.392035e+02 3.600000e+00 x 142.84 44 46 1.346667
BMS_081 arizona 1 16 Nutterbutter.bmp 2 1.488072e+02 2.633499e+00 y 152.41 26 37 1.940000
BMS_081 arizona 1 17 Chocolate_mm.bmp 3 1.584109e+02 2.830817e+00 y 162.01 13 11 2.273333
BMS_081 arizona 1 18 Doritosranch.bmp 3 1.680146e+02 2.166970e+00 y 171.62 53 13 0.946667
BMS_081 arizona 1 19 PeanutMMs.bmp 1 1.776016e+02 3.573064e+00 y 181.22 19 40 2.046667
BMS_081 arizona 1 20 FlamingCheetos.bmp 1 1.872053e+02 2.018418e+00 y 190.81 35 17 1.773333
BMS_081 arizona 1 21 Reeses.bmp 3 1.968090e+02 2.173681e+00 y 200.41 1 45 2.873333
BMS_081 arizona 1 22 Ghiradelli_milk.bmp 3 2.064127e+02 3.512035e+00 g 210.01 4 21 2.773333
BMS_081 arizona 1 23 Oreos.bmp 3 2.160164e+02 2.212350e+00 y 219.62 10 38 2.320000
BMS_081 arizona 1 24 Toberlorone.bmp 3 2.256034e+02 3.506336e+00 g 229.20 32 54 1.813333
BMS_081 arizona 1 25 Whatchamacallit.bmp 3 2.352237e+02 2.282957e+00 r 238.81 22 56 2.000000
BMS_081 arizona 1 26 Jollyrancherred.bmp 3 2.448108e+02 3.600000e+00 x 248.43 29 27 1.866667
BMS_081 arizona 1 27 Goldfish.bmp 2 2.544145e+02 2.530256e+00 y 258.02 28 23 1.906667
BMS_081 arizona 1 28 Goldfish.bmp 3 2.640181e+02 2.624567e+00 g 267.60 28 23 1.906667
BMS_081 arizona 1 29 Doritosranch.bmp 1 2.736052e+02 2.427535e+00 g 277.21 53 13 0.946667
BMS_081 arizona 1 30 FlamingCheetos.bmp 3 2.832089e+02 3.600000e+00 x 286.84 35 17 1.773333
BMS_081 arizona 1 31 Almondjoy.bmp 2 2.928125e+02 2.582172e+00 b 296.41 56 3 0.853333
BMS_081 arizona 1 32 Chocolate_mm.bmp 2 3.024162e+02 2.123488e+00 y 306.02 13 11 2.273333
BMS_081 arizona 1 33 PeanutMMs.bmp 2 3.120033e+02 1.938429e+00 y 315.60 19 40 2.046667
BMS_081 arizona 1 34 Whatchamacallit.bmp 1 3.216070e+02 2.231730e+00 y 325.21 22 56 2.000000
BMS_081 arizona 1 35 Keeblerfudgestripes.bmp 3 3.312106e+02 3.600000e+00 x 334.85 16 28 2.140000
BMS_081 arizona 1 36 Nutterbutter.bmp 3 3.408143e+02 2.014402e+00 g 344.42 26 37 1.940000
