subjid test_comp runnum runtrial itemname question onsettime RT response fixationtime bidindex itemnameIndex bid 
BMS_080 arizona 2 1 Funyuns_small.bmp 3 4.801840e+00 2.035864e+00 g 8.40 47 20 1.066667
BMS_080 arizona 2 2 ChipsAhoy_small.bmp 1 1.440553e+01 1.788164e+00 y 18.01 29 10 2.000000
BMS_080 arizona 2 3 Ghiradelli_milk_Almonds.bmp 3 2.400927e+01 2.167452e+00 g 27.61 4 22 2.966667
BMS_080 arizona 2 4 Oreos.bmp 1 3.361292e+01 1.211785e+00 b 37.21 10 38 2.653333
BMS_080 arizona 2 5 Crunch.bmp 2 4.321665e+01 1.543055e+00 b 46.80 32 12 1.820000
BMS_080 arizona 2 6 Doritosranch.bmp 3 5.280363e+01 2.731081e+00 r 56.41 26 13 2.073333
BMS_080 arizona 2 7 Almondjoy.bmp 1 6.240732e+01 2.109391e+00 r 66.01 53 3 0.526667
BMS_080 arizona 2 8 Almondjoy.bmp 2 7.201101e+01 1.568694e+00 b 75.61 53 3 0.526667
BMS_080 arizona 2 9 Laysclassic.bmp 3 8.161475e+01 1.645955e+00 y 85.22 27 31 2.020000
BMS_080 arizona 2 10 PopTartsStrawberry.bmp 1 9.120173e+01 2.526983e+00 g 94.80 35 42 1.720000
BMS_080 arizona 2 11 Riprolls.bmp 2 1.008054e+02 1.174299e+00 b 104.41 38 46 1.586667
BMS_080 arizona 2 12 Crunch.bmp 3 1.104092e+02 1.654563e+00 g 114.01 32 12 1.820000
BMS_080 arizona 2 13 Cheetos.bmp 2 1.200128e+02 1.271911e+00 y 123.61 31 8 1.906667
BMS_080 arizona 2 14 ChipsAhoy_small.bmp 3 1.296165e+02 2.457219e+00 g 133.20 29 10 2.000000
BMS_080 arizona 2 15 Skittles.bmp 1 1.392035e+02 1.108204e+00 b 142.80 13 48 2.520000
BMS_080 arizona 2 16 MilkyWay.bmp 2 1.488073e+02 2.177477e+00 b 152.41 19 35 2.280000
BMS_080 arizona 2 17 100grand_small.bmp 3 1.584109e+02 2.123768e+00 r 162.01 22 1 2.146667
BMS_080 arizona 2 18 Milano.bmp 1 1.680146e+02 1.018007e+00 b 171.62 7 33 2.753333
BMS_080 arizona 2 19 Whatchamacallit.bmp 1 1.776016e+02 2.311099e+00 g 181.20 30 56 2.000000
BMS_080 arizona 2 20 Almondjoy.bmp 3 1.872053e+02 2.544374e+00 g 190.81 53 3 0.526667
BMS_080 arizona 2 21 MilkyWay.bmp 1 1.968090e+02 1.421724e+00 y 200.41 19 35 2.280000
BMS_080 arizona 2 22 Nutterbutter.bmp 2 2.064127e+02 1.559040e+00 y 210.01 25 37 2.080000
BMS_080 arizona 2 23 ChipsAhoy_small.bmp 2 2.160164e+02 1.288342e+00 y 219.62 29 10 2.000000
BMS_080 arizona 2 24 Ghiradelli_milk.bmp 1 2.256201e+02 1.387646e+00 b 229.20 1 21 2.993333
BMS_080 arizona 2 25 Hersheymilk_several.bmp 3 2.352071e+02 1.521635e+00 y 238.81 16 26 2.353333
BMS_080 arizona 2 26 Chocolate_mm.bmp 3 2.448108e+02 1.283944e+00 y 248.41 44 11 1.386667
BMS_080 arizona 2 27 PopTartsStrawberry.bmp 3 2.544145e+02 2.202196e+00 g 258.02 35 42 1.720000
BMS_080 arizona 2 28 Milano.bmp 2 2.640015e+02 1.400215e+00 y 267.60 7 33 2.753333
BMS_080 arizona 2 29 Ghiradelli_milk_Almonds.bmp 1 2.736052e+02 1.577500e+00 b 277.21 4 22 2.966667
BMS_080 arizona 2 30 100grand_small.bmp 2 2.832089e+02 1.828827e+00 y 286.81 22 1 2.146667
BMS_080 arizona 2 31 Chocolate_mm.bmp 1 2.928126e+02 1.862083e+00 y 296.43 44 11 1.386667
BMS_080 arizona 2 32 Cheetos.bmp 3 3.024163e+02 2.150328e+00 g 306.02 31 8 1.906667
BMS_080 arizona 2 33 Nutterbutter.bmp 1 3.120033e+02 1.336413e+00 y 315.60 25 37 2.080000
BMS_080 arizona 2 34 Nutterbutter.bmp 3 3.216070e+02 1.788715e+00 b 325.21 25 37 2.080000
BMS_080 arizona 2 35 Riprolls.bmp 1 3.312107e+02 1.780077e+00 g 334.81 38 46 1.586667
BMS_080 arizona 2 36 AnimalCrackers.bmp 1 3.408144e+02 1.842373e+00 g 344.42 41 4 1.506667
