subjid runnum itemname onsettime trialtype RT respInTime Audiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_706 16 Granolabar.bmp 1596.04 24 999000.00 240.00 999000  1597.04 8.833333e+02 8.166667e+02 49 37 
BM2_706 16 Butterfinger.bmp 1598.04 11 992.07 110.00 8.834525e+02 b 1599.06 9.000000e+02 8.166667e+02 40 6 
BM2_706 16 3Musketeers.bmp 1602.04 12 999000.00 120.00 999000  1603.06 9.000000e+02 8.166667e+02 41 16 
BM2_706 16 Lindt_small.bmp 1605.03 24 999000.00 240.00 999000  1606.05 9.000000e+02 8.166667e+02 53 59 
BM2_706 16 Ghiradelli_milk.bmp 1607.04 12 999000.00 120.00 999000  1608.06 9.000000e+02 8.166667e+02 37 45 
BM2_706 16 Skittles.bmp 1610.03 11 942.04 110.00 9.000813e+02 b 1611.05 9.166667e+02 8.166667e+02 39 55 
BM2_706 16 MilkyWay.bmp 1614.04 12 999000.00 120.00 999000  1615.06 9.166667e+02 8.166667e+02 38 48 
BM2_706 16 100grand_small.bmp 1618.04 24 999000.00 240.00 999000  1619.06 9.166667e+02 8.166667e+02 56 60 
BM2_706 16 AnimalCrackers.bmp 1620.04 12 999000.00 120.00 999000  1621.06 9.166667e+02 8.166667e+02 34 42 
BM2_706 16 Hersheymilk_several.bmp 1625.04 22 978.37 220.00 8.168013e+02 b 1626.06 9.166667e+02 8.333333e+02 47 4 
BM2_706 16 Milkduds.bmp 1627.03 12 999000.00 120.00 999000  1628.05 9.166667e+02 8.333333e+02 35 13 
BM2_706 16 Crunch.bmp 1629.04 12 999000.00 120.00 999000  1630.06 9.166667e+02 8.333333e+02 31 27 
BM2_706 16 Jollyranchergreen.bmp 1635.04 22 981.69 220.00 8.334062e+02 b 1636.06 9.166667e+02 8.500000e+02 48 5 
BM2_706 16 Jollyrancherred.bmp 1637.03 22 984.27 220.00 8.500862e+02 b 1638.05 9.166667e+02 8.666667e+02 52 38 
BM2_706 16 Fritos.bmp 1639.04 24 999000.00 240.00 999000  1640.05 9.166667e+02 8.666667e+02 46 28 
BM2_706 16 Laysclassic.bmp 1641.04 22 1020.34 2200.00 8.667640e+02 b 1642.06 9.166667e+02 8.166667e+02 51 51 
BM2_706 16 redvines_small.bmp 1645.04 24 999000.00 240.00 999000  1646.05 9.166667e+02 8.166667e+02 58 3 
BM2_706 16 Riprolls.bmp 1649.03 24 999000.00 240.00 999000  1650.05 9.166667e+02 8.166667e+02 54 58 
BM2_706 16 FigNewton_small.bmp 1652.04 12 999000.00 120.00 999000  1653.06 9.166667e+02 8.166667e+02 36 35 
BM2_706 16 Hersheykisses.bmp 1656.04 24 999000.00 240.00 999000  1657.05 9.166667e+02 8.166667e+02 55 24 
BM2_706 16 Cheetos.bmp 1659.03 12 999000.00 120.00 999000  1660.05 9.166667e+02 8.166667e+02 42 23 
BM2_706 16 BabyRuth.bmp 1661.03 12 999000.00 120.00 999000  1662.05 9.166667e+02 8.166667e+02 33 56 
BM2_706 16 Snickers.bmp 1665.03 11 1063.61 1100.00 9.167664e+02 b 1666.05 8.666667e+02 8.166667e+02 44 39 
BM2_706 16 Laffytaffyred_one.bmp 1667.04 24 999000.00 240.00 999000  1668.05 8.666667e+02 8.166667e+02 50 46 
BM2_706 16 PringlesRed.bmp 1669.04 12 999000.00 120.00 999000  1670.06 8.666667e+02 8.166667e+02 32 22 
BM2_706 16 Whatchamacallit.bmp 1673.04 11 920.27 110.00 8.667459e+02 b 1674.06 8.833333e+02 8.166667e+02 43 50 
BM2_706 16 Lollipopred.bmp 1675.04 24 999000.00 240.00 999000  1676.06 8.833333e+02 8.166667e+02 60 57 
BM2_706 16 Dots_one.bmp 1679.04 24 999000.00 240.00 999000  1680.06 8.833333e+02 8.166667e+02 59 44 
BM2_706 16 FrootLoops.bmp 1683.03 24 999000.00 240.00 999000  1684.05 8.833333e+02 8.166667e+02 57 1 
BM2_706 16 Cheezits.bmp 1686.04 12 999000.00 120.00 999000  1687.06 8.833333e+02 8.166667e+02 45 21 
