subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidValueLeft bidValueRight 
BM2_701 0 1 2 1 0 Sourpatch.bmp MilkyWay.bmp 46 51 1 u 2 0 742.270944 0.61 0.55 
BM2_701 0 1 2 2 9 Toberlorone.bmp Laffytaffyred_one.bmp 42 44 1 u 1 0 1165.213880 0.69 0.66 
BM2_701 0 1 2 3 12 Dots_one.bmp CheesyDoritos.bmp 57 36 0 i 3 0 812.202215 0.02 0.75 
BM2_701 0 1 2 4 17 Butterfinger.bmp Toberlorone.bmp 40 42 0 i 1 0 1045.935472 0.70 0.69 
BM2_701 0 1 2 5 26 Milano.bmp Riprolls.bmp 48 49 0 x 2 999 999000.000000 0.59 0.59 
BM2_701 0 1 2 6 32 Sourpatch.bmp Granolabar.bmp 46 52 1 u 2 0 850.771949 0.61 0.44 
BM2_701 0 1 2 7 35 Lindt_small.bmp MilkyWay.bmp 50 51 1 i 2 1 921.897205 0.56 0.55 
BM2_701 0 1 2 8 48 redvines_small.bmp Hersheymilk_several.bmp 59 35 0 i 3 0 748.783442 0.01 0.75 
BM2_701 0 1 2 9 58 Jollyrancherred.bmp Laffytaffyred_one.bmp 41 44 1 u 1 0 864.019842 0.70 0.66 
BM2_701 0 1 2 10 63 Dots_one.bmp Hersheymilk_several.bmp 57 35 0 i 3 0 969.108580 0.02 0.75 
BM2_701 0 1 2 11 66 Twix.bmp Lindt_small.bmp 47 50 0 u 2 1 1000.564289 0.59 0.56 
BM2_701 0 1 2 12 69 Dots_one.bmp Milkduds.bmp 57 37 0 i 3 0 1008.512432 0.02 0.75 
BM2_701 0 1 2 13 72 Milkduds.bmp Fritos.bmp 37 60 1 u 3 0 975.403233 0.75 0.01 
BM2_701 0 1 2 14 82 FamousAmos_small.bmp MilkyWay.bmp 53 51 1 u 2 0 770.629341 0.41 0.55 
BM2_701 0 1 2 15 85 Doritosranch.bmp Dots_one.bmp 34 57 1 u 3 0 825.791211 0.76 0.02 
BM2_701 0 1 2 16 95 redvines_small.bmp CheesyDoritos.bmp 59 36 0 i 3 0 1117.077610 0.01 0.75 
BM2_701 0 1 2 17 98 Whatchamacallit.bmp Milkduds.bmp 58 37 0 i 3 0 1052.671834 0.02 0.75 
BM2_701 0 1 2 18 101 redvines_small.bmp Doritosranch.bmp 59 34 0 i 3 0 947.653062 0.01 0.76 
BM2_701 0 1 2 19 105 Toberlorone.bmp Keeblerfudgestripes.bmp 42 43 1 u 1 0 704.352261 0.69 0.68 
BM2_701 0 1 2 20 109 redvines_small.bmp Milkduds.bmp 59 37 0 i 3 0 684.905093 0.01 0.75 
BM2_701 0 1 2 21 113 Granolabar.bmp Lindt_small.bmp 52 50 0 u 2 1 1056.953034 0.44 0.56 
BM2_701 0 1 2 22 119 ChipsAhoy_small.bmp Laffytaffyred_one.bmp 45 44 1 u 1 0 696.265859 0.63 0.66 
BM2_701 0 1 2 23 123 ChipsAhoy_small.bmp Butterfinger.bmp 45 40 1 u 1 0 692.272817 0.63 0.70 
BM2_701 0 1 2 24 132 Laysclassic.bmp Butterfinger.bmp 38 40 1 u 1 0 826.605453 0.72 0.70 
BM2_701 0 1 2 25 140 Twix.bmp FamousAmos_small.bmp 47 53 0 x 2 999 999000.000000 0.59 0.41 
BM2_701 0 1 2 26 144 Twix.bmp Sourpatch.bmp 47 46 0 i 2 0 1343.986483 0.59 0.61 
BM2_701 0 1 2 27 147 Butterfinger.bmp Jollyrancherred.bmp 40 41 0 i 1 0 1079.553101 0.70 0.70 
BM2_701 0 1 2 28 151 Hersheymilk_several.bmp Whatchamacallit.bmp 35 58 1 u 3 0 675.537340 0.75 0.02 
