subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidIndexLeft bidIndexRight 
BM2_699 0 1 2 1 0 Twix.bmp PopTartsStrawberry.bmp 36 59 1 u 3 0 832.228389 0.000000 0.000000 
BM2_699 0 1 2 2 10 PopTartsCinnamon.bmp Fritos.bmp 52 53 0 u 2 1 882.927532 0.000000 0.000000 
BM2_699 0 1 2 3 13 Dots_one.bmp MrsFields.bmp 40 41 0 i 1 0 603.170510 0.000000 0.000000 
BM2_699 0 1 2 4 16 Jollyrancherred.bmp Laysclassic.bmp 46 51 1 i 2 1 650.629791 0.000000 0.000000 
BM2_699 0 1 2 5 20 Dots_one.bmp Skittles.bmp 40 45 0 u 1 1 815.394282 0.000000 0.000000 
BM2_699 0 1 2 6 24 PopTartsStrawberry.bmp TeddyGrahamschocolate.bmp 59 37 0 u 3 1 1107.473341 0.000000 0.000000 
BM2_699 0 1 2 7 28 Skittles.bmp Laffytaffyred_one.bmp 45 39 1 i 1 1 768.219249 0.000000 0.000000 
BM2_699 0 1 2 8 32 FrootLoops.bmp Jollyranchergreen.bmp 34 60 1 u 3 0 796.769181 0.000000 0.000000 
BM2_699 0 1 2 9 38 FamousAmos_small.bmp Laysclassic.bmp 49 51 1 u 2 0 666.557369 0.000000 0.000000 
BM2_699 0 1 2 10 42 Jollyrancherred.bmp PopTartsCinnamon.bmp 46 52 1 i 2 1 592.024372 0.000000 0.000000 
BM2_699 0 1 2 11 45 CheesyDoritos.bmp Fritos.bmp 48 53 0 u 2 1 551.083177 0.000000 0.000000 
BM2_699 0 1 2 12 48 FrootLoops.bmp PopTartsStrawberry.bmp 34 59 1 i 3 1 526.692813 0.000000 0.000000 
BM2_699 0 1 2 13 52 Laffytaffyred_one.bmp MrsFields.bmp 39 41 0 i 1 0 626.771391 0.000000 0.000000 
BM2_699 0 1 2 14 61 ChipsAhoy_small.bmp CheesyDoritos.bmp 50 48 1 u 2 0 1329.127065 0.000000 0.000000 
BM2_699 0 1 2 15 68 MilkyWay.bmp SourSkittles.bmp 57 35 0 u 3 1 1068.793982 0.000000 0.000000 
BM2_699 0 1 2 16 73 FrootLoops.bmp MilkyWay.bmp 34 57 1 u 3 0 1110.350222 0.000000 0.000000 
BM2_699 0 1 2 17 77 Fritos.bmp Laysclassic.bmp 53 51 1 u 2 0 834.365759 0.000000 0.000000 
BM2_699 0 1 2 18 80 ChipsAhoy_small.bmp Sourpatch.bmp 50 47 1 u 2 0 738.022752 0.000000 0.000000 
