subjid runnum itemname onsettime trialtype RT respInTime Audiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_718 5 Keeblerfudgestripes.bmp 390.79 22 922.52 220.00 6.834563e+02 b 391.79 6.833333e+02 7.000000e+02 51 53 
BM2_718 5 Lindt_small.bmp 392.79 12 999000.00 120.00 999000  393.81 6.833333e+02 7.000000e+02 36 45 
BM2_718 5 Laysclassic.bmp 396.79 11 969.13 110.00 6.834351e+02 b 397.81 7.000000e+02 7.000000e+02 44 5 
BM2_718 5 Slimjim.bmp 399.78 24 999000.00 240.00 999000  400.80 7.000000e+02 7.000000e+02 56 35 
BM2_718 5 FlamingCheetos.bmp 401.79 12 999000.00 120.00 999000  402.81 7.000000e+02 7.000000e+02 35 11 
BM2_718 5 AnimalCrackers.bmp 404.78 22 906.46 220.00 7.000953e+02 b 405.80 7.000000e+02 7.166667e+02 47 52 
BM2_718 5 Nutterbutter.bmp 408.79 24 999000.00 240.00 999000  409.81 7.000000e+02 7.166667e+02 58 41 
BM2_718 5 Hersheymilk_several.bmp 412.79 11 1003.16 1100.00 7.001057e+02 b 413.81 6.500000e+02 7.166667e+02 43 54 
BM2_718 5 MilkyWay.bmp 414.79 12 999000.00 120.00 999000  415.81 6.500000e+02 7.166667e+02 38 2 
BM2_718 5 Cheetos.bmp 419.79 12 999000.00 120.00 999000  420.81 6.500000e+02 7.166667e+02 42 36 
BM2_718 5 Dots_one.bmp 421.78 24 999000.00 240.00 999000  422.80 6.500000e+02 7.166667e+02 55 28 
BM2_718 5 Almondjoy.bmp 423.79 24 999000.00 240.00 999000  424.80 6.500000e+02 7.166667e+02 57 38 
BM2_718 5 3Musketeers.bmp 429.79 24 999000.00 240.00 999000  430.81 6.500000e+02 7.166667e+02 49 48 
BM2_718 5 redvines_small.bmp 431.79 12 999000.00 120.00 999000  432.81 6.500000e+02 7.166667e+02 34 24 
BM2_718 5 PringlesRed.bmp 433.78 12 999000.00 120.00 999000  434.80 6.500000e+02 7.166667e+02 31 57 
BM2_718 5 Fritos.bmp 435.79 24 999000.00 240.00 999000  436.81 6.500000e+02 7.166667e+02 46 39 
BM2_718 5 Sourpatch.bmp 439.78 22 965.37 220.00 7.167521e+02 b 440.80 6.500000e+02 7.333333e+02 48 26 
BM2_718 5 Jollyrancherred.bmp 443.78 12 999000.00 120.00 999000  444.80 6.500000e+02 7.333333e+02 45 16 
BM2_718 5 CheesyDoritos.bmp 446.79 12 999000.00 120.00 999000  447.81 6.500000e+02 7.333333e+02 33 1 
BM2_718 5 Riprolls.bmp 450.78 12 999000.00 120.00 999000  451.80 6.500000e+02 7.333333e+02 32 7 
BM2_718 5 PayDay.bmp 453.79 12 999000.00 120.00 999000  454.81 6.500000e+02 7.333333e+02 37 49 
BM2_718 5 Laffytaffyred_one.bmp 455.78 24 999000.00 240.00 999000  456.80 6.500000e+02 7.333333e+02 53 37 
BM2_718 5 100grand_small.bmp 459.79 22 1035.38 2200.00 7.334382e+02 b 460.81 6.500000e+02 6.833333e+02 52 31 
BM2_718 5 SourSkittles.bmp 461.78 24 999000.00 240.00 999000  462.80 6.500000e+02 6.833333e+02 60 60 
BM2_718 5 RitzBitz2.bmp 463.79 11 943.98 110.00 6.500977e+02 b 464.81 6.666667e+02 6.833333e+02 39 14 
BM2_718 5 FigNewton_small.bmp 467.79 24 999000.00 240.00 999000  468.80 6.666667e+02 6.833333e+02 54 22 
BM2_718 5 Goldfish.bmp 469.79 12 999000.00 120.00 999000  470.81 6.666667e+02 6.833333e+02 41 18 
BM2_718 5 Jollyranchergreen.bmp 473.79 24 999000.00 240.00 999000  474.81 6.666667e+02 6.833333e+02 50 50 
BM2_718 5 Doritosranch.bmp 477.78 11 871.98 110.00 6.667657e+02 b 478.80 6.833333e+02 6.833333e+02 40 40 
BM2_718 5 Whatchamacallit.bmp 480.79 24 999000.00 240.00 999000  481.81 6.833333e+02 6.833333e+02 59 42 
