subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidValueLeft bidValueRight 
BM2_720 0 2 3 1 0 PopTartsCinnamon.bmp Lollipopred.bmp 34 59 1 i 3 1 779.035564 0.70 0.09 
BM2_720 0 2 3 2 9 Hersheymilk_several.bmp Laffytaffyred_one.bmp 57 35 0 u 3 1 705.988139 0.10 0.69 
BM2_720 0 2 3 3 12 Hersheymilk_several.bmp FrootLoops.bmp 57 37 0 u 3 1 640.992289 0.10 0.67 
BM2_720 0 2 3 4 17 Hersheymilk_several.bmp PopTartsCinnamon.bmp 57 34 0 u 3 1 634.702930 0.10 0.70 
BM2_720 0 2 3 5 26 Doritosranch.bmp Riprolls.bmp 43 45 1 u 1 0 728.928376 0.52 0.51 
BM2_720 0 2 3 6 32 Goldfish.bmp Cheetos.bmp 49 48 0 i 2 0 663.609532 0.47 0.48 
BM2_720 0 2 3 7 35 CheesyDoritos.bmp Fritos.bmp 47 50 1 u 2 0 766.619351 0.48 0.47 
BM2_720 0 2 3 8 48 CheesyDoritos.bmp Dots_one.bmp 47 53 1 u 2 0 577.534551 0.48 0.30 
BM2_720 0 2 3 9 58 Funyuns_small.bmp Keeblerfudgestripes.bmp 42 39 0 i 1 0 732.862303 0.54 0.65 
BM2_720 0 2 3 10 63 Jollyranchergreen.bmp PopTartsCinnamon.bmp 60 34 0 i 3 0 837.919307 0.08 0.70 
BM2_720 0 2 3 11 66 FrootLoops.bmp Jollyranchergreen.bmp 37 60 1 i 3 1 813.317212 0.67 0.08 
BM2_720 0 2 3 12 69 Cheezits.bmp Dots_one.bmp 51 53 1 u 2 0 605.152689 0.42 0.30 
BM2_720 0 2 3 13 72 Oreos.bmp Hersheymilk_several.bmp 36 57 1 u 3 0 932.183339 0.67 0.10 
BM2_720 0 2 3 14 82 CheesyDoritos.bmp RitzBitz2.bmp 47 46 1 u 2 0 671.483986 0.48 0.51 
BM2_720 0 2 3 15 85 Laffytaffyred_one.bmp Hersheykisses.bmp 35 58 1 i 3 1 798.569579 0.69 0.09 
