subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidValueLeft bidValueRight 
BM2_702 0 2 1 1 0 SourSkittles.bmp Dots_one.bmp 35 59 1 u 3 0 827.753212 0.83 0.13 
BM2_702 0 2 1 2 10 Fritos.bmp RiceKrispyTreat_small.bmp 47 50 1 u 2 0 1071.639067 0.57 0.50 
BM2_702 0 2 1 3 13 Dots_one.bmp FigNewton_small.bmp 59 34 0 i 3 0 1118.772087 0.13 0.84 
BM2_702 0 2 1 4 16 Cheetos.bmp Skittles.bmp 37 58 1 u 3 0 1077.718034 0.80 0.15 
BM2_702 0 2 1 5 20 PopTartsCinnamon.bmp FigNewton_small.bmp 60 34 0 i 3 0 1019.030836 0.12 0.84 
BM2_702 0 2 1 6 24 Skittles.bmp FigNewton_small.bmp 58 34 0 u 3 1 1150.986207 0.15 0.84 
BM2_702 0 2 1 7 28 Funyuns_small.bmp Laysclassic.bmp 41 40 0 u 1 1 1131.675442 0.65 0.70 
BM2_702 0 2 1 8 32 Oreos.bmp AnimalCrackers.bmp 52 53 1 i 2 1 1072.261398 0.36 0.27 
BM2_702 0 2 1 9 38 Butterfinger.bmp Milkduds.bmp 46 51 0 i 2 0 1350.629198 0.57 0.39 
BM2_702 0 2 1 10 42 Doritosranch.bmp PringlesRed.bmp 38 43 0 u 1 1 1267.633212 0.79 0.63 
BM2_702 0 2 1 11 45 Jollyranchergreen.bmp FamousAmos_small.bmp 48 49 1 i 2 1 1378.729473 0.56 0.51 
BM2_702 0 2 1 12 48 AnimalCrackers.bmp Fritos.bmp 53 47 0 i 2 0 978.199566 0.27 0.57 
BM2_702 0 2 1 13 52 Jollyranchergreen.bmp AnimalCrackers.bmp 48 53 1 u 2 0 806.268367 0.56 0.27 
BM2_702 0 2 1 14 61 Granolabar.bmp Funyuns_small.bmp 39 41 1 u 1 0 1300.659415 0.75 0.65 
BM2_702 0 2 1 15 68 Laysclassic.bmp Doritosranch.bmp 40 38 1 i 1 1 1048.303506 0.70 0.79 
BM2_702 0 2 1 16 73 Milkduds.bmp FamousAmos_small.bmp 51 49 1 i 2 1 1441.900126 0.39 0.51 
BM2_702 0 2 1 17 77 Butterfinger.bmp Jollyranchergreen.bmp 46 48 0 i 2 0 981.587072 0.57 0.56 
BM2_702 0 2 1 18 80 Laffytaffyred_one.bmp PringlesRed.bmp 42 43 0 i 1 0 901.605357 0.64 0.63 
BM2_702 0 2 1 19 84 Laysclassic.bmp Laffytaffyred_one.bmp 40 42 1 u 1 0 1274.231494 0.70 0.64 
BM2_702 0 2 1 20 93 Dots_one.bmp TeddyGrahamschocolate.bmp 59 36 0 i 3 0 1424.492519 0.13 0.83 
BM2_702 0 2 1 21 98 redvines_small.bmp FigNewton_small.bmp 57 34 0 i 3 0 890.126470 0.15 0.84 
BM2_702 0 2 1 22 101 Milkduds.bmp AnimalCrackers.bmp 51 53 1 u 2 0 897.188290 0.39 0.27 
BM2_702 0 2 1 23 104 Skittles.bmp TeddyGrahamschocolate.bmp 58 36 0 i 3 0 1088.766750 0.15 0.83 
BM2_702 0 2 1 24 108 Doritosranch.bmp Granolabar.bmp 38 39 0 x 1 999 999000.000000 0.79 0.75 
BM2_702 0 2 1 25 111 Butterfinger.bmp Fritos.bmp 46 47 0 i 2 0 716.512975 0.57 0.57 
BM2_702 0 2 1 26 114 PopTartsCinnamon.bmp SourSkittles.bmp 60 35 0 i 3 0 732.175815 0.12 0.83 
BM2_702 0 2 1 27 123 Funyuns_small.bmp PringlesRed.bmp 41 43 0 i 1 0 665.870576 0.65 0.63 
