subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidValueLeft bidValueRight 
BM2_704 0 2 1 1 0 ChipsAhoy_small.bmp Laffytaffyred_one.bmp 43 41 1 u 1 0 844.937237 0.81 0.81 
BM2_704 0 2 1 2 9 PringlesRed.bmp redvines_small.bmp 44 42 1 u 1 0 659.824847 0.81 0.81 
BM2_704 0 2 1 3 12 PringlesRed.bmp Goldfish.bmp 44 45 1 u 1 0 634.931700 0.81 0.79 
BM2_704 0 2 1 4 17 Keeblerfudgestripes.bmp Jollyrancherred.bmp 36 60 1 u 3 0 652.607255 1.03 0.12 
BM2_704 0 2 1 5 26 Dots_one.bmp KitKat_small.bmp 57 35 0 i 3 0 570.858678 0.29 1.03 
BM2_704 0 2 1 6 32 RitzBitz2.bmp Laysclassic.bmp 47 49 1 i 2 1 761.459387 0.79 0.76 
BM2_704 0 2 1 7 35 Chocolate_mm.bmp Dots_one.bmp 37 57 1 u 3 0 760.474929 1.02 0.29 
BM2_704 0 2 1 8 48 Dots_one.bmp MrGoodbar.bmp 57 34 0 i 3 0 579.454821 0.29 1.04 
BM2_704 0 2 1 9 58 Jollyranchergreen.bmp KitKat_small.bmp 59 35 0 i 3 0 614.753250 0.19 1.03 
BM2_704 0 2 1 10 63 Chocolate_mm.bmp Jollyrancherred.bmp 37 60 1 u 3 0 551.780841 1.02 0.12 
BM2_704 0 2 1 11 66 Dots_one.bmp Keeblerfudgestripes.bmp 57 36 0 i 3 0 671.419741 0.29 1.03 
BM2_704 0 2 1 12 69 Funyuns_small.bmp Fritos.bmp 51 46 1 i 2 1 671.099513 0.73 0.79 
BM2_704 0 2 1 13 72 Jollyranchergreen.bmp Chocolate_mm.bmp 59 37 0 i 3 0 518.164535 0.19 1.02 
BM2_704 0 2 1 14 82 Laffytaffyred_one.bmp Cheezits.bmp 41 40 0 i 1 0 697.348567 0.81 0.84 
BM2_704 0 2 1 15 85 RitzBitz2.bmp Nutterbutter.bmp 47 50 1 u 2 0 600.410390 0.79 0.75 
BM2_704 0 2 1 16 95 Laysclassic.bmp Doritosranch.bmp 49 48 0 i 2 0 923.789711 0.76 0.77 
BM2_704 0 2 1 17 98 Funyuns_small.bmp Laysclassic.bmp 51 49 1 i 2 1 651.266567 0.73 0.76 
BM2_704 0 2 1 18 101 Doritosranch.bmp CheesyDoritos.bmp 48 53 1 u 2 0 1010.403208 0.77 0.72 
BM2_704 0 2 1 19 105 Hersheykisses.bmp Keeblerfudgestripes.bmp 58 36 0 i 3 0 743.042820 0.23 1.03 
BM2_704 0 2 1 20 109 Hersheykisses.bmp Chocolate_mm.bmp 58 37 0 i 3 0 571.682845 0.23 1.02 
BM2_704 0 2 1 21 113 Fritos.bmp Cheetos.bmp 46 52 0 i 2 0 991.720627 0.79 0.73 
BM2_704 0 2 1 22 119 Doritosranch.bmp Nutterbutter.bmp 48 50 1 i 2 1 854.954073 0.77 0.75 
BM2_704 0 2 1 23 123 Cheezits.bmp redvines_small.bmp 40 42 1 u 1 0 610.988906 0.84 0.81 
BM2_704 0 2 1 24 132 Doritosranch.bmp Fritos.bmp 48 46 1 i 2 1 785.219543 0.77 0.79 
BM2_704 0 2 1 25 140 Funyuns_small.bmp CheesyDoritos.bmp 51 53 1 i 2 1 817.958146 0.73 0.72 
BM2_704 0 2 1 26 144 Cheetos.bmp Laysclassic.bmp 52 49 1 i 2 1 326.626051 0.73 0.76 
BM2_704 0 2 1 27 147 RitzBitz2.bmp CheesyDoritos.bmp 47 53 1 i 2 1 806.239319 0.79 0.72 
BM2_704 0 2 1 28 151 Goldfish.bmp FigNewton_small.bmp 45 39 0 i 1 0 786.255876 0.79 0.86 
BM2_704 0 2 1 29 154 Jollyrancherred.bmp KitKat_small.bmp 60 35 0 i 3 0 649.803434 0.12 1.03 
BM2_704 0 2 1 30 158 MrGoodbar.bmp Hersheykisses.bmp 34 58 1 u 3 0 694.482527 1.04 0.23 
BM2_704 0 2 1 31 161 redvines_small.bmp ChipsAhoy_small.bmp 42 43 0 i 1 0 693.554618 0.81 0.81 
BM2_704 0 2 1 32 167 Goldfish.bmp Cheezits.bmp 45 40 0 i 1 0 772.181823 0.79 0.84 
