subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidValueLeft bidValueRight 
BM2_703 0 1 1 1 0 Nutterbutter.bmp Lollipopred.bmp 51 53 0 u 2 1 730.966710 0.79 0.63 
BM2_703 0 1 1 2 10 ChipsAhoy_small.bmp Hersheykisses.bmp 44 42 0 i 1 0 533.689089 1.03 1.03 
BM2_703 0 1 1 3 13 100grand_small.bmp Almondjoy.bmp 49 48 1 u 2 0 701.964721 0.89 0.99 
BM2_703 0 1 1 4 16 Hersheymilk_several.bmp PeanutMMs.bmp 45 43 1 u 1 0 709.578618 1.03 1.03 
BM2_703 0 1 1 5 20 redvines_small.bmp Whatchamacallit.bmp 59 37 0 i 3 0 1234.243061 0.19 1.06 
BM2_703 0 1 1 6 24 Butterfinger.bmp FigNewton_small.bmp 35 57 1 u 3 0 1070.242431 1.06 0.54 
BM2_703 0 1 1 7 28 PeanutMMs.bmp Hersheykisses.bmp 43 42 0 i 1 0 770.902614 1.03 1.03 
BM2_703 0 1 1 8 32 AnimalCrackers.bmp Almondjoy.bmp 46 48 1 i 2 1 982.257576 1.03 0.99 
BM2_703 0 1 1 9 38 PeanutMMs.bmp PopTartsCinnamon.bmp 43 38 0 i 1 0 1134.212656 1.03 1.05 
BM2_703 0 1 1 10 42 100grand_small.bmp Nutterbutter.bmp 49 51 1 u 2 0 1234.959285 0.89 0.79 
BM2_703 0 1 1 11 45 RitzBitz2.bmp Milkduds.bmp 60 36 0 i 3 0 961.918106 0.16 1.06 
BM2_703 0 1 1 12 48 Nutterbutter.bmp Fritos.bmp 51 50 0 i 2 0 985.491894 0.79 0.82 
BM2_703 0 1 1 13 52 Hersheymilk_several.bmp BabyRuth.bmp 45 40 1 u 1 0 829.557320 1.03 1.05 
BM2_703 0 1 1 14 61 Laffytaffyred_one.bmp Fritos.bmp 52 50 0 u 2 1 859.873230 0.70 0.82 
BM2_703 0 1 1 15 68 AnimalCrackers.bmp Laffytaffyred_one.bmp 46 52 1 i 2 1 1095.412821 1.03 0.70 
