subjid runnum itemname onsettime trialtype RT respInTime Audiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_716 7 Riprolls.bmp 569.27 12 999000.00 120.00 999000  570.27 8.166667e+02 7.500000e+02 45 19 
BM2_716 7 Hersheykisses.bmp 571.26 24 999000.00 240.00 999000  572.28 8.166667e+02 7.500000e+02 56 46 
BM2_716 7 PopTartsCinnamon.bmp 575.27 24 999000.00 240.00 999000  576.29 8.166667e+02 7.500000e+02 46 26 
BM2_716 7 RiceKrispyTreat_small.bmp 578.26 22 918.85 220.00 7.500949e+02 b 579.28 8.166667e+02 7.666667e+02 51 15 
BM2_716 7 Slimjim.bmp 580.27 24 999000.00 240.00 999000  581.29 8.166667e+02 7.666667e+02 54 42 
BM2_716 7 FigNewton_small.bmp 583.26 12 999000.00 120.00 999000  584.28 8.166667e+02 7.666667e+02 37 8 
BM2_716 7 Hersheymilk_several.bmp 587.27 12 999000.00 120.00 999000  588.29 8.166667e+02 7.666667e+02 33 22 
BM2_716 7 Jollyranchergreen.bmp 591.27 12 999000.00 120.00 999000  592.29 8.166667e+02 7.666667e+02 34 4 
BM2_716 7 3Musketeers.bmp 593.26 11 1035.81 1100.00 8.167778e+02 b 594.28 7.666667e+02 7.666667e+02 40 31 
BM2_716 7 FrootLoops.bmp 598.27 22 924.88 220.00 7.667562e+02 b 599.29 7.666667e+02 7.833333e+02 52 18 
BM2_716 7 Ghiradelli_milk.bmp 600.26 24 999000.00 240.00 999000  601.28 7.666667e+02 7.833333e+02 57 50 
BM2_716 7 Butterfinger.bmp 602.27 12 999000.00 120.00 999000  603.29 7.666667e+02 7.833333e+02 32 38 
BM2_716 7 MrsFields.bmp 608.27 12 999000.00 120.00 999000  609.29 7.666667e+02 7.833333e+02 31 24 
BM2_716 7 Dots_one.bmp 610.26 24 999000.00 240.00 999000  611.28 7.666667e+02 7.833333e+02 50 49 
BM2_716 7 PayDay.bmp 612.26 24 999000.00 240.00 999000  613.28 7.666667e+02 7.833333e+02 60 60 
BM2_716 7 PringlesRed.bmp 614.27 12 999000.00 120.00 999000  615.29 7.666667e+02 7.833333e+02 36 51 
BM2_716 7 Lollipopred.bmp 618.27 24 999000.00 240.00 999000  619.28 7.666667e+02 7.833333e+02 59 54 
BM2_716 7 100grand_small.bmp 622.26 22 976.11 220.00 7.834389e+02 b 623.28 7.666667e+02 8.000000e+02 48 45 
BM2_716 7 MilkyWay.bmp 625.27 22 999.09 220.00 8.000691e+02 b 626.29 7.666667e+02 8.166667e+02 47 39 
BM2_716 7 Doritosranch.bmp 629.26 12 999000.00 120.00 999000  630.28 7.666667e+02 8.166667e+02 38 30 
BM2_716 7 Laffytaffyred_one.bmp 632.26 11 563.46 11.00 7.667741e+02 b 633.28 7.833333e+02 8.166667e+02 39 20 
BM2_716 7 Funyuns_small.bmp 634.26 11 844.17 110.00 7.834101e+02 b 635.28 8.000000e+02 8.166667e+02 43 6 
BM2_716 7 SourSkittles.bmp 638.26 11 970.08 110.00 8.000732e+02 b 639.28 8.166667e+02 8.166667e+02 44 12 
BM2_716 7 Skittles.bmp 640.26 24 999000.00 240.00 999000  641.28 8.166667e+02 8.166667e+02 49 48 
BM2_716 7 FlamingCheetos.bmp 642.27 24 999000.00 240.00 999000  643.29 8.166667e+02 8.166667e+02 55 43 
BM2_716 7 PopTartsStrawberry.bmp 646.27 24 999000.00 240.00 999000  647.29 8.166667e+02 8.166667e+02 53 25 
BM2_716 7 redvines_small.bmp 648.27 12 999000.00 120.00 999000  649.29 8.166667e+02 8.166667e+02 42 59 
BM2_716 7 Jollyrancherred.bmp 652.27 12 999000.00 120.00 999000  653.29 8.166667e+02 8.166667e+02 41 36 
BM2_716 7 Milkduds.bmp 656.26 12 999000.00 120.00 999000  657.28 8.166667e+02 8.166667e+02 35 5 
BM2_716 7 AnimalCrackers.bmp 659.27 24 999000.00 240.00 999000  660.29 8.166667e+02 8.166667e+02 58 53 
