subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidValueLeft bidValueRight 
BM2_700 0 2 2 1 0 Slimjim.bmp AnimalCrackers.bmp 58 36 0 u 3 1 1372.734719 0.07 0.70 
BM2_700 0 2 2 2 10 Toberlorone.bmp AnimalCrackers.bmp 60 36 0 u 3 1 1240.706882 0.05 0.70 
BM2_700 0 2 2 3 13 RitzBitz2.bmp MrGoodbar.bmp 45 43 0 i 1 0 943.686291 0.53 0.56 
BM2_700 0 2 2 4 16 FrootLoops.bmp PayDay.bmp 47 49 1 u 2 0 1366.951535 0.23 0.14 
BM2_700 0 2 2 5 20 Oreos.bmp PeanutMMs.bmp 44 41 1 u 1 0 843.965788 0.56 0.59 
BM2_700 0 2 2 6 24 FrootLoops.bmp Jollyrancherred.bmp 47 46 1 i 2 1 1336.026240 0.23 0.47 
BM2_700 0 2 2 7 28 PayDay.bmp Cheezits.bmp 49 52 0 u 2 1 1388.735388 0.14 0.11 
BM2_700 0 2 2 8 32 Milkduds.bmp Almondjoy.bmp 50 48 0 i 2 0 1433.219729 0.11 0.20 
BM2_700 0 2 2 9 38 Jollyranchergreen.bmp TeddyGrahamschocolate.bmp 39 38 1 u 1 0 926.916752 0.69 0.69 
BM2_700 0 2 2 10 42 Toberlorone.bmp MilkyWay.bmp 60 35 0 i 3 0 1132.641557 0.05 0.71 
BM2_700 0 2 2 11 45 AnimalCrackers.bmp FigNewton_small.bmp 36 57 1 u 3 0 1291.699079 0.70 0.07 
BM2_700 0 2 2 12 48 Jollyrancherred.bmp Almondjoy.bmp 46 48 0 u 2 1 1075.193852 0.47 0.20 
BM2_700 0 2 2 13 52 Slimjim.bmp CheesyDoritos.bmp 58 34 0 u 3 1 1127.255258 0.07 0.71 
BM2_700 0 2 2 14 61 Oreos.bmp TeddyGrahamschocolate.bmp 44 38 1 u 1 0 1021.599679 0.56 0.69 
BM2_700 0 2 2 15 68 Almondjoy.bmp PayDay.bmp 48 49 1 x 2 999 999000.000000 0.20 0.14 
BM2_700 0 2 2 16 73 Lollipopred.bmp Oreos.bmp 42 44 0 i 1 0 610.923832 0.59 0.56 
BM2_700 0 2 2 17 77 Jollyranchergreen.bmp RitzBitz2.bmp 39 45 1 u 1 0 911.391762 0.69 0.53 
BM2_700 0 2 2 18 80 Milkduds.bmp BabyRuth.bmp 50 51 0 i 2 0 782.551026 0.11 0.11 
BM2_700 0 2 2 19 84 Nutterbutter.bmp MilkyWay.bmp 59 35 0 i 3 0 619.195498 0.05 0.71 
BM2_700 0 2 2 20 93 Toberlorone.bmp CheesyDoritos.bmp 60 34 0 i 3 0 649.510225 0.05 0.71 
BM2_700 0 2 2 21 98 Whatchamacallit.bmp PeanutMMs.bmp 40 41 1 i 1 1 827.115456 0.63 0.59 
BM2_700 0 2 2 22 101 Cheezits.bmp Jollyrancherred.bmp 52 46 1 i 2 1 754.216423 0.11 0.47 
BM2_700 0 2 2 23 104 TeddyGrahamschocolate.bmp Whatchamacallit.bmp 38 40 0 i 1 0 745.712351 0.69 0.63 
BM2_700 0 2 2 24 108 Nutterbutter.bmp Laffytaffyred_one.bmp 59 37 0 i 3 0 654.436412 0.05 0.69 
BM2_700 0 2 2 25 111 Oreos.bmp RitzBitz2.bmp 44 45 1 u 1 0 685.460194 0.56 0.53 
BM2_700 0 2 2 26 114 Slimjim.bmp MilkyWay.bmp 58 35 0 u 3 1 677.156577 0.07 0.71 
BM2_700 0 2 2 27 123 CheesyDoritos.bmp Nutterbutter.bmp 34 59 1 u 3 0 802.754275 0.71 0.05 
BM2_700 0 2 2 28 126 MrGoodbar.bmp TeddyGrahamschocolate.bmp 43 38 1 u 1 0 970.407281 0.56 0.69 
BM2_700 0 2 2 29 130 CheesyDoritos.bmp FigNewton_small.bmp 34 57 1 u 3 0 822.454225 0.71 0.07 
BM2_700 0 2 2 30 135 Lollipopred.bmp Jollyranchergreen.bmp 42 39 0 i 1 0 504.095095 0.59 0.69 
BM2_700 0 2 2 31 148 PeanutMMs.bmp Jollyranchergreen.bmp 41 39 0 u 1 1 1066.972477 0.59 0.69 
BM2_700 0 2 2 32 151 Cheezits.bmp Milano.bmp 52 53 1 i 2 1 946.036961 0.11 0.09 
BM2_700 0 2 2 33 154 RitzBitz2.bmp Whatchamacallit.bmp 45 40 0 i 1 0 697.693705 0.53 0.63 
BM2_700 0 2 2 34 160 Laffytaffyred_one.bmp Toberlorone.bmp 37 60 1 u 3 0 904.316548 0.69 0.05 
