subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidValueLeft bidValueRight 
BM2_710 0 2 2 1 0 PringlesRed.bmp MrsFields.bmp 50 47 0 u 2 1 1129.561654 0.08 0.09 
BM2_710 0 2 2 2 9 Lollipopred.bmp SourSkittles.bmp 52 46 1 i 2 1 752.506805 0.08 0.09 
BM2_710 0 2 2 3 12 Granolabar.bmp Cheetos.bmp 42 40 0 i 1 0 559.541511 0.11 0.12 
BM2_710 0 2 2 4 17 redvines_small.bmp SourSkittles.bmp 51 46 1 i 2 1 601.247590 0.08 0.09 
BM2_710 0 2 2 5 26 RitzBitz2.bmp Whatchamacallit.bmp 44 45 1 u 1 0 591.429457 0.10 0.10 
BM2_710 0 2 2 6 32 Dots_one.bmp FrootLoops.bmp 48 49 1 i 2 1 814.079105 0.09 0.09 
BM2_710 0 2 2 7 35 Laffytaffyred_one.bmp FamousAmos_small.bmp 59 34 0 i 3 0 629.163314 0.04 0.13 
BM2_710 0 2 2 8 48 Whatchamacallit.bmp ChipsAhoy_small.bmp 45 39 0 u 1 1 688.120635 0.10 0.12 
BM2_710 0 2 2 9 58 Dots_one.bmp PringlesRed.bmp 48 50 1 i 2 1 723.398169 0.09 0.08 
BM2_710 0 2 2 10 63 Lollipopred.bmp Jollyranchergreen.bmp 52 53 1 i 2 1 564.486660 0.08 0.07 
BM2_710 0 2 2 11 66 RiceKrispyTreat_small.bmp Sourpatch.bmp 35 58 1 u 3 0 700.045764 0.13 0.04 
BM2_710 0 2 2 12 69 Riprolls.bmp FamousAmos_small.bmp 60 34 0 i 3 0 587.900130 0.01 0.13 
BM2_710 0 2 2 13 72 Reeses.bmp Cheetos.bmp 38 40 0 i 1 0 498.779019 0.13 0.12 
BM2_710 0 2 2 14 82 Riprolls.bmp PopTartsCinnamon.bmp 60 36 0 i 3 0 598.008089 0.01 0.13 
BM2_710 0 2 2 15 85 SourSkittles.bmp MrsFields.bmp 46 47 0 u 2 1 685.106713 0.09 0.09 
BM2_710 0 2 2 16 95 PopTartsCinnamon.bmp Laffytaffyred_one.bmp 36 59 1 u 3 0 544.433728 0.13 0.04 
BM2_710 0 2 2 17 98 Granolabar.bmp ChipsAhoy_small.bmp 42 39 0 i 1 0 696.037424 0.11 0.12 
BM2_710 0 2 2 18 101 100grand_small.bmp RiceKrispyTreat_small.bmp 57 35 0 i 3 0 695.027091 0.05 0.13 
BM2_710 0 2 2 19 105 Whatchamacallit.bmp Cheetos.bmp 45 40 0 u 1 1 851.695514 0.10 0.12 
BM2_710 0 2 2 20 109 PringlesRed.bmp redvines_small.bmp 50 51 0 u 2 1 584.279446 0.08 0.08 
BM2_710 0 2 2 21 113 redvines_small.bmp FrootLoops.bmp 51 49 1 i 2 1 652.376181 0.08 0.09 
BM2_710 0 2 2 22 119 Goldfish.bmp ChipsAhoy_small.bmp 41 39 0 i 1 0 1171.639793 0.12 0.12 
BM2_710 0 2 2 23 123 Laffytaffyred_one.bmp BabyRuth.bmp 59 37 0 i 3 0 575.620828 0.04 0.13 
BM2_710 0 2 2 24 132 BabyRuth.bmp Riprolls.bmp 37 60 1 u 3 0 589.884996 0.13 0.01 
BM2_710 0 2 2 25 140 Cheetos.bmp Goldfish.bmp 40 41 1 u 1 0 630.654204 0.12 0.12 
BM2_710 0 2 2 26 144 redvines_small.bmp Jollyranchergreen.bmp 51 53 1 i 2 1 667.282528 0.08 0.07 
BM2_710 0 2 2 27 147 PopTartsCinnamon.bmp 100grand_small.bmp 36 57 1 u 3 0 562.909568 0.13 0.05 
BM2_710 0 2 2 28 151 FamousAmos_small.bmp 100grand_small.bmp 34 57 1 u 3 0 558.952365 0.13 0.05 
BM2_710 0 2 2 29 154 PringlesRed.bmp Lollipopred.bmp 50 52 0 u 2 1 630.560756 0.08 0.08 
BM2_710 0 2 2 30 158 Reeses.bmp Butterfinger.bmp 38 43 0 u 1 1 795.145624 0.13 0.11 
BM2_710 0 2 2 31 161 FamousAmos_small.bmp Sourpatch.bmp 34 58 1 u 3 0 522.274278 0.13 0.04 
BM2_710 0 2 2 32 167 FrootLoops.bmp Lollipopred.bmp 49 52 0 u 2 1 504.840560 0.09 0.08 
BM2_710 0 2 2 33 170 Butterfinger.bmp Goldfish.bmp 43 41 1 x 1 999 999000.000000 0.11 0.12 
BM2_710 0 2 2 34 174 Sourpatch.bmp BabyRuth.bmp 58 37 0 u 3 1 516.486626 0.04 0.13 
BM2_710 0 2 2 35 179 Sourpatch.bmp PopTartsCinnamon.bmp 58 36 0 i 3 0 486.204218 0.04 0.13 
BM2_710 0 2 2 36 182 RitzBitz2.bmp Goldfish.bmp 44 41 1 u 1 0 477.716810 0.10 0.12 
BM2_710 0 2 2 37 185 BabyRuth.bmp 100grand_small.bmp 37 57 1 u 3 0 540.811763 0.13 0.05 
BM2_710 0 2 2 38 188 Butterfinger.bmp Whatchamacallit.bmp 43 45 1 i 1 1 604.197043 0.11 0.10 
BM2_710 0 2 2 39 191 RiceKrispyTreat_small.bmp Laffytaffyred_one.bmp 35 59 1 u 3 0 531.515976 0.13 0.04 
