subjid runnum itemname onsettime trialtype RT respInTime Audiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_719 5 Toberlorone.bmp 414.81 22 998.83 220.00 7.501123e+02 b 415.81 7.500000e+02 7.666667e+02 46 11 
BM2_719 5 Sourpatch.bmp 419.80 12 999000.00 120.00 999000  420.82 7.500000e+02 7.666667e+02 35 45 
BM2_719 5 Doritosranch.bmp 421.81 24 999000.00 240.00 999000  422.83 7.500000e+02 7.666667e+02 57 58 
BM2_719 5 Reeses.bmp 423.80 12 999000.00 120.00 999000  424.82 7.500000e+02 7.666667e+02 31 22 
BM2_719 5 FlamingCheetos.bmp 429.80 11 947.65 110.00 7.500945e+02 b 430.82 7.666667e+02 7.666667e+02 38 6 
BM2_719 5 100grand_small.bmp 431.81 12 999000.00 120.00 999000  432.83 7.666667e+02 7.666667e+02 39 8 
BM2_719 5 Snickers.bmp 434.80 12 999000.00 120.00 999000  435.82 7.666667e+02 7.666667e+02 34 23 
BM2_719 5 Almondjoy.bmp 436.81 24 999000.00 240.00 999000  437.83 7.666667e+02 7.666667e+02 60 13 
BM2_719 5 Goldfish.bmp 440.80 12 999000.00 120.00 999000  441.82 7.666667e+02 7.666667e+02 32 31 
BM2_719 5 Hersheymilk_several.bmp 442.81 24 999000.00 240.00 999000  443.83 7.666667e+02 7.666667e+02 54 53 
BM2_719 5 TeddyGrahamschocolate.bmp 447.81 22 1031.71 2200.00 7.667424e+02 b 448.82 7.666667e+02 7.166667e+02 49 18 
BM2_719 5 Lollipopred.bmp 454.81 24 999000.00 240.00 999000  455.83 7.666667e+02 7.166667e+02 56 30 
BM2_719 5 Nutterbutter.bmp 456.80 11 957.99 110.00 7.667380e+02 b 457.82 7.833333e+02 7.166667e+02 41 59 
BM2_719 5 Jollyrancherred.bmp 459.81 24 999000.00 240.00 999000  460.83 7.833333e+02 7.166667e+02 55 19 
BM2_719 5 PringlesRed.bmp 462.80 12 999000.00 120.00 999000  463.82 7.833333e+02 7.166667e+02 43 12 
BM2_719 5 Fritos.bmp 466.80 12 999000.00 120.00 999000  467.82 7.833333e+02 7.166667e+02 37 47 
BM2_719 5 Slimjim.bmp 470.81 24 999000.00 240.00 999000  471.83 7.833333e+02 7.166667e+02 51 5 
BM2_719 5 Lindt_small.bmp 474.80 12 999000.00 120.00 999000  475.82 7.833333e+02 7.166667e+02 44 17 
BM2_719 5 Jollyranchergreen.bmp 477.81 24 999000.00 240.00 999000  478.83 7.833333e+02 7.166667e+02 58 25 
BM2_719 5 CheesyDoritos.bmp 483.82 24 999000.00 240.00 999000  484.83 7.833333e+02 7.166667e+02 59 50 
BM2_719 5 Funyuns_small.bmp 485.80 11 985.26 110.00 7.834278e+02 b 486.82 8.000000e+02 7.166667e+02 42 4 
BM2_719 5 Laffytaffyred_one.bmp 488.81 12 999000.00 120.00 999000  489.83 8.000000e+02 7.166667e+02 33 35 
BM2_719 5 FrootLoops.bmp 490.80 24 999000.00 240.00 999000  491.82 8.000000e+02 7.166667e+02 47 55 
BM2_719 5 Riprolls.bmp 492.81 11 989.97 110.00 8.000786e+02 b 493.83 8.166667e+02 7.166667e+02 45 20 
BM2_719 5 Hersheykisses.bmp 494.80 22 944.57 220.00 7.167455e+02 b 495.82 8.166667e+02 7.333333e+02 53 56 
BM2_719 5 Laysclassic.bmp 497.81 24 999000.00 240.00 999000  498.82 8.166667e+02 7.333333e+02 48 38 
BM2_719 5 Crunch.bmp 501.80 22 916.23 220.00 7.334128e+02 b 502.82 8.166667e+02 7.500000e+02 50 15 
BM2_719 5 Milkduds.bmp 503.81 12 999000.00 120.00 999000  504.83 8.166667e+02 7.500000e+02 40 16 
BM2_719 5 Dots_one.bmp 505.80 24 999000.00 240.00 999000  506.82 8.166667e+02 7.500000e+02 52 9 
BM2_719 5 Whatchamacallit.bmp 507.80 12 999000.00 120.00 999000  508.82 8.166667e+02 7.500000e+02 36 51 
