subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidValueLeft bidValueRight 
BM2_709 0 1 2 1 0 RitzBitz2.bmp Nutterbutter.bmp 44 38 0 u 1 1 550.699977 1.03 1.23 
BM2_709 0 1 2 2 9 PayDay.bmp Cheezits.bmp 60 37 0 i 3 0 581.852981 0.48 1.26 
BM2_709 0 1 2 3 12 RitzBitz2.bmp PopTartsStrawberry.bmp 44 42 0 i 1 0 844.880356 1.03 1.05 
BM2_709 0 1 2 4 17 PopTartsStrawberry.bmp Fritos.bmp 42 40 1 u 1 0 550.540889 1.05 1.07 
BM2_709 0 1 2 5 26 Doritosranch.bmp Milkduds.bmp 36 58 1 u 3 0 716.786178 1.26 0.51 
BM2_709 0 1 2 6 32 Sourpatch.bmp PopTartsStrawberry.bmp 39 42 0 i 1 0 538.134283 1.20 1.05 
BM2_709 0 1 2 7 35 Dots_one.bmp Almondjoy.bmp 53 52 1 u 2 0 1074.522216 0.75 0.76 
BM2_709 0 1 2 8 48 RiceKrispyTreat_small.bmp TeddyGrahamschocolate.bmp 35 59 1 u 3 0 797.375155 1.27 0.49 
BM2_709 0 1 2 9 58 Funyuns_small.bmp Granolabar.bmp 50 51 1 u 2 0 808.698507 0.80 0.79 
BM2_709 0 1 2 10 63 Sourpatch.bmp Hersheymilk_several.bmp 39 41 0 i 1 0 553.792527 1.20 1.05 
BM2_709 0 1 2 11 66 CheesyDoritos.bmp Milkduds.bmp 34 58 1 u 3 0 1017.416729 1.27 0.51 
BM2_709 0 1 2 12 69 RitzBitz2.bmp Hersheymilk_several.bmp 44 41 0 i 1 0 585.085117 1.03 1.05 
BM2_709 0 1 2 13 72 Butterfinger.bmp Cheezits.bmp 57 37 0 i 3 0 776.025675 0.52 1.26 
BM2_709 0 1 2 14 82 TeddyGrahamschocolate.bmp CheesyDoritos.bmp 59 34 0 i 3 0 611.327235 0.49 1.27 
BM2_709 0 1 2 15 85 Butterfinger.bmp Doritosranch.bmp 57 36 0 i 3 0 602.345067 0.52 1.26 
