subjid runnum itemname onsettime trialtype RT respInTime Audiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_709 2 Whatchamacallit.bmp 96.79 12 999000.00 120.00 999000  97.79 6.833333e+02 6.833333e+02 31 1 
BM2_709 2 PayDay.bmp 99.78 24 999000.00 240.00 999000  100.80 6.833333e+02 6.833333e+02 60 58 
BM2_709 2 AnimalCrackers.bmp 103.79 22 938.54 220.00 6.834215e+02 b 104.81 6.833333e+02 7.000000e+02 46 35 
BM2_709 2 BabyRuth.bmp 105.78 24 999000.00 240.00 999000  106.80 6.833333e+02 7.000000e+02 55 5 
BM2_709 2 CheesyDoritos.bmp 107.79 12 999000.00 120.00 999000  108.81 6.833333e+02 7.000000e+02 34 33 
BM2_709 2 Jollyrancherred.bmp 111.79 12 999000.00 120.00 999000  112.80 6.833333e+02 7.000000e+02 33 46 
BM2_709 2 Fritos.bmp 113.79 12 999000.00 120.00 999000  114.81 6.833333e+02 7.000000e+02 40 14 
BM2_709 2 Hersheymilk_several.bmp 118.79 11 919.30 110.00 6.834254e+02 b 119.81 7.000000e+02 7.000000e+02 41 21 
BM2_709 2 Cheezits.bmp 120.80 12 999000.00 120.00 999000  121.82 7.000000e+02 7.000000e+02 37 23 
BM2_709 2 Butterfinger.bmp 123.79 24 999000.00 240.00 999000  124.81 7.000000e+02 7.000000e+02 57 29 
BM2_709 2 SourSkittles.bmp 126.80 12 999000.00 120.00 999000  127.82 7.000000e+02 7.000000e+02 32 47 
BM2_709 2 Funyuns_small.bmp 130.79 22 1004.82 2200.00 7.000837e+02 b 131.81 7.000000e+02 6.500000e+02 50 2 
BM2_709 2 Almondjoy.bmp 133.78 24 999000.00 240.00 999000  134.80 7.000000e+02 6.500000e+02 52 60 
BM2_709 2 redvines_small.bmp 135.79 24 999000.00 240.00 999000  136.81 7.000000e+02 6.500000e+02 56 51 
BM2_709 2 Dots_one.bmp 138.78 22 918.09 220.00 6.500921e+02 b 139.80 7.000000e+02 6.666667e+02 53 28 
BM2_709 2 FrootLoops.bmp 142.79 24 999000.00 240.00 999000  143.81 7.000000e+02 6.666667e+02 48 31 
BM2_709 2 TeddyGrahamschocolate.bmp 145.79 24 999000.00 240.00 999000  146.81 7.000000e+02 6.666667e+02 59 43 
BM2_709 2 Cheetos.bmp 147.79 11 1027.77 1100.00 7.001050e+02 b 148.81 6.500000e+02 6.666667e+02 45 25 
BM2_709 2 RiceKrispyTreat_small.bmp 149.78 12 999000.00 120.00 999000  150.80 6.500000e+02 6.666667e+02 35 56 
BM2_709 2 Sourpatch.bmp 154.80 12 999000.00 120.00 999000  155.82 6.500000e+02 6.666667e+02 39 19 
BM2_709 2 Doritosranch.bmp 158.79 12 999000.00 120.00 999000  159.81 6.500000e+02 6.666667e+02 36 3 
BM2_709 2 PopTartsStrawberry.bmp 162.79 11 863.60 110.00 6.500885e+02 b 163.81 6.666667e+02 6.666667e+02 42 48 
BM2_709 2 Nutterbutter.bmp 168.79 11 951.05 110.00 6.667552e+02 b 169.81 6.833333e+02 6.666667e+02 38 11 
BM2_709 2 Granolabar.bmp 170.80 24 999000.00 240.00 999000  171.82 6.833333e+02 6.666667e+02 51 13 
BM2_709 2 Laysclassic.bmp 172.79 12 999000.00 120.00 999000  173.80 6.833333e+02 6.666667e+02 43 54 
BM2_709 2 PopTartsCinnamon.bmp 174.79 22 918.02 220.00 6.667610e+02 b 175.81 6.833333e+02 6.833333e+02 49 32 
BM2_709 2 RitzBitz2.bmp 176.80 12 999000.00 120.00 999000  177.82 6.833333e+02 6.833333e+02 44 34 
BM2_709 2 Milkduds.bmp 180.79 24 999000.00 240.00 999000  181.81 6.833333e+02 6.833333e+02 58 45 
BM2_709 2 ChipsAhoy_small.bmp 182.80 24 999000.00 240.00 999000  183.82 6.833333e+02 6.833333e+02 54 24 
BM2_709 2 Laffytaffyred_one.bmp 186.79 24 999000.00 240.00 999000  187.81 6.833333e+02 6.833333e+02 47 44 
