subjid runnum itemname onsettime trialtype RT respInTime Audiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_720 15 FlamingCheetos.bmp 1383.23 12 999000.00 120.00 999000  1384.25 8.833333e+02 8.166667e+02 33 11 
BM2_720 15 Jollyrancherred.bmp 1385.22 24 999000.00 240.00 999000  1386.24 8.833333e+02 8.166667e+02 56 4 
BM2_720 15 Keeblerfudgestripes.bmp 1389.21 11 1058.18 1100.00 8.834472e+02 b 1390.23 8.333333e+02 8.166667e+02 39 51 
BM2_720 15 RiceKrispyTreat_small.bmp 1392.22 12 999000.00 120.00 999000  1393.24 8.333333e+02 8.166667e+02 38 22 
BM2_720 15 CheesyDoritos.bmp 1394.21 22 987.85 220.00 8.167819e+02 b 1395.23 8.333333e+02 8.333333e+02 47 49 
BM2_720 15 FigNewton_small.bmp 1397.22 11 970.86 110.00 8.334126e+02 b 1398.24 8.500000e+02 8.333333e+02 44 36 
BM2_720 15 PopTartsCinnamon.bmp 1401.21 12 999000.00 120.00 999000  1402.23 8.500000e+02 8.333333e+02 34 50 
BM2_720 15 Cheetos.bmp 1405.21 22 1052.15 2200.00 8.334171e+02 b 1406.23 8.500000e+02 7.833333e+02 48 54 
BM2_720 15 Hersheykisses.bmp 1407.21 24 999000.00 240.00 999000  1408.23 8.500000e+02 7.833333e+02 58 32 
BM2_720 15 Laysclassic.bmp 1412.21 12 999000.00 120.00 999000  1413.23 8.500000e+02 7.833333e+02 41 2 
BM2_720 15 PringlesRed.bmp 1414.22 24 999000.00 240.00 999000  1415.24 8.500000e+02 7.833333e+02 55 58 
BM2_720 15 MrsFields.bmp 1416.21 12 999000.00 120.00 999000  1417.23 8.500000e+02 7.833333e+02 31 5 
BM2_720 15 Funyuns_small.bmp 1422.21 12 999000.00 120.00 999000  1423.23 8.500000e+02 7.833333e+02 42 37 
BM2_720 15 Dots_one.bmp 1424.22 24 999000.00 240.00 999000  1425.24 8.500000e+02 7.833333e+02 53 38 
BM2_720 15 Slimjim.bmp 1426.22 24 999000.00 240.00 999000  1427.24 8.500000e+02 7.833333e+02 54 30 
BM2_720 15 Goldfish.bmp 1428.21 24 999000.00 240.00 999000  1429.23 8.500000e+02 7.833333e+02 49 34 
BM2_720 15 Jollyranchergreen.bmp 1432.21 24 999000.00 240.00 999000  1433.23 8.500000e+02 7.833333e+02 60 41 
BM2_720 15 Riprolls.bmp 1436.22 12 999000.00 120.00 999000  1437.24 8.500000e+02 7.833333e+02 45 48 
BM2_720 15 Reeses.bmp 1439.21 12 999000.00 120.00 999000  1440.23 8.500000e+02 7.833333e+02 32 39 
BM2_720 15 TeddyGrahamschocolate.bmp 1443.22 11 814.12 11.00 8.500775e+02 b 1444.24 8.666667e+02 7.833333e+02 40 43 
BM2_720 15 Hersheymilk_several.bmp 1446.22 24 999000.00 240.00 999000  1447.23 8.666667e+02 7.833333e+02 57 8 
BM2_720 15 Fritos.bmp 1448.22 24 999000.00 240.00 999000  1449.24 8.666667e+02 7.833333e+02 50 44 
BM2_720 15 Oreos.bmp 1452.22 12 999000.00 120.00 999000  1453.24 8.666667e+02 7.833333e+02 36 45 
BM2_720 15 ChipsAhoy_small.bmp 1454.21 22 919.03 220.00 7.834219e+02 b 1455.23 8.666667e+02 8.000000e+02 52 42 
BM2_720 15 Cheezits.bmp 1456.21 22 999.87 220.00 8.000950e+02 b 1457.23 8.666667e+02 8.166667e+02 51 40 
BM2_720 15 FrootLoops.bmp 1460.21 12 999000.00 120.00 999000  1461.23 8.666667e+02 8.166667e+02 37 57 
BM2_720 15 Laffytaffyred_one.bmp 1462.21 12 999000.00 120.00 999000  1463.23 8.666667e+02 8.166667e+02 35 23 
BM2_720 15 Lollipopred.bmp 1466.21 24 999000.00 240.00 999000  1467.23 8.666667e+02 8.166667e+02 59 35 
BM2_720 15 Doritosranch.bmp 1470.22 11 856.37 11.00 8.667521e+02 b 1471.24 8.833333e+02 8.166667e+02 43 29 
BM2_720 15 RitzBitz2.bmp 1473.21 24 999000.00 240.00 999000  1474.23 8.833333e+02 8.166667e+02 46 56 
