subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidIndexLeft bidIndexRight 
BM2_706 0 2 6 1 0 Cheezits.bmp Skittles.bmp 45 39 0 i 1 0 768.568424 1.00 1.00 
BM2_706 0 2 6 2 10 AnimalCrackers.bmp Lollipopred.bmp 34 60 1 u 3 0 596.549719 2.00 0.00 
BM2_706 0 2 6 3 13 Cheezits.bmp Whatchamacallit.bmp 45 43 0 i 1 0 491.577327 1.00 1.00 
BM2_706 0 2 6 4 16 Granolabar.bmp Laysclassic.bmp 49 51 0 u 2 1 507.134539 1.00 1.00 
BM2_706 0 2 6 5 20 Laysclassic.bmp Fritos.bmp 51 46 1 i 2 1 767.812178 1.00 1.00 
BM2_706 0 2 6 6 24 3Musketeers.bmp Skittles.bmp 41 39 0 u 1 1 723.947092 1.00 1.00 
BM2_706 0 2 6 7 28 redvines_small.bmp Ghiradelli_milk.bmp 58 37 0 i 3 0 656.560321 1.00 1.00 
BM2_706 0 2 6 8 32 AnimalCrackers.bmp FrootLoops.bmp 34 57 1 u 3 0 533.208546 2.00 1.00 
BM2_706 0 2 6 9 38 Granolabar.bmp Jollyranchergreen.bmp 49 48 0 u 2 1 587.473408 1.00 1.00 
BM2_706 0 2 6 10 42 MilkyWay.bmp Skittles.bmp 38 39 0 i 1 0 760.496961 1.00 1.00 
BM2_706 0 2 6 11 45 Lollipopred.bmp Ghiradelli_milk.bmp 60 37 0 i 3 0 783.557057 0.00 1.00 
BM2_706 0 2 6 12 48 Lindt_small.bmp Jollyrancherred.bmp 53 52 0 u 2 1 559.203496 1.00 1.00 
BM2_706 0 2 6 13 52 Hersheymilk_several.bmp Laffytaffyred_one.bmp 47 50 1 i 2 1 499.222759 1.00 1.00 
BM2_706 0 2 6 14 61 Cheetos.bmp Whatchamacallit.bmp 42 43 0 i 1 0 617.491628 1.00 1.00 
BM2_706 0 2 6 15 68 Laffytaffyred_one.bmp Jollyrancherred.bmp 50 52 0 i 2 0 685.115393 1.00 1.00 
BM2_706 0 2 6 16 73 FigNewton_small.bmp Dots_one.bmp 36 59 1 u 3 0 726.850770 1.00 0.00 
