subjid runnum itemname onsettime trialtype RT respInTime Audiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_710 12 Hersheykisses.bmp 1020.37 12 999000.00 120.00 999000  1021.37 8.166667e+02 9.500000e+02 32 32 
BM2_710 12 Dots_one.bmp 1022.36 22 1096.22 2200.00 9.501105e+02 b 1023.38 8.166667e+02 9.000000e+02 48 4 
BM2_710 12 Whatchamacallit.bmp 1026.37 12 999000.00 120.00 999000  1027.39 8.166667e+02 9.000000e+02 45 41 
BM2_710 12 Granolabar.bmp 1029.36 12 999000.00 120.00 999000  1030.38 8.166667e+02 9.000000e+02 42 19 
BM2_710 12 FamousAmos_small.bmp 1031.37 12 999000.00 120.00 999000  1032.39 8.166667e+02 9.000000e+02 34 21 
BM2_710 12 FlamingCheetos.bmp 1034.36 12 999000.00 120.00 999000  1035.38 8.166667e+02 9.000000e+02 31 33 
BM2_710 12 redvines_small.bmp 1038.37 22 825.56 22.00 9.000925e+02 b 1039.39 8.166667e+02 9.166667e+02 51 45 
BM2_710 12 Laffytaffyred_one.bmp 1042.37 24 999000.00 240.00 999000  1043.39 8.166667e+02 9.166667e+02 59 55 
BM2_710 12 100grand_small.bmp 1044.37 24 999000.00 240.00 999000  1045.39 8.166667e+02 9.166667e+02 57 60 
BM2_710 12 Milano.bmp 1049.37 24 999000.00 240.00 999000  1050.39 8.166667e+02 9.166667e+02 56 29 
BM2_710 12 RitzBitz2.bmp 1051.36 11 828.31 110.00 8.167665e+02 b 1052.38 8.333333e+02 9.166667e+02 44 17 
BM2_710 12 SourSkittles.bmp 1053.37 24 999000.00 240.00 999000  1054.39 8.333333e+02 9.166667e+02 46 9 
BM2_710 12 Funyuns_small.bmp 1059.37 12 999000.00 120.00 999000  1060.39 8.333333e+02 9.166667e+02 33 31 
BM2_710 12 Fritos.bmp 1061.36 24 999000.00 240.00 999000  1062.38 8.333333e+02 9.166667e+02 54 22 
BM2_710 12 Butterfinger.bmp 1063.36 11 1008.55 1100.00 8.334347e+02 b 1064.38 7.833333e+02 9.166667e+02 43 34 
BM2_710 12 Lollipopred.bmp 1065.37 22 947.83 220.00 9.167396e+02 b 1066.39 7.833333e+02 9.333333e+02 52 51 
BM2_710 12 RiceKrispyTreat_small.bmp 1069.36 12 999000.00 120.00 999000  1070.38 7.833333e+02 9.333333e+02 35 57 
BM2_710 12 FrootLoops.bmp 1073.36 24 999000.00 240.00 999000  1074.38 7.833333e+02 9.333333e+02 49 46 
BM2_710 12 PringlesRed.bmp 1076.37 24 999000.00 240.00 999000  1077.39 7.833333e+02 9.333333e+02 50 39 
BM2_710 12 Reeses.bmp 1080.36 12 999000.00 120.00 999000  1081.38 7.833333e+02 9.333333e+02 38 42 
BM2_710 12 Cheetos.bmp 1083.36 11 992.39 110.00 7.834267e+02 b 1084.38 8.000000e+02 9.333333e+02 40 38 
BM2_710 12 Sourpatch.bmp 1085.36 24 999000.00 240.00 999000  1086.38 8.000000e+02 9.333333e+02 58 48 
BM2_710 12 Jollyrancherred.bmp 1089.36 24 999000.00 240.00 999000  1090.38 8.000000e+02 9.333333e+02 55 27 
BM2_710 12 MrsFields.bmp 1091.36 22 704.69 22.00 9.334187e+02 b 1092.38 8.000000e+02 9.500000e+02 47 35 
BM2_710 12 ChipsAhoy_small.bmp 1093.37 11 971.07 110.00 8.000894e+02 b 1094.39 8.166667e+02 9.500000e+02 39 18 
BM2_710 12 Riprolls.bmp 1097.36 24 999000.00 240.00 999000  1098.38 8.166667e+02 9.500000e+02 60 2 
BM2_710 12 Jollyranchergreen.bmp 1099.37 24 999000.00 240.00 999000  1100.39 8.166667e+02 9.500000e+02 53 5 
BM2_710 12 Goldfish.bmp 1103.37 12 999000.00 120.00 999000  1104.39 8.166667e+02 9.500000e+02 41 50 
BM2_710 12 PopTartsCinnamon.bmp 1107.36 12 999000.00 120.00 999000  1108.38 8.166667e+02 9.500000e+02 36 37 
BM2_710 12 BabyRuth.bmp 1110.37 12 999000.00 120.00 999000  1111.39 8.166667e+02 9.500000e+02 37 40 
