subjid runnum itemname onsettime trialtype RT respInTime Audiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_711 11 MilkyWay.bmp 1042.64 12 999000.00 120.00 999000  1043.64 8.833333e+02 8.166667e+02 43 21 
BM2_711 11 Goldfish.bmp 1045.63 11 794.75 11.00 8.834579e+02 b 1046.65 9.000000e+02 8.166667e+02 38 43 
BM2_711 11 100grand_small.bmp 1049.65 24 999000.00 240.00 999000  1050.67 9.000000e+02 8.166667e+02 48 59 
BM2_711 11 Riprolls.bmp 1051.63 11 761.41 11.00 9.001091e+02 b 1052.65 9.166667e+02 8.166667e+02 45 24 
BM2_711 11 Whatchamacallit.bmp 1053.64 24 999000.00 240.00 999000  1054.66 9.166667e+02 8.166667e+02 47 51 
BM2_711 11 3Musketeers.bmp 1057.64 12 999000.00 120.00 999000  1058.66 9.166667e+02 8.166667e+02 44 56 
BM2_711 11 Hersheykisses.bmp 1059.64 24 999000.00 240.00 999000  1060.66 9.166667e+02 8.166667e+02 51 1 
BM2_711 11 Cheezits.bmp 1064.64 11 1171.85 1100.00 9.167496e+02 b 1065.66 8.666667e+02 8.166667e+02 41 3 
BM2_711 11 Fritos.bmp 1066.65 12 999000.00 120.00 999000  1067.67 8.666667e+02 8.166667e+02 37 50 
BM2_711 11 RiceKrispyTreat_small.bmp 1069.64 11 725.47 11.00 8.667522e+02 b 1070.66 8.833333e+02 8.166667e+02 42 18 
BM2_711 11 Funyuns_small.bmp 1072.63 12 999000.00 120.00 999000  1073.65 8.833333e+02 8.166667e+02 31 53 
BM2_711 11 Hersheymilk_several.bmp 1076.64 24 999000.00 240.00 999000  1077.66 8.833333e+02 8.166667e+02 55 41 
BM2_711 11 Oreos.bmp 1079.64 12 999000.00 120.00 999000  1080.66 8.833333e+02 8.166667e+02 32 54 
BM2_711 11 Almondjoy.bmp 1081.64 22 698.79 22.00 8.167627e+02 b 1082.66 8.833333e+02 8.333333e+02 53 57 
BM2_711 11 Lollipopred.bmp 1084.63 24 999000.00 240.00 999000  1085.65 8.833333e+02 8.333333e+02 60 48 
BM2_711 11 Laffytaffyred_one.bmp 1088.65 24 999000.00 240.00 999000  1089.67 8.833333e+02 8.333333e+02 54 35 
BM2_711 11 Milkduds.bmp 1091.64 12 999000.00 120.00 999000  1092.66 8.833333e+02 8.333333e+02 40 17 
BM2_711 11 MrGoodbar.bmp 1093.64 12 999000.00 120.00 999000  1094.66 8.833333e+02 8.333333e+02 33 9 
BM2_711 11 Reeses.bmp 1095.63 12 999000.00 120.00 999000  1096.65 8.833333e+02 8.333333e+02 34 33 
BM2_711 11 Slimjim.bmp 1100.63 22 476.36 22.00 8.334216e+02 b 1101.65 8.833333e+02 8.500000e+02 49 23 
BM2_711 11 Snickers.bmp 1104.64 22 928.41 220.00 8.500823e+02 b 1105.66 8.833333e+02 8.666667e+02 46 49 
BM2_711 11 PayDay.bmp 1108.64 24 999000.00 240.00 999000  1109.66 8.833333e+02 8.666667e+02 57 28 
BM2_711 11 Laysclassic.bmp 1114.64 12 999000.00 120.00 999000  1115.66 8.833333e+02 8.666667e+02 39 14 
BM2_711 11 Chocolate_mm.bmp 1116.65 12 999000.00 120.00 999000  1117.67 8.833333e+02 8.666667e+02 36 45 
BM2_711 11 Jollyranchergreen.bmp 1118.64 24 999000.00 240.00 999000  1119.66 8.833333e+02 8.666667e+02 58 30 
BM2_711 11 Jollyrancherred.bmp 1120.64 24 999000.00 240.00 999000  1121.66 8.833333e+02 8.666667e+02 56 16 
BM2_711 11 redvines_small.bmp 1122.63 24 999000.00 240.00 999000  1123.65 8.833333e+02 8.666667e+02 59 37 
BM2_711 11 Dots_one.bmp 1126.64 22 952.95 220.00 8.667588e+02 b 1127.66 8.833333e+02 8.833333e+02 50 40 
BM2_711 11 Butterfinger.bmp 1128.63 12 1043.56 12.00 999000 b 1129.65 8.833333e+02 8.833333e+02 35 38 
BM2_711 11 FigNewton_small.bmp 1132.64 24 999000.00 240.00 999000  1133.66 8.833333e+02 8.833333e+02 52 36 
