subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidValueLeft bidValueRight 
BM2_704 0 2 2 1 0 Jollyrancherred.bmp Chocolate_mm.bmp 60 37 0 i 3 0 753.062947 0.12 1.02 
BM2_704 0 2 2 2 10 Jollyrancherred.bmp MrGoodbar.bmp 60 34 0 i 3 0 717.021332 0.12 1.04 
BM2_704 0 2 2 3 13 Laysclassic.bmp Doritosranch.bmp 49 48 0 i 2 0 884.155699 0.76 0.77 
BM2_704 0 2 2 4 16 CheesyDoritos.bmp Funyuns_small.bmp 53 51 0 u 2 1 915.096605 0.72 0.73 
BM2_704 0 2 2 5 20 CheesyDoritos.bmp Doritosranch.bmp 53 48 0 i 2 0 808.392709 0.72 0.77 
BM2_704 0 2 2 6 24 redvines_small.bmp PringlesRed.bmp 42 44 0 i 1 0 796.459562 0.81 0.81 
BM2_704 0 2 2 7 28 FigNewton_small.bmp Riprolls.bmp 39 38 1 u 1 0 697.059973 0.86 0.87 
BM2_704 0 2 2 8 32 Hersheykisses.bmp MrGoodbar.bmp 58 34 0 u 3 1 781.627752 0.23 1.04 
BM2_704 0 2 2 9 38 Chocolate_mm.bmp Hersheykisses.bmp 37 58 1 u 3 0 763.144578 1.02 0.23 
BM2_704 0 2 2 10 42 Cheetos.bmp Nutterbutter.bmp 52 50 1 u 2 0 1000.995198 0.73 0.75 
BM2_704 0 2 2 11 45 FigNewton_small.bmp Laffytaffyred_one.bmp 39 41 1 u 1 0 744.008684 0.86 0.81 
BM2_704 0 2 2 12 48 Doritosranch.bmp Fritos.bmp 48 46 1 u 2 0 799.671213 0.77 0.79 
BM2_704 0 2 2 13 52 PringlesRed.bmp Goldfish.bmp 44 45 1 u 1 0 531.634090 0.81 0.79 
BM2_704 0 2 2 14 61 Cheetos.bmp Fritos.bmp 52 46 1 u 2 0 601.953017 0.73 0.79 
BM2_704 0 2 2 15 68 Dots_one.bmp Keeblerfudgestripes.bmp 57 36 0 i 3 0 685.596612 0.29 1.03 
BM2_704 0 2 2 16 73 MrGoodbar.bmp Jollyranchergreen.bmp 34 59 1 i 3 1 743.249836 1.04 0.19 
BM2_704 0 2 2 17 77 Doritosranch.bmp Nutterbutter.bmp 48 50 1 u 2 0 690.980124 0.77 0.75 
BM2_704 0 2 2 18 80 Cheezits.bmp Riprolls.bmp 40 38 1 i 1 1 986.958859 0.84 0.87 
BM2_704 0 2 2 19 84 CheesyDoritos.bmp Cheetos.bmp 53 52 0 i 2 0 807.628720 0.72 0.73 
BM2_704 0 2 2 20 93 Laysclassic.bmp Funyuns_small.bmp 49 51 0 i 2 0 893.844326 0.76 0.73 
BM2_704 0 2 2 21 98 CheesyDoritos.bmp RitzBitz2.bmp 53 47 0 u 2 1 615.532031 0.72 0.79 
BM2_704 0 2 2 22 101 Funyuns_small.bmp Fritos.bmp 51 46 1 i 2 1 638.608743 0.73 0.79 
BM2_704 0 2 2 23 104 ChipsAhoy_small.bmp Goldfish.bmp 43 45 1 u 1 0 758.101945 0.81 0.79 
BM2_704 0 2 2 24 108 Chocolate_mm.bmp Dots_one.bmp 37 57 1 u 3 0 650.237225 1.02 0.29 
BM2_704 0 2 2 25 111 Dots_one.bmp MrGoodbar.bmp 57 34 0 i 3 0 705.859414 0.29 1.04 
BM2_704 0 2 2 26 114 Keeblerfudgestripes.bmp Jollyrancherred.bmp 36 60 1 u 3 0 649.474057 1.03 0.12 
BM2_704 0 2 2 27 123 Riprolls.bmp PringlesRed.bmp 38 44 0 i 1 0 623.235314 0.87 0.81 
BM2_704 0 2 2 28 126 Chocolate_mm.bmp Jollyranchergreen.bmp 37 59 1 u 3 0 638.792762 1.02 0.19 
BM2_704 0 2 2 29 130 FigNewton_small.bmp Goldfish.bmp 39 45 1 u 1 0 706.877251 0.86 0.79 
BM2_704 0 2 2 30 135 Laffytaffyred_one.bmp ChipsAhoy_small.bmp 41 43 0 i 1 0 612.502737 0.81 0.81 
BM2_704 0 2 2 31 148 Hersheykisses.bmp Keeblerfudgestripes.bmp 58 36 0 i 3 0 743.400752 0.23 1.03 
BM2_704 0 2 2 32 151 KitKat_small.bmp Hersheykisses.bmp 35 58 1 u 3 0 766.467722 1.03 0.23 
BM2_704 0 2 2 33 154 Nutterbutter.bmp RitzBitz2.bmp 50 47 0 i 2 0 798.132000 0.75 0.79 
BM2_704 0 2 2 34 160 redvines_small.bmp ChipsAhoy_small.bmp 42 43 0 i 1 0 644.671188 0.81 0.81 
BM2_704 0 2 2 35 164 KitKat_small.bmp Jollyrancherred.bmp 35 60 1 u 3 0 657.301828 1.03 0.12 
BM2_704 0 2 2 36 168 Laffytaffyred_one.bmp Cheezits.bmp 41 40 0 i 1 0 637.416344 0.81 0.84 
BM2_704 0 2 2 37 171 Laffytaffyred_one.bmp PringlesRed.bmp 41 44 0 i 1 0 644.947449 0.81 0.81 
BM2_704 0 2 2 38 177 Keeblerfudgestripes.bmp Jollyranchergreen.bmp 36 59 1 u 3 0 643.674175 1.03 0.19 
BM2_704 0 2 2 39 181 Fritos.bmp RitzBitz2.bmp 46 47 0 u 2 1 968.342966 0.79 0.79 
BM2_704 0 2 2 40 187 Dots_one.bmp KitKat_small.bmp 57 35 0 i 3 0 582.951010 0.29 1.03 
BM2_704 0 2 2 41 192 KitKat_small.bmp Jollyranchergreen.bmp 35 59 1 u 3 0 584.627451 1.03 0.19 
BM2_704 0 2 2 42 202 Funyuns_small.bmp Nutterbutter.bmp 51 50 1 i 2 1 987.279599 0.73 0.75 
BM2_704 0 2 2 43 212 RitzBitz2.bmp Laysclassic.bmp 47 49 1 i 2 1 806.662825 0.79 0.76 
BM2_704 0 2 2 44 220 redvines_small.bmp Cheezits.bmp 42 40 0 i 1 0 927.865381 0.81 0.84 
BM2_704 0 2 2 45 224 Laysclassic.bmp Cheetos.bmp 49 52 0 i 2 0 891.897218 0.76 0.73 
BM2_704 0 2 2 46 227 FigNewton_small.bmp redvines_small.bmp 39 42 1 u 1 0 882.225135 0.86 0.81 
BM2_704 0 2 2 47 230 Goldfish.bmp Cheezits.bmp 45 40 0 i 1 0 850.591940 0.79 0.84 
BM2_704 0 2 2 48 233 ChipsAhoy_small.bmp Riprolls.bmp 43 38 1 u 1 0 802.241769 0.81 0.87 
