subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidIndexLeft bidIndexRight 
BM2_710 0 2 5 1 0 ChipsAhoy_small.bmp Whatchamacallit.bmp 39 45 1 u 1 0 780.633736 0.00 0.00 
BM2_710 0 2 5 2 9 Jollyranchergreen.bmp MrsFields.bmp 53 47 0 i 2 0 675.630361 0.00 0.00 
BM2_710 0 2 5 3 12 PopTartsCinnamon.bmp Sourpatch.bmp 36 58 1 i 3 1 786.625729 0.00 0.00 
BM2_710 0 2 5 4 17 Butterfinger.bmp Whatchamacallit.bmp 43 45 1 i 1 1 708.283927 0.00 0.00 
BM2_710 0 2 5 5 26 Goldfish.bmp RitzBitz2.bmp 41 44 0 u 1 1 714.570840 0.00 0.00 
BM2_710 0 2 5 6 32 Riprolls.bmp BabyRuth.bmp 60 37 0 i 3 0 609.273097 0.00 0.00 
BM2_710 0 2 5 7 35 Lollipopred.bmp SourSkittles.bmp 52 46 1 i 2 1 592.350567 0.00 0.00 
BM2_710 0 2 5 8 48 Laffytaffyred_one.bmp RiceKrispyTreat_small.bmp 59 35 0 u 3 1 931.164497 0.00 0.00 
BM2_710 0 2 5 9 58 RitzBitz2.bmp Granolabar.bmp 44 42 1 u 1 0 910.501972 0.00 0.00 
BM2_710 0 2 5 10 63 BabyRuth.bmp Sourpatch.bmp 37 58 1 u 3 0 783.525873 0.00 0.00 
BM2_710 0 2 5 11 66 Dots_one.bmp Jollyranchergreen.bmp 48 53 1 i 2 1 1055.308331 0.00 0.00 
BM2_710 0 2 5 12 69 100grand_small.bmp BabyRuth.bmp 57 37 0 i 3 0 958.882108 0.00 0.00 
BM2_710 0 2 5 13 72 Reeses.bmp ChipsAhoy_small.bmp 38 39 0 i 1 0 845.959070 0.00 0.00 
BM2_710 0 2 5 14 82 Whatchamacallit.bmp RitzBitz2.bmp 45 44 0 u 1 1 1289.142069 0.00 0.00 
BM2_710 0 2 5 15 85 ChipsAhoy_small.bmp Goldfish.bmp 39 41 1 i 1 1 624.257143 0.00 0.00 
BM2_710 0 2 5 16 95 Laffytaffyred_one.bmp PopTartsCinnamon.bmp 59 36 0 u 3 1 699.449878 0.00 0.00 
BM2_710 0 2 5 17 98 redvines_small.bmp SourSkittles.bmp 51 46 1 i 2 1 675.169773 0.00 0.00 
BM2_710 0 2 5 18 101 Lollipopred.bmp Jollyranchergreen.bmp 52 53 1 i 2 1 618.150998 0.00 0.00 
BM2_710 0 2 5 19 105 FamousAmos_small.bmp Riprolls.bmp 34 60 1 u 3 0 702.878805 0.00 0.00 
BM2_710 0 2 5 20 109 Riprolls.bmp PopTartsCinnamon.bmp 60 36 0 i 3 0 611.421158 0.00 0.00 
BM2_710 0 2 5 21 113 Granolabar.bmp ChipsAhoy_small.bmp 42 39 0 i 1 0 607.418493 0.00 0.00 
BM2_710 0 2 5 22 119 SourSkittles.bmp Dots_one.bmp 46 48 0 u 2 1 814.753137 0.00 0.00 
BM2_710 0 2 5 23 123 100grand_small.bmp RiceKrispyTreat_small.bmp 57 35 0 i 3 0 754.725703 0.00 0.00 
BM2_710 0 2 5 24 132 RiceKrispyTreat_small.bmp Riprolls.bmp 35 60 1 u 3 0 864.995292 0.00 0.00 
BM2_710 0 2 5 25 140 Lollipopred.bmp FrootLoops.bmp 52 49 1 i 2 1 657.798487 0.00 0.00 
BM2_710 0 2 5 26 144 FrootLoops.bmp MrsFields.bmp 49 47 0 i 2 0 830.394437 0.00 0.00 
BM2_710 0 2 5 27 147 Butterfinger.bmp Reeses.bmp 43 38 1 i 1 1 741.985821 0.00 0.00 
BM2_710 0 2 5 28 151 PringlesRed.bmp Lollipopred.bmp 50 52 0 u 2 1 658.113381 0.00 0.00 
BM2_710 0 2 5 29 154 Sourpatch.bmp FamousAmos_small.bmp 58 34 0 u 3 1 721.641308 0.00 0.00 
BM2_710 0 2 5 30 158 Cheetos.bmp Goldfish.bmp 40 41 1 i 1 1 606.279508 0.00 0.00 
BM2_710 0 2 5 31 161 MrsFields.bmp PringlesRed.bmp 47 50 1 i 2 1 885.376832 0.00 0.00 
BM2_710 0 2 5 32 167 redvines_small.bmp PringlesRed.bmp 51 50 1 i 2 1 556.015224 0.00 0.00 
BM2_710 0 2 5 33 170 Jollyranchergreen.bmp redvines_small.bmp 53 51 0 u 2 1 923.609040 0.00 0.00 
BM2_710 0 2 5 34 174 BabyRuth.bmp Laffytaffyred_one.bmp 37 59 1 i 3 1 551.678765 0.00 0.00 
BM2_710 0 2 5 35 179 FrootLoops.bmp redvines_small.bmp 49 51 0 u 2 1 721.356343 0.00 0.00 
BM2_710 0 2 5 36 182 FamousAmos_small.bmp 100grand_small.bmp 34 57 1 u 3 0 616.866154 0.00 0.00 
BM2_710 0 2 5 37 185 100grand_small.bmp PopTartsCinnamon.bmp 57 36 0 i 3 0 535.977975 0.00 0.00 
BM2_710 0 2 5 38 188 Laffytaffyred_one.bmp FamousAmos_small.bmp 59 34 0 u 3 1 711.346665 0.00 0.00 
BM2_710 0 2 5 39 191 Dots_one.bmp FrootLoops.bmp 48 49 1 i 2 1 774.584257 0.00 0.00 
BM2_710 0 2 5 40 195 Butterfinger.bmp Goldfish.bmp 43 41 1 i 1 1 699.333215 0.00 0.00 
BM2_710 0 2 5 41 200 Sourpatch.bmp RiceKrispyTreat_small.bmp 58 35 0 u 3 1 716.962594 0.00 0.00 
BM2_710 0 2 5 42 204 Dots_one.bmp PringlesRed.bmp 48 50 1 i 2 1 617.592795 0.00 0.00 
BM2_710 0 2 5 43 208 RitzBitz2.bmp Reeses.bmp 44 38 1 u 1 0 1214.137376 0.00 0.00 
BM2_710 0 2 5 44 212 Granolabar.bmp Cheetos.bmp 42 40 0 i 1 0 522.267005 0.00 0.00 
BM2_710 0 2 5 45 218 SourSkittles.bmp MrsFields.bmp 46 47 0 u 2 1 712.950237 0.00 0.00 
BM2_710 0 2 5 46 224 Granolabar.bmp Butterfinger.bmp 42 43 0 i 1 0 575.557432 0.00 0.00 
BM2_710 0 2 5 47 229 Cheetos.bmp Whatchamacallit.bmp 40 45 1 u 1 0 745.235863 0.00 0.00 
BM2_710 0 2 5 48 236 Reeses.bmp Cheetos.bmp 38 40 0 i 1 0 845.537283 0.00 0.00 
