subjid runnum itemname onsettime trialtype RT respInTime Audiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_706 8 Jollyrancherred.bmp 707.25 22 975.01 220.00 8.167504e+02 b 708.26 8.166667e+02 8.333333e+02 52 38 
BM2_706 8 FigNewton_small.bmp 710.25 12 999000.00 120.00 999000  711.27 8.166667e+02 8.333333e+02 36 35 
BM2_706 8 Dots_one.bmp 714.26 24 999000.00 240.00 999000  715.28 8.166667e+02 8.333333e+02 59 44 
BM2_706 8 FrootLoops.bmp 716.25 24 999000.00 240.00 999000  717.27 8.166667e+02 8.333333e+02 57 1 
BM2_706 8 100grand_small.bmp 718.25 24 999000.00 240.00 999000  719.27 8.166667e+02 8.333333e+02 56 60 
BM2_706 8 Skittles.bmp 722.25 11 979.89 110.00 8.167657e+02 b 723.27 8.333333e+02 8.333333e+02 39 55 
BM2_706 8 Granolabar.bmp 724.25 24 999000.00 240.00 999000  725.27 8.333333e+02 8.333333e+02 49 37 
BM2_706 8 Laysclassic.bmp 729.25 22 991.67 220.00 8.334151e+02 b 730.27 8.333333e+02 8.500000e+02 51 51 
BM2_706 8 PringlesRed.bmp 731.26 12 999000.00 120.00 999000  732.28 8.333333e+02 8.500000e+02 32 22 
BM2_706 8 Ghiradelli_milk.bmp 734.25 12 999000.00 120.00 999000  735.27 8.333333e+02 8.500000e+02 37 45 
BM2_706 8 AnimalCrackers.bmp 737.24 12 999000.00 120.00 999000  738.26 8.333333e+02 8.500000e+02 34 42 
BM2_706 8 Cheetos.bmp 741.26 12 999000.00 120.00 999000  742.28 8.333333e+02 8.500000e+02 42 23 
BM2_706 8 MilkyWay.bmp 744.25 12 999000.00 120.00 999000  745.27 8.333333e+02 8.500000e+02 38 48 
BM2_706 8 Hersheykisses.bmp 746.25 24 999000.00 240.00 999000  747.27 8.333333e+02 8.500000e+02 55 24 
BM2_706 8 3Musketeers.bmp 749.25 12 999000.00 120.00 999000  750.27 8.333333e+02 8.500000e+02 41 16 
BM2_706 8 redvines_small.bmp 753.26 24 999000.00 240.00 999000  754.28 8.333333e+02 8.500000e+02 58 3 
BM2_706 8 Cheezits.bmp 756.25 12 999000.00 120.00 999000  757.27 8.333333e+02 8.500000e+02 45 21 
BM2_706 8 BabyRuth.bmp 758.26 12 999000.00 120.00 999000  759.28 8.333333e+02 8.500000e+02 33 56 
BM2_706 8 Hersheymilk_several.bmp 760.25 22 1006.47 2200.00 8.500759e+02 b 761.27 8.333333e+02 8.000000e+02 47 4 
BM2_706 8 Snickers.bmp 765.24 11 1064.18 1100.00 8.334294e+02 b 766.26 7.833333e+02 8.000000e+02 44 39 
BM2_706 8 Butterfinger.bmp 769.26 11 1004.22 1100.00 7.834388e+02 b 770.28 7.333333e+02 8.000000e+02 40 6 
BM2_706 8 Whatchamacallit.bmp 773.25 11 664.87 11.00 7.334090e+02 b 774.27 7.500000e+02 8.000000e+02 43 50 
BM2_706 8 Lollipopred.bmp 779.25 24 999000.00 240.00 999000  780.27 7.500000e+02 8.000000e+02 60 57 
BM2_706 8 Laffytaffyred_one.bmp 781.24 24 999000.00 240.00 999000  782.26 7.500000e+02 8.000000e+02 50 46 
BM2_706 8 Lindt_small.bmp 783.25 24 999000.00 240.00 999000  784.27 7.500000e+02 8.000000e+02 53 59 
BM2_706 8 Milkduds.bmp 785.25 12 999000.00 120.00 999000  786.27 7.500000e+02 8.000000e+02 35 13 
BM2_706 8 Fritos.bmp 787.24 24 999000.00 240.00 999000  788.26 7.500000e+02 8.000000e+02 46 28 
BM2_706 8 Riprolls.bmp 791.26 24 999000.00 240.00 999000  792.28 7.500000e+02 8.000000e+02 54 58 
BM2_706 8 Crunch.bmp 793.24 12 999000.00 120.00 999000  794.26 7.500000e+02 8.000000e+02 31 27 
BM2_706 8 Jollyranchergreen.bmp 797.26 22 1003.51 2200.00 8.000791e+02 b 798.28 7.500000e+02 7.500000e+02 48 5 
