subjid runnum itemname onsettime trialtype RT respInTime Audiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_711 15 Funyuns_small.bmp 1510.21 12 999000.00 120.00 999000  1511.23 9.500000e+02 9.500000e+02 31 53 
BM2_711 15 Oreos.bmp 1513.20 12 999000.00 120.00 999000  1514.22 9.500000e+02 9.500000e+02 32 54 
BM2_711 15 Whatchamacallit.bmp 1517.20 24 999000.00 240.00 999000  1518.22 9.500000e+02 9.500000e+02 47 51 
BM2_711 15 Fritos.bmp 1519.21 12 999000.00 120.00 999000  1520.22 9.500000e+02 9.500000e+02 37 50 
BM2_711 15 MrGoodbar.bmp 1521.21 12 999000.00 120.00 999000  1522.23 9.500000e+02 9.500000e+02 33 9 
BM2_711 15 MilkyWay.bmp 1525.21 12 999000.00 120.00 999000  1526.23 9.500000e+02 9.500000e+02 43 21 
BM2_711 15 Milkduds.bmp 1527.20 12 999000.00 120.00 999000  1528.22 9.500000e+02 9.500000e+02 40 17 
BM2_711 15 redvines_small.bmp 1532.21 24 999000.00 240.00 999000  1533.23 9.500000e+02 9.500000e+02 59 37 
BM2_711 15 Chocolate_mm.bmp 1534.20 12 999000.00 120.00 999000  1535.22 9.500000e+02 9.500000e+02 36 45 
BM2_711 15 Riprolls.bmp 1537.21 11 715.01 11.00 9.501051e+02 b 1538.23 9.666667e+02 9.500000e+02 45 24 
BM2_711 15 FigNewton_small.bmp 1540.20 24 999000.00 240.00 999000  1541.22 9.666667e+02 9.500000e+02 52 36 
BM2_711 15 100grand_small.bmp 1544.20 24 999000.00 240.00 999000  1545.22 9.666667e+02 9.500000e+02 48 59 
BM2_711 15 Snickers.bmp 1547.21 22 822.34 22.00 9.501108e+02 b 1548.23 9.666667e+02 9.666667e+02 46 49 
BM2_711 15 Butterfinger.bmp 1549.21 12 999000.00 120.00 999000  1550.23 9.666667e+02 9.666667e+02 35 38 
BM2_711 15 Reeses.bmp 1552.20 12 999000.00 120.00 999000  1553.22 9.666667e+02 9.666667e+02 34 33 
BM2_711 15 Cheezits.bmp 1556.20 11 924.57 11.00 9.667426e+02 b 1557.22 9.833333e+02 9.666667e+02 41 3 
BM2_711 15 Laffytaffyred_one.bmp 1559.21 24 999000.00 240.00 999000  1560.23 9.833333e+02 9.666667e+02 54 35 
BM2_711 15 Hersheymilk_several.bmp 1561.20 24 999000.00 240.00 999000  1562.22 9.833333e+02 9.666667e+02 55 41 
BM2_711 15 Lollipopred.bmp 1563.20 24 999000.00 240.00 999000  1564.22 9.833333e+02 9.666667e+02 60 48 
BM2_711 15 Hersheykisses.bmp 1568.20 24 999000.00 240.00 999000  1569.22 9.833333e+02 9.666667e+02 51 1 
BM2_711 15 RiceKrispyTreat_small.bmp 1572.20 11 750.50 11.00 9.834131e+02 b 1573.22 1.000000e+03 9.666667e+02 42 18 
BM2_711 15 Dots_one.bmp 1576.21 22 866.67 22.00 9.667414e+02 b 1577.23 1.000000e+03 9.833333e+02 50 40 
BM2_711 15 Laysclassic.bmp 1582.21 12 999000.00 120.00 999000  1583.23 1.000000e+03 9.833333e+02 39 14 
BM2_711 15 Goldfish.bmp 1584.20 11 715.85 110.00 999000 b 1585.22 1.000000e+03 9.833333e+02 38 43 
BM2_711 15 PayDay.bmp 1586.21 24 999000.00 240.00 999000  1587.23 1.000000e+03 9.833333e+02 57 28 
BM2_711 15 Jollyrancherred.bmp 1588.20 24 999000.00 240.00 999000  1589.22 1.000000e+03 9.833333e+02 56 16 
BM2_711 15 3Musketeers.bmp 1590.20 12 999000.00 120.00 999000  1591.22 1.000000e+03 9.833333e+02 44 56 
BM2_711 15 Almondjoy.bmp 1594.20 22 1039.23 2200.00 9.834260e+02 b 1595.22 1.000000e+03 9.333333e+02 53 57 
BM2_711 15 Slimjim.bmp 1596.20 22 1097.00 2200.00 9.334163e+02 b 1597.22 1.000000e+03 8.833333e+02 49 23 
BM2_711 15 Jollyranchergreen.bmp 1600.20 24 999000.00 240.00 999000  1601.22 1.000000e+03 8.833333e+02 58 30 
