subjid runnum itemname onsettime trialtype RT respInTime Audiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_711 7 Laysclassic.bmp 631.41 12 999000.00 120.00 999000  632.41 7.500000e+02 7.500000e+02 39 14 
BM2_711 7 MilkyWay.bmp 633.41 12 999000.00 120.00 999000  634.43 7.500000e+02 7.500000e+02 43 21 
BM2_711 7 MrGoodbar.bmp 637.41 12 999000.00 120.00 999000  638.43 7.500000e+02 7.500000e+02 33 9 
BM2_711 7 100grand_small.bmp 640.40 24 999000.00 240.00 999000  641.42 7.500000e+02 7.500000e+02 48 59 
BM2_711 7 Jollyrancherred.bmp 642.41 24 999000.00 240.00 999000  643.43 7.500000e+02 7.500000e+02 56 16 
BM2_711 7 PayDay.bmp 645.40 24 999000.00 240.00 999000  646.42 7.500000e+02 7.500000e+02 57 28 
BM2_711 7 Hersheymilk_several.bmp 649.41 24 999000.00 240.00 999000  650.43 7.500000e+02 7.500000e+02 55 41 
BM2_711 7 Snickers.bmp 653.41 22 958.42 220.00 7.501060e+02 b 654.43 7.500000e+02 7.666667e+02 46 49 
BM2_711 7 Hersheykisses.bmp 655.41 24 999000.00 240.00 999000  656.43 7.500000e+02 7.666667e+02 51 1 
BM2_711 7 Almondjoy.bmp 660.41 22 1001.98 2200.00 7.667434e+02 b 661.43 7.500000e+02 7.166667e+02 53 57 
BM2_711 7 Slimjim.bmp 662.40 22 884.63 220.00 7.167700e+02 b 663.42 7.500000e+02 7.333333e+02 49 23 
BM2_711 7 redvines_small.bmp 664.41 24 999000.00 240.00 999000  665.43 7.500000e+02 7.333333e+02 59 37 
BM2_711 7 Butterfinger.bmp 670.41 12 999000.00 120.00 999000  671.43 7.500000e+02 7.333333e+02 35 38 
BM2_711 7 Laffytaffyred_one.bmp 672.40 24 999000.00 240.00 999000  673.42 7.500000e+02 7.333333e+02 54 35 
BM2_711 7 Oreos.bmp 674.40 12 999000.00 120.00 999000  675.42 7.500000e+02 7.333333e+02 32 54 
BM2_711 7 FigNewton_small.bmp 676.41 24 999000.00 240.00 999000  677.43 7.500000e+02 7.333333e+02 52 36 
BM2_711 7 Reeses.bmp 680.40 12 999000.00 120.00 999000  681.42 7.500000e+02 7.333333e+02 34 33 
BM2_711 7 RiceKrispyTreat_small.bmp 684.40 11 925.27 110.00 7.501189e+02 b 685.42 7.666667e+02 7.333333e+02 42 18 
BM2_711 7 Chocolate_mm.bmp 687.41 12 999000.00 120.00 999000  688.43 7.666667e+02 7.333333e+02 36 45 
BM2_711 7 Jollyranchergreen.bmp 691.40 24 999000.00 240.00 999000  692.42 7.666667e+02 7.333333e+02 58 30 
BM2_711 7 Funyuns_small.bmp 694.40 12 999000.00 120.00 999000  695.42 7.666667e+02 7.333333e+02 31 53 
BM2_711 7 Milkduds.bmp 696.40 12 999000.00 120.00 999000  697.42 7.666667e+02 7.333333e+02 40 17 
BM2_711 7 Cheezits.bmp 700.40 11 1007.18 1100.00 7.667614e+02 b 701.42 7.166667e+02 7.333333e+02 41 3 
BM2_711 7 Goldfish.bmp 702.40 11 912.02 110.00 7.167543e+02 b 703.42 7.333333e+02 7.333333e+02 38 43 
BM2_711 7 Whatchamacallit.bmp 704.41 24 999000.00 240.00 999000  705.43 7.333333e+02 7.333333e+02 47 51 
BM2_711 7 Lollipopred.bmp 708.40 24 999000.00 240.00 999000  709.42 7.333333e+02 7.333333e+02 60 48 
BM2_711 7 Fritos.bmp 710.41 12 999000.00 120.00 999000  711.43 7.333333e+02 7.333333e+02 37 50 
BM2_711 7 Riprolls.bmp 714.41 11 758.58 110.00 7.334337e+02 b 715.43 7.500000e+02 7.333333e+02 45 24 
BM2_711 7 Dots_one.bmp 718.40 22 899.18 220.00 7.334476e+02 b 719.42 7.500000e+02 7.500000e+02 50 40 
BM2_711 7 3Musketeers.bmp 721.41 12 999000.00 120.00 999000  722.43 7.500000e+02 7.500000e+02 44 56 
