subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidValueLeft bidValueRight 
BM2_707 0 1 2 1 0 redvines_small.bmp Hersheymilk_several.bmp 40 38 0 u 1 1 525.161933 0.01 0.02 
BM2_707 0 1 2 2 10 Hersheymilk_several.bmp Butterfinger.bmp 38 39 1 u 1 0 1080.180466 0.02 0.02 
BM2_707 0 1 2 3 13 Milkduds.bmp Milano.bmp 58 35 0 u 3 1 848.339243 0.01 0.03 
BM2_707 0 1 2 4 16 Milkduds.bmp Nutterbutter.bmp 58 34 0 i 3 0 688.190456 0.01 0.09 
BM2_707 0 1 2 5 20 redvines_small.bmp RitzBitz2.bmp 40 45 0 u 1 1 588.905967 0.01 0.01 
BM2_707 0 1 2 6 24 100grand_small.bmp Butterfinger.bmp 42 39 1 u 1 0 920.941947 0.01 0.02 
BM2_707 0 1 2 7 28 3Musketeers.bmp Reeses.bmp 50 48 1 u 2 0 869.694856 0.01 0.01 
BM2_707 0 1 2 8 32 FrootLoops.bmp Laysclassic.bmp 49 52 1 i 2 1 714.441180 0.01 0.01 
BM2_707 0 1 2 9 38 Milkduds.bmp Whatchamacallit.bmp 58 36 0 u 3 1 904.317585 0.01 0.02 
BM2_707 0 1 2 10 42 Laysclassic.bmp Slimjim.bmp 52 53 0 u 2 1 525.958933 0.01 0.01 
BM2_707 0 1 2 11 45 Chocolate_mm.bmp Whatchamacallit.bmp 60 36 0 u 3 1 764.978258 0.01 0.02 
BM2_707 0 1 2 12 48 3Musketeers.bmp Lindt_small.bmp 50 47 1 u 2 0 572.713133 0.01 0.01 
BM2_707 0 1 2 13 52 Twix.bmp 100grand_small.bmp 44 42 0 i 1 0 992.775577 0.01 0.01 
BM2_707 0 1 2 14 61 Reeses.bmp FrootLoops.bmp 48 49 0 i 2 0 1399.257391 0.01 0.01 
BM2_707 0 1 2 15 68 Doritosranch.bmp FrootLoops.bmp 51 49 0 u 2 1 779.023554 0.01 0.01 
BM2_707 0 1 2 16 73 Almondjoy.bmp Whatchamacallit.bmp 59 36 0 i 3 0 908.749818 0.01 0.02 
