subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidValueLeft bidValueRight 
BM2_700 0 2 1 1 0 BabyRuth.bmp Milkduds.bmp 51 50 1 u 2 0 1280.087889 0.11 0.11 
BM2_700 0 2 1 2 10 TeddyGrahamschocolate.bmp MrGoodbar.bmp 38 43 0 u 1 1 971.912916 0.69 0.56 
BM2_700 0 2 1 3 13 Whatchamacallit.bmp Lollipopred.bmp 40 42 1 u 1 0 915.048767 0.63 0.59 
BM2_700 0 2 1 4 16 Jollyrancherred.bmp Cheezits.bmp 46 52 0 u 2 1 778.687054 0.47 0.11 
BM2_700 0 2 1 5 20 Jollyranchergreen.bmp RitzBitz2.bmp 39 45 1 u 1 0 767.254435 0.69 0.53 
BM2_700 0 2 1 6 24 Jollyranchergreen.bmp Lollipopred.bmp 39 42 1 u 1 0 563.290603 0.69 0.59 
BM2_700 0 2 1 7 28 Slimjim.bmp CheesyDoritos.bmp 58 34 0 i 3 0 688.032854 0.07 0.71 
BM2_700 0 2 1 8 32 PayDay.bmp Almondjoy.bmp 49 48 0 i 2 0 780.625199 0.14 0.20 
BM2_700 0 2 1 9 38 Toberlorone.bmp MilkyWay.bmp 60 35 0 i 3 0 771.164661 0.05 0.71 
BM2_700 0 2 1 10 42 FrootLoops.bmp Milano.bmp 47 53 1 u 2 0 1007.899255 0.23 0.09 
BM2_700 0 2 1 11 45 AnimalCrackers.bmp Slimjim.bmp 36 58 1 u 3 0 902.958219 0.70 0.07 
BM2_700 0 2 1 12 48 Jollyranchergreen.bmp PeanutMMs.bmp 39 41 1 i 1 1 974.615025 0.69 0.59 
BM2_700 0 2 1 13 52 AnimalCrackers.bmp FigNewton_small.bmp 36 57 1 u 3 0 762.636350 0.70 0.07 
BM2_700 0 2 1 14 61 FrootLoops.bmp Jollyrancherred.bmp 47 46 1 i 2 1 696.915089 0.23 0.47 
BM2_700 0 2 1 15 68 PeanutMMs.bmp MrGoodbar.bmp 41 43 0 i 1 0 1068.631023 0.59 0.56 
BM2_700 0 2 1 16 73 BabyRuth.bmp Milano.bmp 51 53 1 u 2 0 846.264612 0.11 0.09 
BM2_700 0 2 1 17 77 Oreos.bmp TeddyGrahamschocolate.bmp 44 38 1 u 1 0 922.950978 0.56 0.69 
BM2_700 0 2 1 18 80 AnimalCrackers.bmp Nutterbutter.bmp 36 59 1 u 3 0 1113.824968 0.70 0.05 
BM2_700 0 2 1 19 84 Lollipopred.bmp MrGoodbar.bmp 42 43 0 i 1 0 534.561434 0.59 0.56 
BM2_700 0 2 1 20 93 Milkduds.bmp Almondjoy.bmp 50 48 0 u 2 1 1004.746651 0.11 0.20 
BM2_700 0 2 1 21 98 Slimjim.bmp MilkyWay.bmp 58 35 0 i 3 0 582.502066 0.07 0.71 
BM2_700 0 2 1 22 101 BabyRuth.bmp Jollyrancherred.bmp 51 46 1 u 2 0 725.470992 0.11 0.47 
BM2_700 0 2 1 23 104 FigNewton_small.bmp CheesyDoritos.bmp 57 34 0 i 3 0 581.120405 0.07 0.71 
BM2_700 0 2 1 24 108 Slimjim.bmp Laffytaffyred_one.bmp 58 37 0 i 3 0 1041.825553 0.07 0.69 
BM2_700 0 2 1 25 111 PayDay.bmp Cheezits.bmp 49 52 0 u 2 1 896.834896 0.14 0.11 
BM2_700 0 2 1 26 114 Oreos.bmp RitzBitz2.bmp 44 45 1 u 1 0 944.463246 0.56 0.53 
BM2_700 0 2 1 27 123 Oreos.bmp Lollipopred.bmp 44 42 1 u 1 0 694.168083 0.56 0.59 
BM2_700 0 2 1 28 126 Almondjoy.bmp Jollyrancherred.bmp 48 46 1 i 2 1 1085.754184 0.20 0.47 
BM2_700 0 2 1 29 130 Whatchamacallit.bmp TeddyGrahamschocolate.bmp 40 38 1 u 1 0 929.755258 0.63 0.69 
BM2_700 0 2 1 30 135 PeanutMMs.bmp Oreos.bmp 41 44 0 i 1 0 867.381946 0.59 0.56 
BM2_700 0 2 1 31 148 Milano.bmp Cheezits.bmp 53 52 0 i 2 0 1254.350851 0.09 0.11 
BM2_700 0 2 1 32 151 RitzBitz2.bmp Whatchamacallit.bmp 45 40 0 i 1 0 1069.359505 0.53 0.63 
BM2_700 0 2 1 33 154 Whatchamacallit.bmp PeanutMMs.bmp 40 41 1 u 1 0 1493.034289 0.63 0.59 
BM2_700 0 2 1 34 160 AnimalCrackers.bmp Toberlorone.bmp 36 60 1 u 3 0 1042.432398 0.70 0.05 
BM2_700 0 2 1 35 164 Nutterbutter.bmp MilkyWay.bmp 59 35 0 i 3 0 1144.258045 0.05 0.71 
BM2_700 0 2 1 36 168 RitzBitz2.bmp MrGoodbar.bmp 45 43 0 i 1 0 948.352924 0.53 0.56 
BM2_700 0 2 1 37 171 Laffytaffyred_one.bmp FigNewton_small.bmp 37 57 1 u 3 0 1043.953228 0.69 0.07 
BM2_700 0 2 1 38 177 Nutterbutter.bmp CheesyDoritos.bmp 59 34 0 i 3 0 706.022826 0.05 0.71 
BM2_700 0 2 1 39 181 CheesyDoritos.bmp Toberlorone.bmp 34 60 1 u 3 0 823.226507 0.71 0.05 
BM2_700 0 2 1 40 187 Milkduds.bmp Cheezits.bmp 50 52 0 u 2 1 989.920314 0.11 0.11 
BM2_700 0 2 1 41 192 FrootLoops.bmp PayDay.bmp 47 49 1 i 2 1 1255.541947 0.23 0.14 
BM2_700 0 2 1 42 202 TeddyGrahamschocolate.bmp Jollyranchergreen.bmp 38 39 0 i 1 0 786.219630 0.69 0.69 
BM2_700 0 2 1 43 212 MilkyWay.bmp FigNewton_small.bmp 35 57 1 u 3 0 1213.589279 0.71 0.07 
BM2_700 0 2 1 44 220 Milano.bmp Almondjoy.bmp 53 48 0 i 2 0 750.814187 0.09 0.20 
BM2_700 0 2 1 45 224 PayDay.bmp BabyRuth.bmp 49 51 0 i 2 0 1042.947752 0.14 0.11 
BM2_700 0 2 1 46 227 Milkduds.bmp FrootLoops.bmp 50 47 0 i 2 0 1098.611228 0.11 0.23 
