subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidIndexLeft bidIndexRight 
BM2_703 0 1 5 1 0 Hersheymilk_several.bmp BabyRuth.bmp 45 40 1 u 1 0 784.737588 1.00 1.00 
BM2_703 0 1 5 2 9 Nutterbutter.bmp Lollipopred.bmp 51 53 0 u 2 1 535.691912 1.00 1.00 
BM2_703 0 1 5 3 12 PeanutMMs.bmp Hersheykisses.bmp 43 42 0 i 1 0 630.801673 1.00 1.00 
BM2_703 0 1 5 4 17 Almondjoy.bmp Fritos.bmp 48 50 0 i 2 0 912.417699 1.00 1.00 
BM2_703 0 1 5 5 26 BabyRuth.bmp PopTartsCinnamon.bmp 40 38 0 i 1 0 726.626224 1.00 1.00 
BM2_703 0 1 5 6 32 BabyRuth.bmp Hersheykisses.bmp 40 42 0 i 1 0 621.351199 1.00 1.00 
BM2_703 0 1 5 7 35 FigNewton_small.bmp Milkduds.bmp 57 36 0 u 3 1 1092.440629 1.00 1.00 
BM2_703 0 1 5 8 48 PopTartsCinnamon.bmp Keeblerfudgestripes.bmp 38 39 1 i 1 1 975.240821 1.00 1.00 
BM2_703 0 1 5 9 58 Laffytaffyred_one.bmp 100grand_small.bmp 52 49 0 u 2 1 810.636524 1.00 1.00 
BM2_703 0 1 5 10 63 BabyRuth.bmp FamousAmos_small.bmp 40 41 0 i 1 0 755.649118 1.00 1.00 
BM2_703 0 1 5 11 66 FamousAmos_small.bmp PeanutMMs.bmp 41 43 1 u 1 0 618.721980 1.00 1.00 
BM2_703 0 1 5 12 69 Hersheymilk_several.bmp Keeblerfudgestripes.bmp 45 39 1 u 1 0 810.955566 1.00 1.00 
BM2_703 0 1 5 13 72 FigNewton_small.bmp Crunch.bmp 57 34 0 i 3 0 681.975516 1.00 1.00 
BM2_703 0 1 5 14 82 PopTartsStrawberry.bmp Lollipopred.bmp 47 53 0 u 2 1 725.252011 1.00 1.00 
BM2_703 0 1 5 15 85 RitzBitz2.bmp Whatchamacallit.bmp 60 37 0 i 3 0 556.298959 0.00 1.00 
BM2_703 0 1 5 16 95 Lollipopred.bmp Laffytaffyred_one.bmp 53 52 1 i 2 1 631.623745 1.00 1.00 
BM2_703 0 1 5 17 98 Fritos.bmp PopTartsStrawberry.bmp 50 47 1 u 2 0 839.110117 1.00 1.00 
BM2_703 0 1 5 18 101 Hersheymilk_several.bmp PeanutMMs.bmp 45 43 1 u 1 0 702.250960 1.00 1.00 
BM2_703 0 1 5 19 105 Dots_one.bmp Whatchamacallit.bmp 58 37 0 i 3 0 874.945103 0.00 1.00 
BM2_703 0 1 5 20 109 Laffytaffyred_one.bmp AnimalCrackers.bmp 52 46 0 u 2 1 903.492342 1.00 1.00 
BM2_703 0 1 5 21 113 Dots_one.bmp Crunch.bmp 58 34 0 i 3 0 659.513970 0.00 1.00 
BM2_703 0 1 5 22 119 Whatchamacallit.bmp redvines_small.bmp 37 59 1 u 3 0 826.755511 1.00 0.00 
BM2_703 0 1 5 23 123 RitzBitz2.bmp Butterfinger.bmp 60 35 0 i 3 0 982.884308 0.00 1.00 
BM2_703 0 1 5 24 132 Hersheymilk_several.bmp ChipsAhoy_small.bmp 45 44 1 u 1 0 877.082404 1.00 1.00 
BM2_703 0 1 5 25 140 PopTartsCinnamon.bmp PeanutMMs.bmp 38 43 1 u 1 0 717.770078 1.00 1.00 
BM2_703 0 1 5 26 144 Laffytaffyred_one.bmp Fritos.bmp 52 50 0 i 2 0 1042.473393 1.00 1.00 
BM2_703 0 1 5 27 147 100grand_small.bmp PopTartsStrawberry.bmp 49 47 1 i 2 1 882.051839 1.00 1.00 
BM2_703 0 1 5 28 151 Nutterbutter.bmp 100grand_small.bmp 51 49 0 i 2 0 990.156034 1.00 1.00 
BM2_703 0 1 5 29 154 redvines_small.bmp Butterfinger.bmp 59 35 0 i 3 0 1013.732758 0.00 1.00 
