subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidValueLeft bidValueRight 
BM2_700 0 2 4 1 0 MilkyWay.bmp Slimjim.bmp 35 58 1 u 3 0 1089.398383 0.71 0.07 
BM2_700 0 2 4 2 9 MilkyWay.bmp FigNewton_small.bmp 35 57 1 u 3 0 984.375550 0.71 0.07 
BM2_700 0 2 4 3 12 Almondjoy.bmp Milkduds.bmp 48 50 1 i 2 1 1327.463015 0.20 0.11 
BM2_700 0 2 4 4 17 Jollyrancherred.bmp Cheezits.bmp 46 52 0 u 2 1 825.019418 0.47 0.11 
BM2_700 0 2 4 5 26 PayDay.bmp Almondjoy.bmp 49 48 0 i 2 0 1175.299814 0.14 0.20 
BM2_700 0 2 4 6 32 Milkduds.bmp BabyRuth.bmp 50 51 0 i 2 0 1101.994651 0.11 0.11 
BM2_700 0 2 4 7 35 Milano.bmp FrootLoops.bmp 53 47 0 u 2 1 829.014486 0.09 0.23 
BM2_700 0 2 4 8 48 Whatchamacallit.bmp PeanutMMs.bmp 40 41 1 u 1 0 927.853415 0.63 0.59 
BM2_700 0 2 4 9 58 Laffytaffyred_one.bmp FigNewton_small.bmp 37 57 1 u 3 0 923.243094 0.69 0.07 
BM2_700 0 2 4 10 63 CheesyDoritos.bmp Nutterbutter.bmp 34 59 1 u 3 0 1004.278103 0.71 0.05 
BM2_700 0 2 4 11 66 Lollipopred.bmp Jollyranchergreen.bmp 42 39 0 i 1 0 851.563086 0.59 0.69 
BM2_700 0 2 4 12 69 Slimjim.bmp Laffytaffyred_one.bmp 58 37 0 u 3 1 715.524566 0.07 0.69 
BM2_700 0 2 4 13 72 AnimalCrackers.bmp Slimjim.bmp 36 58 1 i 3 1 650.648652 0.70 0.07 
BM2_700 0 2 4 14 82 Milano.bmp Cheezits.bmp 53 52 0 u 2 1 757.846148 0.09 0.11 
BM2_700 0 2 4 15 85 RitzBitz2.bmp Jollyranchergreen.bmp 45 39 0 i 1 0 1236.846056 0.53 0.69 
BM2_700 0 2 4 16 95 Oreos.bmp Lollipopred.bmp 44 42 1 u 1 0 648.166504 0.56 0.59 
BM2_700 0 2 4 17 98 Nutterbutter.bmp MilkyWay.bmp 59 35 0 i 3 0 767.770104 0.05 0.71 
BM2_700 0 2 4 18 101 Cheezits.bmp PayDay.bmp 52 49 1 i 2 1 798.897702 0.11 0.14 
