subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidValueLeft bidValueRight 
BM2_722 0 2 1 1 0 Riprolls.bmp BabyRuth.bmp 50 47 0 i 2 0 779.013020 0.35 0.50 
BM2_722 0 2 1 2 9 Milano.bmp PayDay.bmp 49 52 0 i 2 0 898.020004 0.47 0.33 
BM2_722 0 2 1 3 12 Dots_one.bmp Doritosranch.bmp 59 35 0 i 3 0 817.128801 0.01 0.84 
BM2_722 0 2 1 4 17 Almondjoy.bmp Hersheymilk_several.bmp 60 36 0 i 3 0 898.700133 0.01 0.80 
BM2_722 0 2 1 5 26 Ghiradelli_milk_Almonds.bmp Granolabar.bmp 40 42 1 u 1 0 872.941121 0.73 0.60 
BM2_722 0 2 1 6 32 Slimjim.bmp Toberlorone.bmp 38 44 0 u 1 1 959.576720 0.78 0.56 
BM2_722 0 2 1 7 35 FigNewton_small.bmp Jollyrancherred.bmp 45 39 0 i 1 0 750.647337 0.54 0.73 
BM2_722 0 2 1 8 48 Fritos.bmp Riprolls.bmp 48 50 1 u 2 0 1145.567724 0.49 0.35 
BM2_722 0 2 1 9 58 Cheezits.bmp redvines_small.bmp 37 58 1 u 3 0 908.924420 0.79 0.05 
BM2_722 0 2 1 10 63 Slimjim.bmp RitzBitz2.bmp 38 43 0 i 1 0 854.002882 0.78 0.59 
BM2_722 0 2 1 11 66 Toberlorone.bmp AnimalCrackers.bmp 44 41 1 i 1 1 1133.621776 0.56 0.65 
BM2_722 0 2 1 12 69 Doritosranch.bmp redvines_small.bmp 35 58 1 u 3 0 829.181710 0.84 0.05 
BM2_722 0 2 1 13 72 Cheezits.bmp Almondjoy.bmp 37 60 1 u 3 0 804.292655 0.79 0.01 
BM2_722 0 2 1 14 82 PopTartsCinnamon.bmp Fritos.bmp 53 48 0 u 2 1 903.555501 0.33 0.49 
BM2_722 0 2 1 15 85 Laffytaffyred_one.bmp Hersheymilk_several.bmp 57 36 0 i 3 0 734.603556 0.21 0.80 
BM2_722 0 2 1 16 95 Laffytaffyred_one.bmp Doritosranch.bmp 57 35 0 i 3 0 833.853067 0.21 0.84 
BM2_722 0 2 1 17 98 PayDay.bmp PopTartsCinnamon.bmp 52 53 1 u 2 0 617.573257 0.33 0.33 
BM2_722 0 2 1 18 101 Fritos.bmp Milano.bmp 48 49 1 u 2 0 768.548423 0.49 0.47 
BM2_722 0 2 1 19 105 FigNewton_small.bmp RitzBitz2.bmp 45 43 0 i 1 0 1021.266515 0.54 0.59 
BM2_722 0 2 1 20 109 Ghiradelli_milk_Almonds.bmp Slimjim.bmp 40 38 1 u 1 0 849.735948 0.73 0.78 
BM2_722 0 2 1 21 113 redvines_small.bmp Hersheymilk_several.bmp 58 36 0 i 3 0 669.839115 0.05 0.80 
BM2_722 0 2 1 22 119 Dots_one.bmp Lollipopred.bmp 59 34 0 i 3 0 773.155865 0.01 0.86 
BM2_722 0 2 1 23 123 Granolabar.bmp RitzBitz2.bmp 42 43 0 i 1 0 713.115958 0.60 0.59 
BM2_722 0 2 1 24 132 Lollipopred.bmp redvines_small.bmp 34 58 1 u 3 0 615.384526 0.86 0.05 
BM2_722 0 2 1 25 140 Sourpatch.bmp Riprolls.bmp 51 50 1 i 2 1 792.188725 0.34 0.35 
BM2_722 0 2 1 26 144 BabyRuth.bmp PopTartsCinnamon.bmp 47 53 1 u 2 0 1172.837542 0.50 0.33 
BM2_722 0 2 1 27 147 Dots_one.bmp Hersheymilk_several.bmp 59 36 0 i 3 0 604.339832 0.01 0.80 
BM2_722 0 2 1 28 151 FlamingCheetos.bmp Sourpatch.bmp 46 51 0 u 2 1 824.464104 0.53 0.34 
BM2_722 0 2 1 29 154 FlamingCheetos.bmp BabyRuth.bmp 46 47 0 i 2 0 679.968229 0.53 0.50 
BM2_722 0 2 1 30 158 Milano.bmp Sourpatch.bmp 49 51 0 i 2 0 692.529995 0.47 0.34 
BM2_722 0 2 1 31 161 Doritosranch.bmp Almondjoy.bmp 35 60 1 u 3 0 811.822280 0.84 0.01 
BM2_722 0 2 1 32 167 FigNewton_small.bmp Toberlorone.bmp 45 44 0 i 1 0 1250.417708 0.54 0.56 
BM2_722 0 2 1 33 170 PayDay.bmp Riprolls.bmp 52 50 1 u 2 0 1074.049474 0.33 0.35 
BM2_722 0 2 1 34 174 Sourpatch.bmp PopTartsCinnamon.bmp 51 53 1 u 2 0 829.993868 0.34 0.33 
BM2_722 0 2 1 35 179 Jollyrancherred.bmp Granolabar.bmp 39 42 1 u 1 0 751.705062 0.73 0.60 
BM2_722 0 2 1 36 182 Jollyrancherred.bmp AnimalCrackers.bmp 39 41 1 u 1 0 863.311079 0.73 0.65 
BM2_722 0 2 1 37 185 AnimalCrackers.bmp Ghiradelli_milk_Almonds.bmp 41 40 0 i 1 0 686.332176 0.65 0.73 
BM2_722 0 2 1 38 188 Cheezits.bmp Laffytaffyred_one.bmp 37 57 1 u 3 0 645.329402 0.79 0.21 
BM2_722 0 2 1 39 191 Fritos.bmp FlamingCheetos.bmp 48 46 1 i 2 1 996.970501 0.49 0.53 
BM2_722 0 2 1 40 195 Toberlorone.bmp Granolabar.bmp 44 42 1 u 1 0 969.733671 0.56 0.60 
BM2_722 0 2 1 41 200 Lollipopred.bmp Laffytaffyred_one.bmp 34 57 1 u 3 0 667.332929 0.86 0.21 
BM2_722 0 2 1 42 204 Jollyrancherred.bmp Slimjim.bmp 39 38 1 u 1 0 631.909096 0.73 0.78 
BM2_722 0 2 1 43 208 Almondjoy.bmp Lollipopred.bmp 60 34 0 i 3 0 644.570382 0.01 0.86 
BM2_722 0 2 1 44 212 RitzBitz2.bmp AnimalCrackers.bmp 43 41 1 u 1 0 792.673461 0.59 0.65 
BM2_722 0 2 1 45 218 FigNewton_small.bmp Ghiradelli_milk_Almonds.bmp 45 40 0 i 1 0 607.341030 0.54 0.73 
BM2_722 0 2 1 46 224 FlamingCheetos.bmp PayDay.bmp 46 52 0 i 2 0 989.998302 0.53 0.33 
BM2_722 0 2 1 47 229 Cheezits.bmp Dots_one.bmp 37 59 1 u 3 0 703.603797 0.79 0.01 
BM2_722 0 2 1 48 236 Milano.bmp BabyRuth.bmp 49 47 0 i 2 0 1011.849958 0.47 0.50 
