subjid runnum itemname onsettime trialtype RT respInTime Audiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_750 10 100grand_small.bmp 940.94 11 923.90 110.00 7.501227e+02 b 941.94 7.666667e+02 8.166667e+02 38 36 
BM2_750 10 Milano.bmp 943.93 12 999000.00 120.00 999000  944.95 7.666667e+02 8.166667e+02 44 24 
BM2_750 10 Hersheykisses.bmp 947.94 11 911.62 110.00 7.667580e+02 b 948.96 7.833333e+02 8.166667e+02 42 56 
BM2_750 10 FigNewton_small.bmp 949.93 24 999000.00 240.00 999000  950.95 7.833333e+02 8.166667e+02 57 37 
BM2_750 10 PopTartsCinnamon.bmp 951.94 24 999000.00 240.00 999000  952.96 7.833333e+02 8.166667e+02 51 29 
BM2_750 10 MrsFields.bmp 955.93 12 999000.00 120.00 999000  956.95 7.833333e+02 8.166667e+02 33 17 
BM2_750 10 Laffytaffyred_one.bmp 957.94 24 999000.00 240.00 999000  958.96 7.833333e+02 8.166667e+02 60 11 
BM2_750 10 Lindt_small.bmp 962.94 24 999000.00 240.00 999000  963.96 7.833333e+02 8.166667e+02 54 26 
BM2_750 10 FrootLoops.bmp 964.93 22 919.13 220.00 8.167751e+02 b 965.95 7.833333e+02 8.333333e+02 50 33 
BM2_750 10 TeddyGrahamschocolate.bmp 967.93 24 999000.00 240.00 999000  968.95 7.833333e+02 8.333333e+02 48 4 
BM2_750 10 Butterfinger.bmp 970.93 12 999000.00 120.00 999000  971.95 7.833333e+02 8.333333e+02 43 54 
BM2_750 10 Funyuns_small.bmp 974.94 22 1017.79 2200.00 8.334285e+02 b 975.96 7.833333e+02 7.833333e+02 53 59 
BM2_750 10 Whatchamacallit.bmp 977.93 12 999000.00 120.00 999000  978.95 7.833333e+02 7.833333e+02 40 23 
BM2_750 10 Almondjoy.bmp 979.94 12 999000.00 120.00 999000  980.96 7.833333e+02 7.833333e+02 37 55 
BM2_750 10 RiceKrispyTreat_small.bmp 982.93 12 999000.00 120.00 999000  983.95 7.833333e+02 7.833333e+02 39 60 
BM2_750 10 Milkduds.bmp 986.94 24 999000.00 240.00 999000  987.96 7.833333e+02 7.833333e+02 59 35 
BM2_750 10 Cheetos.bmp 989.93 24 999000.00 240.00 999000  990.95 7.833333e+02 7.833333e+02 55 50 
BM2_750 10 SourSkittles.bmp 991.94 12 999000.00 120.00 999000  992.96 7.833333e+02 7.833333e+02 32 32 
BM2_750 10 Laysclassic.bmp 993.93 12 999000.00 120.00 999000  994.95 7.833333e+02 7.833333e+02 31 22 
BM2_750 10 Sourpatch.bmp 998.93 24 999000.00 240.00 999000  999.95 7.833333e+02 7.833333e+02 52 48 
BM2_750 10 FamousAmos_small.bmp 1002.94 12 999000.00 120.00 999000  1003.96 7.833333e+02 7.833333e+02 35 34 
BM2_750 10 ChipsAhoy_small.bmp 1006.94 12 999000.00 120.00 999000  1007.95 7.833333e+02 7.833333e+02 34 12 
BM2_750 10 AnimalCrackers.bmp 1012.94 11 852.37 110.00 7.834022e+02 b 1013.96 8.000000e+02 7.833333e+02 41 30 
BM2_750 10 Riprolls.bmp 1014.93 22 1007.04 2200.00 7.834145e+02 b 1015.95 8.000000e+02 7.333333e+02 49 3 
BM2_750 10 Dots_one.bmp 1016.93 24 999000.00 240.00 999000  1017.95 8.000000e+02 7.333333e+02 58 43 
BM2_750 10 Granolabar.bmp 1018.94 24 999000.00 240.00 999000  1019.96 8.000000e+02 7.333333e+02 56 15 
BM2_750 10 FlamingCheetos.bmp 1020.93 12 999000.00 120.00 999000  1021.95 8.000000e+02 7.333333e+02 36 45 
BM2_750 10 Jollyrancherred.bmp 1024.94 11 985.71 110.00 8.000911e+02 b 1025.96 8.166667e+02 7.333333e+02 45 25 
BM2_750 10 Fritos.bmp 1026.93 22 924.37 220.00 7.334395e+02 b 1027.95 8.166667e+02 7.500000e+02 46 52 
BM2_750 10 Jollyranchergreen.bmp 1030.94 24 999000.00 240.00 999000  1031.96 8.166667e+02 7.500000e+02 47 28 
