subjid runnum itemname onsettime trialtype RT respInTime Audiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_711 14 100grand_small.bmp 1372.03 24 999000.00 240.00 999000  1373.03 8.833333e+02 8.833333e+02 48 59 
BM2_711 14 Whatchamacallit.bmp 1375.02 24 999000.00 240.00 999000  1376.04 8.833333e+02 8.833333e+02 47 51 
BM2_711 14 FigNewton_small.bmp 1379.03 24 999000.00 240.00 999000  1380.05 8.833333e+02 8.833333e+02 52 36 
BM2_711 14 Hersheykisses.bmp 1381.02 24 999000.00 240.00 999000  1382.04 8.833333e+02 8.833333e+02 51 1 
BM2_711 14 Lollipopred.bmp 1383.03 24 999000.00 240.00 999000  1384.05 8.833333e+02 8.833333e+02 60 48 
BM2_711 14 Laysclassic.bmp 1387.03 12 999000.00 120.00 999000  1388.04 8.833333e+02 8.833333e+02 39 14 
BM2_711 14 Slimjim.bmp 1389.03 22 725.21 22.00 8.834333e+02 b 1390.05 8.833333e+02 9.000000e+02 49 23 
BM2_711 14 MilkyWay.bmp 1394.03 12 999000.00 120.00 999000  1395.05 8.833333e+02 9.000000e+02 43 21 
BM2_711 14 redvines_small.bmp 1396.04 24 999000.00 240.00 999000  1397.06 8.833333e+02 9.000000e+02 59 37 
BM2_711 14 PayDay.bmp 1399.03 24 999000.00 240.00 999000  1400.05 8.833333e+02 9.000000e+02 57 28 
BM2_711 14 Goldfish.bmp 1402.02 11 760.20 11.00 8.834242e+02 b 1403.04 9.000000e+02 9.000000e+02 38 43 
BM2_711 14 Almondjoy.bmp 1406.03 22 724.21 22.00 9.000741e+02 b 1407.05 9.000000e+02 9.166667e+02 53 57 
BM2_711 14 Chocolate_mm.bmp 1409.02 12 999000.00 120.00 999000  1410.04 9.000000e+02 9.166667e+02 36 45 
BM2_711 14 Cheezits.bmp 1411.03 11 917.83 110.00 9.000987e+02 b 1412.05 9.166667e+02 9.166667e+02 41 3 
BM2_711 14 Fritos.bmp 1414.02 12 999000.00 120.00 999000  1415.04 9.166667e+02 9.166667e+02 37 50 
BM2_711 14 Funyuns_small.bmp 1418.03 12 999000.00 120.00 999000  1419.05 9.166667e+02 9.166667e+02 31 53 
BM2_711 14 3Musketeers.bmp 1421.03 12 999000.00 120.00 999000  1422.05 9.166667e+02 9.166667e+02 44 56 
BM2_711 14 Oreos.bmp 1423.03 12 999000.00 120.00 999000  1424.05 9.166667e+02 9.166667e+02 32 54 
BM2_711 14 RiceKrispyTreat_small.bmp 1425.02 11 789.81 11.00 9.167463e+02 b 1426.04 9.333333e+02 9.166667e+02 42 18 
BM2_711 14 Reeses.bmp 1430.02 12 999000.00 120.00 999000  1431.04 9.333333e+02 9.166667e+02 34 33 
BM2_711 14 Dots_one.bmp 1434.03 22 779.42 22.00 9.167628e+02 b 1435.05 9.333333e+02 9.333333e+02 50 40 
BM2_711 14 Jollyranchergreen.bmp 1438.03 24 999000.00 240.00 999000  1439.05 9.333333e+02 9.333333e+02 58 30 
BM2_711 14 Snickers.bmp 1444.03 22 878.76 22.00 9.334108e+02 b 1445.05 9.333333e+02 9.500000e+02 46 49 
BM2_711 14 Riprolls.bmp 1446.04 11 776.75 11.00 9.334167e+02 b 1447.06 9.500000e+02 9.500000e+02 45 24 
BM2_711 14 Butterfinger.bmp 1448.02 12 999000.00 120.00 999000  1449.04 9.500000e+02 9.500000e+02 35 38 
BM2_711 14 Jollyrancherred.bmp 1450.03 24 999000.00 240.00 999000  1451.05 9.500000e+02 9.500000e+02 56 16 
BM2_711 14 Laffytaffyred_one.bmp 1452.02 24 999000.00 240.00 999000  1453.04 9.500000e+02 9.500000e+02 54 35 
BM2_711 14 MrGoodbar.bmp 1456.03 12 999000.00 120.00 999000  1457.05 9.500000e+02 9.500000e+02 33 9 
BM2_711 14 Milkduds.bmp 1458.02 12 999000.00 120.00 999000  1459.04 9.500000e+02 9.500000e+02 40 17 
BM2_711 14 Hersheymilk_several.bmp 1462.03 24 999000.00 240.00 999000  1463.05 9.500000e+02 9.500000e+02 55 41 
