subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidValueLeft bidValueRight 
BM2_716 0 2 3 1 0 PopTartsStrawberry.bmp RiceKrispyTreat_small.bmp 53 51 0 u 2 1 712.581748 0.01 0.01 
BM2_716 0 2 3 2 9 100grand_small.bmp PopTartsStrawberry.bmp 48 53 1 i 2 1 719.522270 0.01 0.01 
BM2_716 0 2 3 3 12 Dots_one.bmp RiceKrispyTreat_small.bmp 50 51 0 i 2 0 878.614944 0.01 0.01 
BM2_716 0 2 3 4 17 RiceKrispyTreat_small.bmp PopTartsCinnamon.bmp 51 46 1 i 2 1 664.311559 0.01 0.01 
BM2_716 0 2 3 5 26 Ghiradelli_milk.bmp Jollyranchergreen.bmp 57 34 0 u 3 1 686.492610 0.01 0.37 
BM2_716 0 2 3 6 32 FigNewton_small.bmp AnimalCrackers.bmp 37 58 1 i 3 1 853.130005 0.03 0.01 
BM2_716 0 2 3 7 35 redvines_small.bmp 3Musketeers.bmp 42 40 0 i 1 0 708.197946 0.02 0.02 
BM2_716 0 2 3 8 48 FigNewton_small.bmp Lollipopred.bmp 37 59 1 i 3 1 815.058919 0.03 0.01 
BM2_716 0 2 3 9 58 Doritosranch.bmp 3Musketeers.bmp 38 40 0 i 1 0 962.363870 0.03 0.02 
BM2_716 0 2 3 10 63 MilkyWay.bmp Dots_one.bmp 47 50 1 u 2 0 643.525250 0.01 0.01 
BM2_716 0 2 3 11 66 PayDay.bmp Milkduds.bmp 60 35 0 u 3 1 755.110165 0.01 0.31 
BM2_716 0 2 3 12 69 Laffytaffyred_one.bmp Jollyrancherred.bmp 39 41 1 u 1 0 922.791680 0.02 0.02 
BM2_716 0 2 3 13 72 Doritosranch.bmp Laffytaffyred_one.bmp 38 39 0 i 1 0 737.825179 0.03 0.02 
BM2_716 0 2 3 14 82 Skittles.bmp 100grand_small.bmp 49 48 0 i 2 0 1228.988826 0.01 0.01 
BM2_716 0 2 3 15 85 Jollyranchergreen.bmp AnimalCrackers.bmp 34 58 1 i 3 1 732.101715 0.37 0.01 
BM2_716 0 2 3 16 95 FigNewton_small.bmp Ghiradelli_milk.bmp 37 57 1 i 3 1 799.406878 0.03 0.01 
BM2_716 0 2 3 17 98 redvines_small.bmp SourSkittles.bmp 42 44 0 i 1 0 758.959227 0.02 0.01 
BM2_716 0 2 3 18 101 Lollipopred.bmp Milkduds.bmp 59 35 0 u 3 1 1014.091367 0.01 0.31 
BM2_716 0 2 3 19 105 Riprolls.bmp SourSkittles.bmp 45 44 0 i 1 0 706.674387 0.01 0.01 
BM2_716 0 2 3 20 109 Skittles.bmp MilkyWay.bmp 49 47 0 i 2 0 631.302294 0.01 0.01 
BM2_716 0 2 3 21 113 PringlesRed.bmp AnimalCrackers.bmp 36 58 1 u 3 0 1411.383380 0.25 0.01 
BM2_716 0 2 3 22 119 Skittles.bmp FrootLoops.bmp 49 52 0 u 2 1 1042.630003 0.01 0.01 
BM2_716 0 2 3 23 123 Lollipopred.bmp PringlesRed.bmp 59 36 0 i 3 0 822.641479 0.01 0.25 
BM2_716 0 2 3 24 132 FrootLoops.bmp Dots_one.bmp 52 50 1 u 2 0 988.879117 0.01 0.01 
BM2_716 0 2 3 25 140 Funyuns_small.bmp Jollyrancherred.bmp 43 41 1 i 1 1 1221.615405 0.01 0.02 
BM2_716 0 2 3 26 144 PayDay.bmp Jollyranchergreen.bmp 60 34 0 u 3 1 874.285107 0.01 0.37 
BM2_716 0 2 3 27 147 RiceKrispyTreat_small.bmp Skittles.bmp 51 49 1 u 2 0 657.829937 0.01 0.01 
BM2_716 0 2 3 28 151 Ghiradelli_milk.bmp PringlesRed.bmp 57 36 0 u 3 1 797.996411 0.01 0.25 
BM2_716 0 2 3 29 154 Funyuns_small.bmp Riprolls.bmp 43 45 1 i 1 1 1077.513852 0.01 0.01 
BM2_716 0 2 3 30 158 Milkduds.bmp AnimalCrackers.bmp 35 58 1 i 3 1 762.191502 0.31 0.01 
BM2_716 0 2 3 31 161 SourSkittles.bmp Doritosranch.bmp 44 38 1 i 1 1 1225.301079 0.01 0.03 
BM2_716 0 2 3 32 167 Ghiradelli_milk.bmp Milkduds.bmp 57 35 0 u 3 1 895.947097 0.01 0.31 
BM2_716 0 2 3 33 170 Laffytaffyred_one.bmp Riprolls.bmp 39 45 1 u 1 0 1143.540626 0.02 0.01 
BM2_716 0 2 3 34 174 Laffytaffyred_one.bmp redvines_small.bmp 39 42 1 u 1 0 715.555083 0.02 0.02 
BM2_716 0 2 3 35 179 Doritosranch.bmp Funyuns_small.bmp 38 43 0 u 1 1 1029.169086 0.03 0.01 
BM2_716 0 2 3 36 182 FrootLoops.bmp PopTartsStrawberry.bmp 52 53 1 i 2 1 684.800451 0.01 0.01 
BM2_716 0 2 3 37 185 PringlesRed.bmp PayDay.bmp 36 60 1 i 3 1 635.878250 0.25 0.01 
BM2_716 0 2 3 38 188 FigNewton_small.bmp PayDay.bmp 37 60 1 i 3 1 618.933087 0.03 0.01 
BM2_716 0 2 3 39 191 100grand_small.bmp PopTartsCinnamon.bmp 48 46 1 i 2 1 818.490108 0.01 0.01 
BM2_716 0 2 3 40 195 PopTartsCinnamon.bmp FrootLoops.bmp 46 52 0 u 2 1 903.158490 0.01 0.01 
BM2_716 0 2 3 41 200 Jollyrancherred.bmp 3Musketeers.bmp 41 40 0 i 1 0 792.830783 0.02 0.02 
BM2_716 0 2 3 42 204 3Musketeers.bmp Riprolls.bmp 40 45 1 u 1 0 1077.457611 0.02 0.01 
BM2_716 0 2 3 43 208 Dots_one.bmp 100grand_small.bmp 50 48 0 i 2 0 642.073115 0.01 0.01 
BM2_716 0 2 3 44 212 redvines_small.bmp Funyuns_small.bmp 42 43 0 u 1 1 1102.125001 0.02 0.01 
BM2_716 0 2 3 45 218 Jollyrancherred.bmp SourSkittles.bmp 41 44 0 x 1 999 999000.000000 0.02 0.01 
BM2_716 0 2 3 46 224 PopTartsStrawberry.bmp MilkyWay.bmp 53 47 0 u 2 1 699.491493 0.01 0.01 
BM2_716 0 2 3 47 229 MilkyWay.bmp PopTartsCinnamon.bmp 47 46 1 i 2 1 869.145835 0.01 0.01 
BM2_716 0 2 3 48 236 Jollyranchergreen.bmp Lollipopred.bmp 34 59 1 u 3 0 897.316978 0.37 0.01 
