subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidValueLeft bidValueRight 
BM2_698 0 2 3 1 0 RiceKrispyTreat_small.bmp SourSkittles.bmp 39 38 1 i 1 1 980.942037 1.53 1.59 
BM2_698 0 2 3 2 9 Doritosranch.bmp Cheezits.bmp 47 53 1 i 2 1 1043.837758 1.29 1.13 
BM2_698 0 2 3 3 12 Cheetos.bmp redvines_small.bmp 58 37 0 i 3 0 770.912500 0.76 1.61 
BM2_698 0 2 3 4 17 CheesyDoritos.bmp Slimjim.bmp 45 43 0 i 1 0 636.561775 1.40 1.43 
BM2_698 0 2 3 5 26 Fritos.bmp TeddyGrahamschocolate.bmp 59 36 0 i 3 0 602.857636 0.72 1.63 
BM2_698 0 2 3 6 32 Chocolate_mm.bmp SourSkittles.bmp 44 38 1 u 1 0 921.420877 1.41 1.59 
BM2_698 0 2 3 7 35 Granolabar.bmp Slimjim.bmp 41 43 0 i 1 0 608.489971 1.45 1.43 
BM2_698 0 2 3 8 48 Goldfish.bmp Riprolls.bmp 46 52 0 u 2 1 819.378800 1.31 1.14 
BM2_698 0 2 3 9 58 Cheezits.bmp Riprolls.bmp 53 52 0 u 2 1 702.774236 1.13 1.14 
BM2_698 0 2 3 10 63 AnimalCrackers.bmp Goldfish.bmp 48 46 1 u 2 0 807.741448 1.26 1.31 
BM2_698 0 2 3 11 66 Slimjim.bmp FrootLoops.bmp 43 42 1 u 1 0 775.438137 1.43 1.45 
BM2_698 0 2 3 12 69 Chocolate_mm.bmp CheesyDoritos.bmp 44 45 1 u 1 0 886.461488 1.41 1.40 
BM2_698 0 2 3 13 72 FamousAmos_small.bmp PringlesRed.bmp 35 57 1 u 3 0 726.105559 1.65 0.83 
BM2_698 0 2 3 14 82 TeddyGrahamschocolate.bmp Cheetos.bmp 36 58 1 u 3 0 609.361023 1.63 0.76 
BM2_698 0 2 3 15 85 Granolabar.bmp Laffytaffyred_one.bmp 41 40 0 u 1 1 672.407148 1.45 1.50 
BM2_698 0 2 3 16 95 Laffytaffyred_one.bmp CheesyDoritos.bmp 40 45 1 i 1 1 603.752110 1.50 1.40 
BM2_698 0 2 3 17 98 Riprolls.bmp Jollyrancherred.bmp 52 50 1 i 2 1 1099.345582 1.14 1.20 
BM2_698 0 2 3 18 101 PringlesRed.bmp PopTartsCinnamon.bmp 57 34 0 i 3 0 778.420699 0.83 1.65 
BM2_698 0 2 3 19 105 FamousAmos_small.bmp Lollipopred.bmp 35 60 1 u 3 0 631.065736 1.65 0.51 
BM2_698 0 2 3 20 109 Cheetos.bmp PopTartsCinnamon.bmp 58 34 0 i 3 0 699.567631 0.76 1.65 
BM2_698 0 2 3 21 113 Chocolate_mm.bmp FrootLoops.bmp 44 42 1 u 1 0 647.637618 1.41 1.45 
BM2_698 0 2 3 22 119 PringlesRed.bmp TeddyGrahamschocolate.bmp 57 36 0 i 3 0 734.901062 0.83 1.63 
BM2_698 0 2 3 23 123 Doritosranch.bmp Jollyrancherred.bmp 47 50 1 i 2 1 762.988879 1.29 1.20 
BM2_698 0 2 3 24 132 Dots_one.bmp Cheezits.bmp 51 53 1 i 2 1 913.193557 1.15 1.13 
BM2_698 0 2 3 25 140 RiceKrispyTreat_small.bmp Granolabar.bmp 39 41 1 i 1 1 905.994900 1.53 1.45 
BM2_698 0 2 3 26 144 SourSkittles.bmp Laffytaffyred_one.bmp 38 40 0 u 1 1 798.588730 1.59 1.50 
BM2_698 0 2 3 27 147 TeddyGrahamschocolate.bmp Lollipopred.bmp 36 60 1 u 3 0 742.181874 1.63 0.51 
BM2_698 0 2 3 28 151 FamousAmos_small.bmp Cheetos.bmp 35 58 1 u 3 0 586.306199 1.65 0.76 
BM2_698 0 2 3 29 154 Dots_one.bmp PeanutMMs.bmp 51 49 1 i 2 1 897.791147 1.15 1.22 
BM2_698 0 2 3 30 158 PeanutMMs.bmp Doritosranch.bmp 49 47 0 u 2 1 670.458581 1.22 1.29 
BM2_698 0 2 3 31 161 AnimalCrackers.bmp Cheezits.bmp 48 53 1 u 2 0 765.606732 1.26 1.13 
BM2_698 0 2 3 32 167 FrootLoops.bmp Laffytaffyred_one.bmp 42 40 0 i 1 0 820.207409 1.45 1.50 
BM2_698 0 2 3 33 170 Lollipopred.bmp redvines_small.bmp 60 37 0 i 3 0 955.789393 0.51 1.61 
BM2_698 0 2 3 34 174 Doritosranch.bmp Goldfish.bmp 47 46 1 i 2 1 815.841869 1.29 1.31 
BM2_698 0 2 3 35 179 Granolabar.bmp Chocolate_mm.bmp 41 44 0 u 1 1 713.569930 1.45 1.41 
BM2_698 0 2 3 36 182 PeanutMMs.bmp AnimalCrackers.bmp 49 48 0 i 2 0 673.057085 1.22 1.26 
BM2_698 0 2 3 37 185 SourSkittles.bmp Slimjim.bmp 38 43 0 i 1 0 632.160085 1.59 1.43 
BM2_698 0 2 3 38 188 Jollyrancherred.bmp Dots_one.bmp 50 51 0 u 2 1 774.903891 1.20 1.15 
BM2_698 0 2 3 39 191 RiceKrispyTreat_small.bmp CheesyDoritos.bmp 39 45 1 u 1 0 734.767726 1.53 1.40 
BM2_698 0 2 3 40 195 FrootLoops.bmp RiceKrispyTreat_small.bmp 42 39 0 i 1 0 707.476097 1.45 1.53 
BM2_698 0 2 3 41 200 PeanutMMs.bmp Riprolls.bmp 49 52 0 u 2 1 941.171504 1.22 1.14 
BM2_698 0 2 3 42 204 Goldfish.bmp Dots_one.bmp 46 51 0 u 2 1 825.562246 1.31 1.15 
BM2_698 0 2 3 43 208 Fritos.bmp FamousAmos_small.bmp 59 35 0 i 3 0 574.416688 0.72 1.65 
BM2_698 0 2 3 44 212 PopTartsCinnamon.bmp Lollipopred.bmp 34 60 1 u 3 0 626.418048 1.65 0.51 
BM2_698 0 2 3 45 218 redvines_small.bmp Fritos.bmp 37 59 1 u 3 0 921.111344 1.61 0.72 
BM2_698 0 2 3 46 224 Fritos.bmp PopTartsCinnamon.bmp 59 34 0 i 3 0 631.734800 0.72 1.65 
BM2_698 0 2 3 47 229 AnimalCrackers.bmp Jollyrancherred.bmp 48 50 1 u 2 0 681.396415 1.26 1.20 
