subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidValueLeft bidValueRight 
BM2_710 0 2 4 1 0 FamousAmos_small.bmp Riprolls.bmp 34 60 1 u 3 0 580.243281 0.13 0.01 
BM2_710 0 2 4 2 10 BabyRuth.bmp Laffytaffyred_one.bmp 37 59 1 i 3 1 736.122903 0.13 0.04 
BM2_710 0 2 4 3 13 RiceKrispyTreat_small.bmp 100grand_small.bmp 35 57 1 u 3 0 911.239535 0.13 0.05 
BM2_710 0 2 4 4 16 BabyRuth.bmp 100grand_small.bmp 37 57 1 u 3 0 662.852250 0.13 0.05 
BM2_710 0 2 4 5 20 RitzBitz2.bmp Reeses.bmp 44 38 1 u 1 0 659.495310 0.10 0.13 
BM2_710 0 2 4 6 24 PopTartsCinnamon.bmp Riprolls.bmp 36 60 1 u 3 0 543.478622 0.13 0.01 
BM2_710 0 2 4 7 28 Whatchamacallit.bmp RitzBitz2.bmp 45 44 0 i 1 0 748.216182 0.10 0.10 
BM2_710 0 2 4 8 32 BabyRuth.bmp Sourpatch.bmp 37 58 1 i 3 1 928.760579 0.13 0.04 
BM2_710 0 2 4 9 38 Goldfish.bmp Cheetos.bmp 41 40 0 u 1 1 774.791864 0.12 0.12 
BM2_710 0 2 4 10 42 RiceKrispyTreat_small.bmp Sourpatch.bmp 35 58 1 u 3 0 724.128341 0.13 0.04 
BM2_710 0 2 4 11 45 Cheetos.bmp Reeses.bmp 40 38 1 u 1 0 619.127585 0.12 0.13 
BM2_710 0 2 4 12 48 Granolabar.bmp Butterfinger.bmp 42 43 0 i 1 0 562.733874 0.11 0.11 
BM2_710 0 2 4 13 52 Riprolls.bmp BabyRuth.bmp 60 37 0 u 3 1 934.749492 0.01 0.13 
BM2_710 0 2 4 14 61 Butterfinger.bmp Whatchamacallit.bmp 43 45 1 i 1 1 725.070446 0.11 0.10 
BM2_710 0 2 4 15 68 Riprolls.bmp RiceKrispyTreat_small.bmp 60 35 0 i 3 0 608.707860 0.01 0.13 
BM2_710 0 2 4 16 73 Jollyranchergreen.bmp Dots_one.bmp 53 48 0 u 2 1 818.366095 0.07 0.09 
BM2_710 0 2 4 17 77 PringlesRed.bmp Dots_one.bmp 50 48 0 u 2 1 662.534059 0.08 0.09 
BM2_710 0 2 4 18 80 Cheetos.bmp Whatchamacallit.bmp 40 45 1 u 1 0 702.084898 0.12 0.10 
BM2_710 0 2 4 19 84 100grand_small.bmp FamousAmos_small.bmp 57 34 0 i 3 0 690.766442 0.05 0.13 
BM2_710 0 2 4 20 93 ChipsAhoy_small.bmp Granolabar.bmp 39 42 1 u 1 0 528.985092 0.12 0.11 
BM2_710 0 2 4 21 98 MrsFields.bmp FrootLoops.bmp 47 49 1 i 2 1 562.653457 0.09 0.09 
BM2_710 0 2 4 22 101 PopTartsCinnamon.bmp Sourpatch.bmp 36 58 1 u 3 0 585.685478 0.13 0.04 
BM2_710 0 2 4 23 104 Goldfish.bmp Butterfinger.bmp 41 43 0 u 1 1 601.238608 0.12 0.11 
BM2_710 0 2 4 24 108 MrsFields.bmp SourSkittles.bmp 47 46 1 u 2 0 517.892618 0.09 0.09 
BM2_710 0 2 4 25 111 PringlesRed.bmp redvines_small.bmp 50 51 0 u 2 1 517.021816 0.08 0.08 
BM2_710 0 2 4 26 114 Lollipopred.bmp Jollyranchergreen.bmp 52 53 1 i 2 1 604.555760 0.08 0.07 
BM2_710 0 2 4 27 123 100grand_small.bmp PopTartsCinnamon.bmp 57 36 0 i 3 0 586.259336 0.05 0.13 
BM2_710 0 2 4 28 126 Jollyranchergreen.bmp MrsFields.bmp 53 47 0 i 2 0 633.853071 0.07 0.09 
BM2_710 0 2 4 29 130 Laffytaffyred_one.bmp FamousAmos_small.bmp 59 34 0 i 3 0 701.950511 0.04 0.13 
BM2_710 0 2 4 30 135 SourSkittles.bmp redvines_small.bmp 46 51 0 u 2 1 551.631010 0.09 0.08 
BM2_710 0 2 4 31 148 Lollipopred.bmp SourSkittles.bmp 52 46 1 i 2 1 618.504904 0.08 0.09 
BM2_710 0 2 4 32 151 PringlesRed.bmp MrsFields.bmp 50 47 0 i 2 0 993.526422 0.08 0.09 
BM2_710 0 2 4 33 154 Reeses.bmp ChipsAhoy_small.bmp 38 39 0 u 1 1 825.165940 0.13 0.12 
BM2_710 0 2 4 34 160 Granolabar.bmp RitzBitz2.bmp 42 44 0 i 1 0 503.759045 0.11 0.10 
BM2_710 0 2 4 35 164 Jollyranchergreen.bmp redvines_small.bmp 53 51 0 u 2 1 716.483038 0.07 0.08 
BM2_710 0 2 4 36 168 Whatchamacallit.bmp ChipsAhoy_small.bmp 45 39 0 u 1 1 664.529574 0.10 0.12 
BM2_710 0 2 4 37 171 Sourpatch.bmp FamousAmos_small.bmp 58 34 0 u 3 1 470.886879 0.04 0.13 
BM2_710 0 2 4 38 177 RiceKrispyTreat_small.bmp Laffytaffyred_one.bmp 35 59 1 u 3 0 854.245931 0.13 0.04 
BM2_710 0 2 4 39 181 Lollipopred.bmp PringlesRed.bmp 52 50 1 i 2 1 675.410118 0.08 0.08 
BM2_710 0 2 4 40 187 Dots_one.bmp SourSkittles.bmp 48 46 1 u 2 0 1114.080942 0.09 0.09 
BM2_710 0 2 4 41 192 redvines_small.bmp FrootLoops.bmp 51 49 1 i 2 1 683.727245 0.08 0.09 
BM2_710 0 2 4 42 202 RitzBitz2.bmp Goldfish.bmp 44 41 1 i 1 1 758.388316 0.10 0.12 
BM2_710 0 2 4 43 212 Laffytaffyred_one.bmp PopTartsCinnamon.bmp 59 36 0 i 3 0 713.702836 0.04 0.13 
BM2_710 0 2 4 44 220 Dots_one.bmp FrootLoops.bmp 48 49 1 i 2 1 834.866453 0.09 0.09 
BM2_710 0 2 4 45 224 Reeses.bmp Butterfinger.bmp 38 43 0 u 1 1 735.093285 0.13 0.11 
BM2_710 0 2 4 46 227 FrootLoops.bmp Lollipopred.bmp 49 52 0 u 2 1 734.490452 0.09 0.08 
BM2_710 0 2 4 47 230 Cheetos.bmp Granolabar.bmp 40 42 1 u 1 0 638.347165 0.12 0.11 
