subjid runnum itemname onsettime trialtype RT respInTime Audiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_712 2 Hersheykisses.bmp 86.81 24 999000.00 240.00 999000  87.81 6.833333e+02 6.833333e+02 50 42 
BM2_712 2 FlamingCheetos.bmp 88.80 11 917.43 110.00 6.834750e+02 b 89.82 7.000000e+02 6.833333e+02 44 15 
BM2_712 2 Butterfinger.bmp 92.81 24 999000.00 240.00 999000  93.83 7.000000e+02 6.833333e+02 58 58 
BM2_712 2 PringlesRed.bmp 95.80 12 999000.00 120.00 999000  96.82 7.000000e+02 6.833333e+02 41 39 
BM2_712 2 Skittles.bmp 97.81 12 999000.00 120.00 999000  98.83 7.000000e+02 6.833333e+02 32 44 
BM2_712 2 MrGoodbar.bmp 100.80 12 999000.00 120.00 999000  101.82 7.000000e+02 6.833333e+02 33 50 
BM2_712 2 Oreos.bmp 104.81 24 999000.00 240.00 999000  105.83 7.000000e+02 6.833333e+02 55 48 
BM2_712 2 Jollyrancherred.bmp 108.81 24 999000.00 240.00 999000  109.83 7.000000e+02 6.833333e+02 56 19 
BM2_712 2 redvines_small.bmp 110.81 22 933.34 220.00 6.834404e+02 b 111.83 7.000000e+02 7.000000e+02 47 7 
BM2_712 2 TeddyGrahamschocolate.bmp 115.81 12 999000.00 120.00 999000  116.83 7.000000e+02 7.000000e+02 38 1 
BM2_712 2 RiceKrispyTreat_small.bmp 117.80 12 999000.00 120.00 999000  118.82 7.000000e+02 7.000000e+02 42 11 
BM2_712 2 Snickers.bmp 119.81 24 999000.00 240.00 999000  120.83 7.000000e+02 7.000000e+02 46 59 
BM2_712 2 Milano.bmp 125.81 12 999000.00 120.00 999000  126.83 7.000000e+02 7.000000e+02 37 23 
BM2_712 2 Funyuns_small.bmp 127.80 12 999000.00 120.00 999000  128.82 7.000000e+02 7.000000e+02 31 16 
BM2_712 2 Almondjoy.bmp 129.80 24 999000.00 240.00 999000  130.82 7.000000e+02 7.000000e+02 57 47 
BM2_712 2 Doritosranch.bmp 131.81 12 999000.00 120.00 999000  132.83 7.000000e+02 7.000000e+02 35 43 
BM2_712 2 Cheetos.bmp 135.80 11 941.43 110.00 7.001093e+02 b 136.82 7.166667e+02 7.000000e+02 43 54 
BM2_712 2 Granolabar.bmp 139.80 11 986.19 110.00 7.167460e+02 b 140.82 7.333333e+02 7.000000e+02 40 21 
BM2_712 2 BabyRuth.bmp 142.81 24 999000.00 240.00 999000  143.83 7.333333e+02 7.000000e+02 60 49 
BM2_712 2 RitzBitz2.bmp 146.80 12 999000.00 120.00 999000  147.82 7.333333e+02 7.000000e+02 36 27 
BM2_712 2 PayDay.bmp 149.80 24 999000.00 240.00 999000  150.82 7.333333e+02 7.000000e+02 59 52 
BM2_712 2 Lollipopred.bmp 151.80 24 999000.00 240.00 999000  152.82 7.333333e+02 7.000000e+02 53 53 
BM2_712 2 AnimalCrackers.bmp 155.80 24 999000.00 240.00 999000  156.82 7.333333e+02 7.000000e+02 54 25 
BM2_712 2 100grand_small.bmp 157.80 22 909.91 220.00 7.000742e+02 b 158.82 7.333333e+02 7.166667e+02 52 29 
BM2_712 2 PeanutMMs.bmp 159.81 22 936.14 220.00 7.167357e+02 b 160.83 7.333333e+02 7.333333e+02 51 60 
BM2_712 2 Keeblerfudgestripes.bmp 163.81 12 999000.00 120.00 999000  164.83 7.333333e+02 7.333333e+02 34 31 
BM2_712 2 KitKat_small.bmp 165.81 12 999000.00 120.00 999000  166.83 7.333333e+02 7.333333e+02 45 33 
BM2_712 2 Laysclassic.bmp 169.81 24 999000.00 240.00 999000  170.83 7.333333e+02 7.333333e+02 49 18 
BM2_712 2 Reeses.bmp 173.80 11 1048.04 1100.00 7.334230e+02 b 174.82 6.833333e+02 7.333333e+02 39 30 
BM2_712 2 Milkduds.bmp 176.81 22 991.11 220.00 7.334055e+02 b 177.83 6.833333e+02 7.500000e+02 48 26 
