subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidIndexLeft bidIndexRight 
BM2_711 0 1 6 1 0 Slimjim.bmp Hersheykisses.bmp 49 51 1 u 2 0 529.000905 1.00 1.00 
BM2_711 0 1 6 2 10 Reeses.bmp redvines_small.bmp 34 59 1 u 3 0 756.290729 1.00 0.00 
BM2_711 0 1 6 3 13 Lollipopred.bmp Chocolate_mm.bmp 60 36 0 i 3 0 492.240327 0.00 1.00 
BM2_711 0 1 6 4 16 100grand_small.bmp Dots_one.bmp 48 50 0 u 2 1 579.982438 1.00 1.00 
BM2_711 0 1 6 5 20 PayDay.bmp Butterfinger.bmp 57 35 0 i 3 0 816.715629 0.00 1.00 
BM2_711 0 1 6 6 24 100grand_small.bmp Snickers.bmp 48 46 0 u 2 1 524.751687 1.00 1.00 
BM2_711 0 1 6 7 28 Jollyranchergreen.bmp Chocolate_mm.bmp 58 36 0 i 3 0 521.504686 0.00 1.00 
BM2_711 0 1 6 8 32 3Musketeers.bmp Cheezits.bmp 44 41 0 i 1 0 1062.257788 1.00 1.00 
BM2_711 0 1 6 9 38 Laysclassic.bmp Cheezits.bmp 39 41 0 i 1 0 676.143357 1.00 1.00 
BM2_711 0 1 6 10 42 Riprolls.bmp MilkyWay.bmp 45 43 1 i 1 1 617.775649 1.00 1.00 
BM2_711 0 1 6 11 45 PayDay.bmp Fritos.bmp 57 37 0 i 3 0 672.794614 0.00 1.00 
BM2_711 0 1 6 12 48 RiceKrispyTreat_small.bmp MilkyWay.bmp 42 43 1 u 1 0 1080.528740 1.00 1.00 
BM2_711 0 1 6 13 52 Reeses.bmp Jollyranchergreen.bmp 34 58 1 u 3 0 524.579970 1.00 0.00 
BM2_711 0 1 6 14 61 Cheezits.bmp MilkyWay.bmp 41 43 1 i 1 1 779.087541 1.00 1.00 
BM2_711 0 1 6 15 68 Whatchamacallit.bmp Snickers.bmp 47 46 0 u 2 1 1134.858358 1.00 1.00 
BM2_711 0 1 6 16 73 PayDay.bmp Reeses.bmp 57 34 0 i 3 0 776.605271 0.00 1.00 
BM2_711 0 1 6 17 77 FigNewton_small.bmp Dots_one.bmp 52 50 0 u 2 1 565.347888 1.00 1.00 
BM2_711 0 1 6 18 80 Hersheykisses.bmp Snickers.bmp 51 46 0 i 2 0 604.377878 1.00 1.00 
BM2_711 0 1 6 19 84 Slimjim.bmp FigNewton_small.bmp 49 52 1 u 2 0 873.132154 1.00 1.00 
BM2_711 0 1 6 20 93 Butterfinger.bmp Jollyranchergreen.bmp 35 58 1 u 3 0 631.636575 1.00 0.00 
BM2_711 0 1 6 21 98 Butterfinger.bmp Lollipopred.bmp 35 60 1 u 3 0 561.389604 1.00 0.00 
BM2_711 0 1 6 22 101 Fritos.bmp redvines_small.bmp 37 59 1 u 3 0 784.420950 1.00 0.00 
BM2_711 0 1 6 23 104 Goldfish.bmp Laysclassic.bmp 38 39 1 u 1 0 512.158133 1.00 1.00 
BM2_711 0 1 6 24 108 redvines_small.bmp Butterfinger.bmp 59 35 0 i 3 0 604.191424 0.00 1.00 
BM2_711 0 1 6 25 111 Milkduds.bmp Goldfish.bmp 40 38 0 i 1 0 827.967257 1.00 1.00 
BM2_711 0 1 6 26 114 Almondjoy.bmp FigNewton_small.bmp 53 52 1 u 2 0 667.685615 1.00 1.00 
BM2_711 0 1 6 27 123 Cheezits.bmp Milkduds.bmp 41 40 1 u 1 0 713.479860 1.00 1.00 
BM2_711 0 1 6 28 126 Snickers.bmp FigNewton_small.bmp 46 52 1 u 2 0 641.213770 1.00 1.00 
BM2_711 0 1 6 29 130 Hersheykisses.bmp Dots_one.bmp 51 50 0 u 2 1 605.255858 1.00 1.00 
BM2_711 0 1 6 30 135 Whatchamacallit.bmp Almondjoy.bmp 47 53 0 u 2 1 1271.001795 1.00 1.00 
BM2_711 0 1 6 31 148 Milkduds.bmp Riprolls.bmp 40 45 0 u 1 1 746.238887 1.00 1.00 
BM2_711 0 1 6 32 151 100grand_small.bmp Slimjim.bmp 48 49 0 u 2 1 945.266740 1.00 1.00 
BM2_711 0 1 6 33 154 Fritos.bmp Jollyranchergreen.bmp 37 58 1 u 3 0 624.952450 1.00 0.00 
BM2_711 0 1 6 34 160 Milkduds.bmp RiceKrispyTreat_small.bmp 40 42 0 i 1 0 855.784770 1.00 1.00 
BM2_711 0 1 6 35 164 Riprolls.bmp 3Musketeers.bmp 45 44 1 i 1 1 1011.823630 1.00 1.00 
BM2_711 0 1 6 36 168 Almondjoy.bmp 100grand_small.bmp 53 48 1 i 2 1 768.582178 1.00 1.00 
BM2_711 0 1 6 37 171 Almondjoy.bmp Hersheykisses.bmp 53 51 1 u 2 0 544.310369 1.00 1.00 
BM2_711 0 1 6 38 177 Lollipopred.bmp Reeses.bmp 60 34 0 i 3 0 591.093951 0.00 1.00 
BM2_711 0 1 6 39 181 Lollipopred.bmp Fritos.bmp 60 37 0 i 3 0 659.824739 0.00 1.00 
BM2_711 0 1 6 40 187 Chocolate_mm.bmp PayDay.bmp 36 57 1 i 3 1 1090.593262 1.00 0.00 
BM2_711 0 1 6 41 192 Goldfish.bmp 3Musketeers.bmp 38 44 1 u 1 0 516.308890 1.00 1.00 
BM2_711 0 1 6 42 202 Whatchamacallit.bmp Dots_one.bmp 47 50 0 u 2 1 783.152406 1.00 1.00 
BM2_711 0 1 6 43 212 Riprolls.bmp Laysclassic.bmp 45 39 1 i 1 1 818.699729 1.00 1.00 
BM2_711 0 1 6 44 220 Slimjim.bmp Whatchamacallit.bmp 49 47 1 i 2 1 667.464283 1.00 1.00 
BM2_711 0 1 6 45 224 3Musketeers.bmp RiceKrispyTreat_small.bmp 44 42 0 i 1 0 568.217148 1.00 1.00 
BM2_711 0 1 6 46 227 RiceKrispyTreat_small.bmp Laysclassic.bmp 42 39 1 u 1 0 767.952954 1.00 1.00 
BM2_711 0 1 6 47 230 MilkyWay.bmp Goldfish.bmp 43 38 0 i 1 0 542.970270 1.00 1.00 
BM2_711 0 1 6 48 233 Chocolate_mm.bmp redvines_small.bmp 36 59 1 u 3 0 614.718975 1.00 0.00 
