subjid runnum itemname onsettime trialtype RT respInTime Audiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_715 16 Jollyranchergreen.bmp 1488.23 12 999000.00 120.00 999000  1489.23 8.166667e+02 8.166667e+02 37 27 
BM2_715 16 Sourpatch.bmp 1493.23 12 999000.00 120.00 999000  1494.25 8.166667e+02 8.166667e+02 34 22 
BM2_715 16 Oreos.bmp 1495.24 12 999000.00 120.00 999000  1496.26 8.166667e+02 8.166667e+02 39 4 
BM2_715 16 Riprolls.bmp 1497.23 11 579.83 11.00 8.167690e+02 b 1498.25 8.333333e+02 8.166667e+02 38 9 
BM2_715 16 Doritosranch.bmp 1503.23 24 999000.00 240.00 999000  1504.25 8.333333e+02 8.166667e+02 52 42 
BM2_715 16 PeanutMMs.bmp 1505.23 12 999000.00 120.00 999000  1506.25 8.333333e+02 8.166667e+02 33 19 
BM2_715 16 Slimjim.bmp 1508.23 24 999000.00 240.00 999000  1509.24 8.333333e+02 8.166667e+02 56 55 
BM2_715 16 FigNewton_small.bmp 1510.23 24 999000.00 240.00 999000  1511.25 8.333333e+02 8.166667e+02 59 28 
BM2_715 16 FrootLoops.bmp 1514.23 11 1050.84 1100.00 8.334048e+02 b 1515.25 7.833333e+02 8.166667e+02 42 53 
BM2_715 16 Hersheymilk_several.bmp 1516.23 22 988.92 220.00 8.167857e+02 b 1517.25 7.833333e+02 8.333333e+02 46 31 
BM2_715 16 redvines_small.bmp 1521.23 22 1118.53 2200.00 8.334055e+02 b 1522.25 7.833333e+02 7.833333e+02 50 58 
BM2_715 16 Funyuns_small.bmp 1528.24 24 999000.00 240.00 999000  1529.26 7.833333e+02 7.833333e+02 58 8 
BM2_715 16 Milkduds.bmp 1530.22 12 999000.00 120.00 999000  1531.24 7.833333e+02 7.833333e+02 40 49 
BM2_715 16 CheesyDoritos.bmp 1533.23 24 999000.00 240.00 999000  1534.25 7.833333e+02 7.833333e+02 57 43 
BM2_715 16 ChipsAhoy_small.bmp 1536.23 12 999000.00 120.00 999000  1537.25 7.833333e+02 7.833333e+02 36 37 
BM2_715 16 Lollipopred.bmp 1540.22 24 999000.00 240.00 999000  1541.24 7.833333e+02 7.833333e+02 60 48 
BM2_715 16 Laffytaffyred_one.bmp 1544.23 12 999000.00 120.00 999000  1545.25 7.833333e+02 7.833333e+02 43 60 
BM2_715 16 SourSkittles.bmp 1548.23 24 999000.00 240.00 999000  1549.25 7.833333e+02 7.833333e+02 51 24 
BM2_715 16 3Musketeers.bmp 1551.22 12 999000.00 120.00 999000  1552.24 7.833333e+02 7.833333e+02 31 3 
BM2_715 16 Goldfish.bmp 1557.22 22 855.04 220.00 7.834026e+02 b 1558.24 7.833333e+02 8.000000e+02 49 46 
BM2_715 16 FamousAmos_small.bmp 1559.23 12 999000.00 120.00 999000  1560.25 7.833333e+02 8.000000e+02 35 35 
BM2_715 16 TeddyGrahamschocolate.bmp 1562.24 12 999000.00 120.00 999000  1563.26 7.833333e+02 8.000000e+02 44 29 
BM2_715 16 Milano.bmp 1564.23 24 999000.00 240.00 999000  1565.25 7.833333e+02 8.000000e+02 47 2 
BM2_715 16 Cheetos.bmp 1566.23 24 999000.00 240.00 999000  1567.25 7.833333e+02 8.000000e+02 55 51 
BM2_715 16 Dots_one.bmp 1568.22 12 999000.00 120.00 999000  1569.24 7.833333e+02 8.000000e+02 32 23 
BM2_715 16 Fritos.bmp 1571.23 22 942.37 220.00 8.001130e+02 b 1572.25 7.833333e+02 8.166667e+02 53 18 
BM2_715 16 Granolabar.bmp 1575.23 24 999000.00 240.00 999000  1576.25 7.833333e+02 8.166667e+02 54 5 
BM2_715 16 Jollyrancherred.bmp 1577.23 11 893.12 110.00 7.834206e+02 b 1578.25 8.000000e+02 8.166667e+02 41 47 
BM2_715 16 AnimalCrackers.bmp 1579.22 11 1087.65 1100.00 8.000886e+02 b 1580.24 7.500000e+02 8.166667e+02 45 30 
BM2_715 16 Keeblerfudgestripes.bmp 1581.23 24 999000.00 240.00 999000  1582.25 7.500000e+02 8.166667e+02 48 11 
