subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidValueLeft bidValueRight 
BM2_705 0 1 2 1 0 Hersheymilk_several.bmp FlamingCheetos.bmp 51 46 0 u 2 1 901.397239 0.20 0.33 
BM2_705 0 1 2 2 10 Fritos.bmp Dots_one.bmp 41 40 1 i 1 1 689.365222 0.50 0.54 
BM2_705 0 1 2 3 13 Doritosranch.bmp 3Musketeers.bmp 60 35 0 i 3 0 664.436330 0.07 0.60 
BM2_705 0 1 2 4 16 Laffytaffyred_one.bmp MrGoodbar.bmp 43 45 0 u 1 1 967.739404 0.44 0.41 
BM2_705 0 1 2 5 20 FigNewton_small.bmp Hersheymilk_several.bmp 50 51 1 u 2 0 772.637090 0.22 0.20 
BM2_705 0 1 2 6 24 Lollipopred.bmp 3Musketeers.bmp 57 35 0 i 3 0 560.753954 0.11 0.60 
BM2_705 0 1 2 7 28 Cheezits.bmp FlamingCheetos.bmp 52 46 0 u 2 1 661.356250 0.19 0.33 
BM2_705 0 1 2 8 32 Milkduds.bmp FigNewton_small.bmp 47 50 0 i 2 0 897.986009 0.33 0.22 
BM2_705 0 1 2 9 38 Doritosranch.bmp Riprolls.bmp 60 37 0 i 3 0 1079.473247 0.07 0.57 
BM2_705 0 1 2 10 42 Funyuns_small.bmp 100grand_small.bmp 59 36 0 i 3 0 669.232400 0.09 0.59 
BM2_705 0 1 2 11 45 Hersheykisses.bmp Dots_one.bmp 42 40 1 i 1 1 756.316178 0.45 0.54 
BM2_705 0 1 2 12 48 100grand_small.bmp Lollipopred.bmp 36 57 1 u 3 0 587.909476 0.59 0.11 
BM2_705 0 1 2 13 52 Hersheymilk_several.bmp Goldfish.bmp 51 49 0 u 2 1 991.929188 0.20 0.25 
BM2_705 0 1 2 14 61 Cheetos.bmp Riprolls.bmp 58 37 0 i 3 0 646.326677 0.10 0.57 
BM2_705 0 1 2 15 68 FigNewton_small.bmp Slimjim.bmp 50 48 1 u 2 0 641.923940 0.22 0.27 
BM2_705 0 1 2 16 73 Fritos.bmp Laffytaffyred_one.bmp 41 43 1 i 1 1 571.584160 0.50 0.44 
BM2_705 0 1 2 17 77 Twix.bmp TeddyGrahamschocolate.bmp 44 38 0 i 1 0 575.393166 0.44 0.55 
BM2_705 0 1 2 18 80 Slimjim.bmp Jollyrancherred.bmp 48 53 0 i 2 0 599.216761 0.27 0.17 
BM2_705 0 1 2 19 84 Doritosranch.bmp 100grand_small.bmp 60 36 0 i 3 0 795.959509 0.07 0.59 
BM2_705 0 1 2 20 93 Dots_one.bmp MrGoodbar.bmp 40 45 0 u 1 1 1058.111563 0.54 0.41 
