subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidValueLeft bidValueRight 
BM2_706 0 2 1 1 0 Whatchamacallit.bmp MilkyWay.bmp 43 38 1 u 1 0 617.381513 1.26 1.37 
BM2_706 0 2 1 2 9 Laffytaffyred_one.bmp Laysclassic.bmp 50 51 0 i 2 0 713.007660 1.01 1.00 
BM2_706 0 2 1 3 12 Cheetos.bmp Whatchamacallit.bmp 42 43 0 i 1 0 640.092102 1.26 1.26 
BM2_706 0 2 1 4 17 Lollipopred.bmp FigNewton_small.bmp 60 36 0 i 3 0 689.737849 0.41 1.48 
BM2_706 0 2 1 5 26 Cheezits.bmp Butterfinger.bmp 45 40 0 u 1 1 1056.051391 1.15 1.32 
BM2_706 0 2 1 6 32 Whatchamacallit.bmp 3Musketeers.bmp 43 41 1 u 1 0 902.636105 1.26 1.29 
BM2_706 0 2 1 7 35 Fritos.bmp Laysclassic.bmp 46 51 0 u 2 1 1037.725142 1.09 1.00 
BM2_706 0 2 1 8 48 AnimalCrackers.bmp FrootLoops.bmp 34 57 1 i 3 1 720.650281 1.53 0.76 
BM2_706 0 2 1 9 58 Lindt_small.bmp Laysclassic.bmp 53 51 0 u 2 1 707.337310 0.86 1.00 
BM2_706 0 2 1 10 63 FigNewton_small.bmp Dots_one.bmp 36 59 1 u 3 0 853.026125 1.48 0.49 
BM2_706 0 2 1 11 66 Granolabar.bmp Jollyranchergreen.bmp 49 48 0 u 2 1 707.756547 1.01 1.07 
BM2_706 0 2 1 12 69 Ghiradelli_milk.bmp FrootLoops.bmp 37 57 1 u 3 0 1219.625656 1.41 0.76 
BM2_706 0 2 1 13 72 Whatchamacallit.bmp Cheezits.bmp 43 45 1 u 1 0 827.281043 1.26 1.15 
BM2_706 0 2 1 14 82 Hersheymilk_several.bmp Lindt_small.bmp 47 53 1 i 2 1 886.608280 1.08 0.86 
BM2_706 0 2 1 15 85 Butterfinger.bmp MilkyWay.bmp 40 38 1 u 1 0 725.606647 1.32 1.37 
BM2_706 0 2 1 16 95 Milkduds.bmp FrootLoops.bmp 35 57 1 i 3 1 824.919343 1.49 0.76 
BM2_706 0 2 1 17 98 FigNewton_small.bmp redvines_small.bmp 36 58 1 u 3 0 688.472603 1.48 0.53 
BM2_706 0 2 1 18 101 Fritos.bmp Jollyrancherred.bmp 46 52 0 u 2 1 895.551482 1.09 0.91 
BM2_706 0 2 1 19 105 Cheetos.bmp Snickers.bmp 42 44 0 i 1 0 883.890028 1.26 1.19 
BM2_706 0 2 1 20 109 Jollyranchergreen.bmp Lindt_small.bmp 48 53 1 i 2 1 696.796762 1.07 0.86 
BM2_706 0 2 1 21 113 Ghiradelli_milk.bmp Dots_one.bmp 37 59 1 u 3 0 924.908401 1.41 0.49 
BM2_706 0 2 1 22 119 Milkduds.bmp Lollipopred.bmp 35 60 1 i 3 1 779.547058 1.49 0.41 
BM2_706 0 2 1 23 123 redvines_small.bmp AnimalCrackers.bmp 58 34 0 i 3 0 808.265437 0.53 1.53 
BM2_706 0 2 1 24 132 Snickers.bmp 3Musketeers.bmp 44 41 1 u 1 0 678.445365 1.19 1.29 
BM2_706 0 2 1 25 140 Fritos.bmp Jollyranchergreen.bmp 46 48 0 u 2 1 927.193955 1.09 1.07 
BM2_706 0 2 1 26 144 3Musketeers.bmp Skittles.bmp 41 39 0 i 1 0 563.867266 1.29 1.35 
BM2_706 0 2 1 27 147 Hersheymilk_several.bmp Granolabar.bmp 47 49 1 i 2 1 674.833469 1.08 1.01 
BM2_706 0 2 1 28 151 Laysclassic.bmp Granolabar.bmp 51 49 1 i 2 1 711.543409 1.00 1.01 
BM2_706 0 2 1 29 154 Jollyrancherred.bmp Lindt_small.bmp 52 53 1 i 2 1 751.114980 0.91 0.86 
BM2_706 0 2 1 30 158 FrootLoops.bmp FigNewton_small.bmp 57 36 0 i 3 0 779.080028 0.76 1.48 
BM2_706 0 2 1 31 161 AnimalCrackers.bmp Lollipopred.bmp 34 60 1 u 3 0 634.764380 1.53 0.41 
BM2_706 0 2 1 32 167 Skittles.bmp Cheetos.bmp 39 42 1 u 1 0 857.467895 1.35 1.26 
BM2_706 0 2 1 33 170 Granolabar.bmp Jollyrancherred.bmp 49 52 0 u 2 1 593.045544 1.01 0.91 
BM2_706 0 2 1 34 174 Hersheymilk_several.bmp Laffytaffyred_one.bmp 47 50 1 i 2 1 645.076100 1.08 1.01 
BM2_706 0 2 1 35 179 Cheezits.bmp Snickers.bmp 45 44 0 u 1 1 622.755182 1.15 1.19 
BM2_706 0 2 1 36 182 Ghiradelli_milk.bmp Lollipopred.bmp 37 60 1 u 3 0 950.404295 1.41 0.41 
BM2_706 0 2 1 37 185 redvines_small.bmp Milkduds.bmp 58 35 0 i 3 0 765.480353 0.53 1.49 
BM2_706 0 2 1 38 188 Jollyranchergreen.bmp Laffytaffyred_one.bmp 48 50 1 i 2 1 1005.154413 1.07 1.01 
BM2_706 0 2 1 39 191 Jollyrancherred.bmp Laffytaffyred_one.bmp 52 50 1 i 2 1 1108.039958 0.91 1.01 
BM2_706 0 2 1 40 195 Ghiradelli_milk.bmp redvines_small.bmp 37 58 1 u 3 0 952.742697 1.41 0.53 
BM2_706 0 2 1 41 200 3Musketeers.bmp Butterfinger.bmp 41 40 0 i 1 0 1010.441060 1.29 1.32 
BM2_706 0 2 1 42 204 MilkyWay.bmp Snickers.bmp 38 44 0 i 1 0 958.917700 1.37 1.19 
BM2_706 0 2 1 43 208 Dots_one.bmp AnimalCrackers.bmp 59 34 0 i 3 0 787.031570 0.49 1.53 
BM2_706 0 2 1 44 212 Cheezits.bmp Skittles.bmp 45 39 0 i 1 0 663.675513 1.15 1.35 
BM2_706 0 2 1 45 218 Dots_one.bmp Milkduds.bmp 59 35 0 i 3 0 614.331976 0.49 1.49 
BM2_706 0 2 1 46 224 Cheetos.bmp Butterfinger.bmp 42 40 0 i 1 0 1157.036973 1.26 1.32 
BM2_706 0 2 1 47 229 MilkyWay.bmp Skittles.bmp 38 39 0 i 1 0 758.706472 1.37 1.35 
BM2_706 0 2 1 48 236 Fritos.bmp Hersheymilk_several.bmp 46 47 0 u 2 1 634.941354 1.09 1.08 
