subjid runnum itemname onsettime trialtype RT respInTime Audiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_706 10 Hersheymilk_several.bmp 892.88 22 927.13 220.00 7.501050e+02 b 893.88 8.166667e+02 7.666667e+02 47 4 
BM2_706 10 redvines_small.bmp 895.87 24 999000.00 240.00 999000  896.89 8.166667e+02 7.666667e+02 58 3 
BM2_706 10 Laffytaffyred_one.bmp 899.88 24 999000.00 240.00 999000  900.90 8.166667e+02 7.666667e+02 50 46 
BM2_706 10 Skittles.bmp 901.87 11 965.37 110.00 8.167773e+02 b 902.89 8.333333e+02 7.666667e+02 39 55 
BM2_706 10 Granolabar.bmp 903.88 24 999000.00 240.00 999000  904.90 8.333333e+02 7.666667e+02 49 37 
BM2_706 10 Cheezits.bmp 907.87 12 999000.00 120.00 999000  908.89 8.333333e+02 7.666667e+02 45 21 
BM2_706 10 Milkduds.bmp 909.88 12 999000.00 120.00 999000  910.90 8.333333e+02 7.666667e+02 35 13 
BM2_706 10 Fritos.bmp 914.88 24 999000.00 240.00 999000  915.90 8.333333e+02 7.666667e+02 46 28 
BM2_706 10 Jollyranchergreen.bmp 916.88 22 905.65 220.00 7.667569e+02 b 917.90 8.333333e+02 7.833333e+02 48 5 
BM2_706 10 100grand_small.bmp 919.87 24 999000.00 240.00 999000  920.89 8.333333e+02 7.833333e+02 56 60 
BM2_706 10 Jollyrancherred.bmp 922.87 22 920.87 220.00 7.834281e+02 b 923.89 8.333333e+02 8.000000e+02 52 38 
BM2_706 10 Butterfinger.bmp 926.88 11 1020.97 1100.00 8.334150e+02 b 927.90 7.833333e+02 8.000000e+02 40 6 
BM2_706 10 Whatchamacallit.bmp 929.87 11 988.58 110.00 7.834139e+02 b 930.89 8.000000e+02 8.000000e+02 43 50 
BM2_706 10 Lollipopred.bmp 931.88 24 999000.00 240.00 999000  932.90 8.000000e+02 8.000000e+02 60 57 
BM2_706 10 Snickers.bmp 934.87 11 1014.27 1100.00 8.000926e+02 b 935.89 7.500000e+02 8.000000e+02 44 39 
BM2_706 10 Dots_one.bmp 938.88 24 999000.00 240.00 999000  939.90 7.500000e+02 8.000000e+02 59 44 
BM2_706 10 AnimalCrackers.bmp 941.88 12 999000.00 120.00 999000  942.89 7.500000e+02 8.000000e+02 34 42 
BM2_706 10 Crunch.bmp 943.88 12 999000.00 120.00 999000  944.90 7.500000e+02 8.000000e+02 31 27 
BM2_706 10 PringlesRed.bmp 945.87 12 999000.00 120.00 999000  946.89 7.500000e+02 8.000000e+02 32 22 
BM2_706 10 Riprolls.bmp 950.87 24 999000.00 240.00 999000  951.89 7.500000e+02 8.000000e+02 54 58 
BM2_706 10 MilkyWay.bmp 954.88 12 999000.00 120.00 999000  955.90 7.500000e+02 8.000000e+02 38 48 
BM2_706 10 FrootLoops.bmp 958.88 24 999000.00 240.00 999000  959.90 7.500000e+02 8.000000e+02 57 1 
BM2_706 10 3Musketeers.bmp 964.88 12 999000.00 120.00 999000  965.90 7.500000e+02 8.000000e+02 41 16 
BM2_706 10 Ghiradelli_milk.bmp 966.88 12 999000.00 120.00 999000  967.90 7.500000e+02 8.000000e+02 37 45 
BM2_706 10 BabyRuth.bmp 968.87 12 999000.00 120.00 999000  969.89 7.500000e+02 8.000000e+02 33 56 
BM2_706 10 Laysclassic.bmp 970.88 22 974.32 220.00 8.000933e+02 b 971.90 7.500000e+02 8.166667e+02 51 51 
BM2_706 10 FigNewton_small.bmp 972.87 12 999000.00 120.00 999000  973.89 7.500000e+02 8.166667e+02 36 35 
BM2_706 10 Cheetos.bmp 976.88 12 999000.00 120.00 999000  977.90 7.500000e+02 8.166667e+02 42 23 
BM2_706 10 Hersheykisses.bmp 978.87 24 999000.00 240.00 999000  979.89 7.500000e+02 8.166667e+02 55 24 
BM2_706 10 Lindt_small.bmp 982.88 24 999000.00 240.00 999000  983.90 7.500000e+02 8.166667e+02 53 59 
