subjid runnum itemname onsettime trialtype RT respInTime Audiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_710 13 Reeses.bmp 1116.39 12 999000.00 120.00 999000  1117.41 8.166667e+02 9.500000e+02 38 42 
BM2_710 13 Lollipopred.bmp 1118.38 22 874.70 22.00 9.501057e+02 b 1119.40 8.166667e+02 9.666667e+02 52 51 
BM2_710 13 Granolabar.bmp 1122.37 12 999000.00 120.00 999000  1123.39 8.166667e+02 9.666667e+02 42 19 
BM2_710 13 Laffytaffyred_one.bmp 1125.38 24 999000.00 240.00 999000  1126.40 8.166667e+02 9.666667e+02 59 55 
BM2_710 13 MrsFields.bmp 1127.37 22 928.94 22.00 9.667582e+02 b 1128.39 8.166667e+02 9.833333e+02 47 35 
BM2_710 13 Fritos.bmp 1130.38 24 999000.00 240.00 999000  1131.40 8.166667e+02 9.833333e+02 54 22 
BM2_710 13 Riprolls.bmp 1134.38 24 999000.00 240.00 999000  1135.40 8.166667e+02 9.833333e+02 60 2 
BM2_710 13 Dots_one.bmp 1138.37 22 1041.18 2200.00 9.834362e+02 b 1139.39 8.166667e+02 9.333333e+02 48 4 
BM2_710 13 Hersheykisses.bmp 1140.38 12 999000.00 120.00 999000  1141.40 8.166667e+02 9.333333e+02 32 32 
BM2_710 13 PopTartsCinnamon.bmp 1145.38 12 999000.00 120.00 999000  1146.40 8.166667e+02 9.333333e+02 36 37 
BM2_710 13 100grand_small.bmp 1147.38 24 999000.00 240.00 999000  1148.40 8.166667e+02 9.333333e+02 57 60 
BM2_710 13 Cheetos.bmp 1149.37 11 889.52 110.00 8.167737e+02 b 1150.39 8.333333e+02 9.333333e+02 40 38 
BM2_710 13 FlamingCheetos.bmp 1155.37 12 999000.00 120.00 999000  1156.39 8.333333e+02 9.333333e+02 31 33 
BM2_710 13 Jollyrancherred.bmp 1157.38 24 999000.00 240.00 999000  1158.40 8.333333e+02 9.333333e+02 55 27 
BM2_710 13 ChipsAhoy_small.bmp 1159.37 11 884.84 110.00 8.334354e+02 b 1160.39 8.500000e+02 9.333333e+02 39 18 
BM2_710 13 Goldfish.bmp 1161.37 12 999000.00 120.00 999000  1162.39 8.500000e+02 9.333333e+02 41 50 
BM2_710 13 RitzBitz2.bmp 1165.37 11 747.47 11.00 8.500833e+02 b 1166.39 8.666667e+02 9.333333e+02 44 17 
BM2_710 13 Butterfinger.bmp 1169.38 11 1167.48 1100.00 8.667469e+02 b 1170.40 8.166667e+02 9.333333e+02 43 34 
BM2_710 13 Sourpatch.bmp 1172.37 24 999000.00 240.00 999000  1173.39 8.166667e+02 9.333333e+02 58 48 
BM2_710 13 FrootLoops.bmp 1176.37 24 999000.00 240.00 999000  1177.39 8.166667e+02 9.333333e+02 49 46 
BM2_710 13 Jollyranchergreen.bmp 1179.38 24 999000.00 240.00 999000  1180.40 8.166667e+02 9.333333e+02 53 5 
BM2_710 13 Funyuns_small.bmp 1181.37 12 999000.00 120.00 999000  1182.39 8.166667e+02 9.333333e+02 33 31 
BM2_710 13 FamousAmos_small.bmp 1185.38 12 999000.00 120.00 999000  1186.40 8.166667e+02 9.333333e+02 34 21 
BM2_710 13 PringlesRed.bmp 1187.37 24 999000.00 240.00 999000  1188.39 8.166667e+02 9.333333e+02 50 39 
BM2_710 13 SourSkittles.bmp 1189.37 24 999000.00 240.00 999000  1190.39 8.166667e+02 9.333333e+02 46 9 
BM2_710 13 RiceKrispyTreat_small.bmp 1193.37 12 999000.00 120.00 999000  1194.39 8.166667e+02 9.333333e+02 35 57 
BM2_710 13 redvines_small.bmp 1195.38 22 876.76 22.00 9.334085e+02 b 1196.40 8.166667e+02 9.500000e+02 51 45 
BM2_710 13 BabyRuth.bmp 1199.37 12 999000.00 120.00 999000  1200.39 8.166667e+02 9.500000e+02 37 40 
BM2_710 13 Milano.bmp 1203.37 24 999000.00 240.00 999000  1204.39 8.166667e+02 9.500000e+02 56 29 
BM2_710 13 Whatchamacallit.bmp 1206.38 12 999000.00 120.00 999000  1207.40 8.166667e+02 9.500000e+02 45 41 
