subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidValueLeft bidValueRight 
BM2_716 0 2 4 1 0 Laffytaffyred_one.bmp redvines_small.bmp 39 42 1 u 1 0 740.459377 0.02 0.02 
BM2_716 0 2 4 2 10 PopTartsStrawberry.bmp RiceKrispyTreat_small.bmp 53 51 0 u 2 1 696.364856 0.01 0.01 
BM2_716 0 2 4 3 13 Riprolls.bmp 3Musketeers.bmp 45 40 0 i 1 0 871.431874 0.01 0.02 
BM2_716 0 2 4 4 16 3Musketeers.bmp Doritosranch.bmp 40 38 1 u 1 0 670.447503 0.02 0.03 
BM2_716 0 2 4 5 20 Doritosranch.bmp Laffytaffyred_one.bmp 38 39 0 i 1 0 1243.608798 0.03 0.02 
BM2_716 0 2 4 6 24 100grand_small.bmp Skittles.bmp 48 49 1 u 2 0 663.705876 0.01 0.01 
BM2_716 0 2 4 7 28 SourSkittles.bmp Riprolls.bmp 44 45 1 u 1 0 780.330398 0.01 0.01 
BM2_716 0 2 4 8 32 Dots_one.bmp 100grand_small.bmp 50 48 0 i 2 0 608.981211 0.01 0.01 
BM2_716 0 2 4 9 38 FigNewton_small.bmp PayDay.bmp 37 60 1 i 3 1 654.645923 0.03 0.01 
BM2_716 0 2 4 10 42 Ghiradelli_milk.bmp Milkduds.bmp 57 35 0 u 3 1 732.249476 0.01 0.31 
BM2_716 0 2 4 11 45 AnimalCrackers.bmp PringlesRed.bmp 58 36 0 u 3 1 1115.357203 0.01 0.25 
BM2_716 0 2 4 12 48 PopTartsStrawberry.bmp 100grand_small.bmp 53 48 0 u 2 1 706.929928 0.01 0.01 
BM2_716 0 2 4 13 52 FigNewton_small.bmp Ghiradelli_milk.bmp 37 57 1 i 3 1 630.967192 0.03 0.01 
BM2_716 0 2 4 14 61 FrootLoops.bmp PopTartsCinnamon.bmp 52 46 1 i 2 1 685.260986 0.01 0.01 
BM2_716 0 2 4 15 68 Laffytaffyred_one.bmp Jollyrancherred.bmp 39 41 1 u 1 0 800.913245 0.02 0.02 
BM2_716 0 2 4 16 73 Lollipopred.bmp Jollyranchergreen.bmp 59 34 0 u 3 1 882.628551 0.01 0.37 
BM2_716 0 2 4 17 77 Jollyrancherred.bmp SourSkittles.bmp 41 44 0 u 1 1 718.866860 0.02 0.01 
BM2_716 0 2 4 18 80 AnimalCrackers.bmp FigNewton_small.bmp 58 37 0 u 3 1 846.210925 0.01 0.03 
BM2_716 0 2 4 19 84 PayDay.bmp Milkduds.bmp 60 35 0 u 3 1 1098.862556 0.01 0.31 
BM2_716 0 2 4 20 93 MilkyWay.bmp PopTartsStrawberry.bmp 47 53 1 i 2 1 1001.119454 0.01 0.01 
BM2_716 0 2 4 21 98 PringlesRed.bmp Lollipopred.bmp 36 59 1 u 3 0 874.765684 0.25 0.01 
BM2_716 0 2 4 22 101 redvines_small.bmp SourSkittles.bmp 42 44 0 i 1 0 801.926762 0.02 0.01 
BM2_716 0 2 4 23 104 PayDay.bmp PringlesRed.bmp 60 36 0 i 3 0 809.489143 0.01 0.25 
BM2_716 0 2 4 24 108 redvines_small.bmp 3Musketeers.bmp 42 40 0 i 1 0 622.143773 0.02 0.02 
BM2_716 0 2 4 25 111 PayDay.bmp Jollyranchergreen.bmp 60 34 0 u 3 1 597.178957 0.01 0.37 
BM2_716 0 2 4 26 114 Jollyrancherred.bmp 3Musketeers.bmp 41 40 0 i 1 0 908.733975 0.02 0.02 
BM2_716 0 2 4 27 123 Skittles.bmp FrootLoops.bmp 49 52 0 u 2 1 978.458461 0.01 0.01 
BM2_716 0 2 4 28 126 Funyuns_small.bmp Riprolls.bmp 43 45 1 u 1 0 890.124055 0.01 0.01 
BM2_716 0 2 4 29 130 Funyuns_small.bmp Jollyrancherred.bmp 43 41 1 u 1 0 606.068676 0.01 0.02 
BM2_716 0 2 4 30 135 Milkduds.bmp Lollipopred.bmp 35 59 1 i 3 1 679.843406 0.31 0.01 
BM2_716 0 2 4 31 148 Dots_one.bmp MilkyWay.bmp 50 47 0 i 2 0 978.680275 0.01 0.01 
BM2_716 0 2 4 32 151 MilkyWay.bmp PopTartsCinnamon.bmp 47 46 1 i 2 1 1041.712726 0.01 0.01 
BM2_716 0 2 4 33 154 PringlesRed.bmp Ghiradelli_milk.bmp 36 57 1 u 3 0 681.362968 0.25 0.01 
BM2_716 0 2 4 34 160 Skittles.bmp RiceKrispyTreat_small.bmp 49 51 0 i 2 0 1287.192714 0.01 0.01 
BM2_716 0 2 4 35 164 100grand_small.bmp PopTartsCinnamon.bmp 48 46 1 i 2 1 676.611284 0.01 0.01 
BM2_716 0 2 4 36 168 Funyuns_small.bmp redvines_small.bmp 43 42 1 u 1 0 832.760172 0.01 0.02 
BM2_716 0 2 4 37 171 Jollyranchergreen.bmp AnimalCrackers.bmp 34 58 1 i 3 1 656.304430 0.37 0.01 
BM2_716 0 2 4 38 177 RiceKrispyTreat_small.bmp PopTartsCinnamon.bmp 51 46 1 i 2 1 558.515834 0.01 0.01 
BM2_716 0 2 4 39 181 FigNewton_small.bmp Lollipopred.bmp 37 59 1 i 3 1 763.643755 0.03 0.01 
BM2_716 0 2 4 40 187 FrootLoops.bmp PopTartsStrawberry.bmp 52 53 1 i 2 1 746.241303 0.01 0.01 
BM2_716 0 2 4 41 192 Dots_one.bmp FrootLoops.bmp 50 52 0 i 2 0 1051.961703 0.01 0.01 
BM2_716 0 2 4 42 202 Skittles.bmp MilkyWay.bmp 49 47 0 i 2 0 902.566337 0.01 0.01 
BM2_716 0 2 4 43 212 Laffytaffyred_one.bmp Riprolls.bmp 39 45 1 u 1 0 617.918614 0.02 0.01 
BM2_716 0 2 4 44 220 Doritosranch.bmp Funyuns_small.bmp 38 43 0 i 1 0 923.248628 0.03 0.01 
BM2_716 0 2 4 45 224 SourSkittles.bmp Doritosranch.bmp 44 38 1 i 1 1 687.198013 0.01 0.03 
BM2_716 0 2 4 46 227 AnimalCrackers.bmp Milkduds.bmp 58 35 0 u 3 1 726.883559 0.01 0.31 
BM2_716 0 2 4 47 230 Jollyranchergreen.bmp Ghiradelli_milk.bmp 34 57 1 i 3 1 653.945974 0.37 0.01 
BM2_716 0 2 4 48 233 Dots_one.bmp RiceKrispyTreat_small.bmp 50 51 0 i 2 0 573.639347 0.01 0.01 
