subjid runnum itemname onsettime trialtype RT respInTime Audiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_715 6 FigNewton_small.bmp 492.58 24 999000.00 240.00 999000  493.58 7.500000e+02 7.500000e+02 59 28 
BM2_715 6 Lollipopred.bmp 497.57 24 999000.00 240.00 999000  498.59 7.500000e+02 7.500000e+02 60 48 
BM2_715 6 Goldfish.bmp 499.58 22 937.14 220.00 7.501085e+02 b 500.60 7.500000e+02 7.666667e+02 49 46 
BM2_715 6 Milkduds.bmp 501.57 12 999000.00 120.00 999000  502.59 7.500000e+02 7.666667e+02 40 49 
BM2_715 6 AnimalCrackers.bmp 507.57 11 922.33 110.00 7.501185e+02 b 508.59 7.666667e+02 7.666667e+02 45 30 
BM2_715 6 FrootLoops.bmp 509.58 11 996.40 110.00 7.667568e+02 b 510.60 7.833333e+02 7.666667e+02 42 53 
BM2_715 6 PeanutMMs.bmp 512.57 12 999000.00 120.00 999000  513.59 7.833333e+02 7.666667e+02 33 19 
BM2_715 6 3Musketeers.bmp 514.58 12 999000.00 120.00 999000  515.60 7.833333e+02 7.666667e+02 31 3 
BM2_715 6 TeddyGrahamschocolate.bmp 518.57 12 999000.00 120.00 999000  519.59 7.833333e+02 7.666667e+02 44 29 
BM2_715 6 Fritos.bmp 520.58 22 980.80 220.00 7.667495e+02 b 521.60 7.833333e+02 7.833333e+02 53 18 
BM2_715 6 SourSkittles.bmp 525.58 24 999000.00 240.00 999000  526.59 7.833333e+02 7.833333e+02 51 24 
BM2_715 6 Sourpatch.bmp 532.58 12 999000.00 120.00 999000  533.60 7.833333e+02 7.833333e+02 34 22 
BM2_715 6 Doritosranch.bmp 534.57 24 999000.00 240.00 999000  535.59 7.833333e+02 7.833333e+02 52 42 
BM2_715 6 Hersheymilk_several.bmp 537.58 22 1091.65 2200.00 7.834186e+02 b 538.60 7.833333e+02 7.333333e+02 46 31 
BM2_715 6 Granolabar.bmp 540.57 24 999000.00 240.00 999000  541.59 7.833333e+02 7.333333e+02 54 5 
BM2_715 6 ChipsAhoy_small.bmp 544.57 12 999000.00 120.00 999000  545.59 7.833333e+02 7.333333e+02 36 37 
BM2_715 6 Oreos.bmp 548.58 12 999000.00 120.00 999000  549.60 7.833333e+02 7.333333e+02 39 4 
BM2_715 6 Funyuns_small.bmp 552.57 24 999000.00 240.00 999000  553.59 7.833333e+02 7.333333e+02 58 8 
BM2_715 6 Dots_one.bmp 555.58 12 999000.00 120.00 999000  556.60 7.833333e+02 7.333333e+02 32 23 
BM2_715 6 FamousAmos_small.bmp 561.57 12 999000.00 120.00 999000  562.59 7.833333e+02 7.333333e+02 35 35 
BM2_715 6 Milano.bmp 563.57 24 999000.00 240.00 999000  564.59 7.833333e+02 7.333333e+02 47 2 
BM2_715 6 redvines_small.bmp 566.58 22 895.96 220.00 7.334267e+02 b 567.60 7.833333e+02 7.500000e+02 50 58 
BM2_715 6 Riprolls.bmp 568.57 11 962.54 110.00 7.834382e+02 b 569.59 8.000000e+02 7.500000e+02 38 9 
BM2_715 6 Jollyranchergreen.bmp 570.58 12 999000.00 120.00 999000  571.60 8.000000e+02 7.500000e+02 37 27 
BM2_715 6 Keeblerfudgestripes.bmp 572.57 24 999000.00 240.00 999000  573.59 8.000000e+02 7.500000e+02 48 11 
BM2_715 6 Laffytaffyred_one.bmp 575.58 12 999000.00 120.00 999000  576.59 8.000000e+02 7.500000e+02 43 60 
BM2_715 6 Cheetos.bmp 579.57 24 999000.00 240.00 999000  580.59 8.000000e+02 7.500000e+02 55 51 
BM2_715 6 Slimjim.bmp 581.58 24 999000.00 240.00 999000  582.60 8.000000e+02 7.500000e+02 56 55 
BM2_715 6 CheesyDoritos.bmp 583.57 24 999000.00 240.00 999000  584.59 8.000000e+02 7.500000e+02 57 43 
BM2_715 6 Jollyrancherred.bmp 585.57 11 1024.33 1100.00 8.001040e+02 b 586.59 7.500000e+02 7.500000e+02 41 47 
