subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	FixationTime	Contingency
BM_105	NaN	1	1	1	1	NaN	1144.jpg	2217.jpg	69	70	0	NaN	8	NaN	NaN	0.3459723	0.3383694	NaN	1
BM_105	NaN	1	1	1	2	NaN	2112.jpg	2249.jpg	50	53	1	NaN	6	NaN	NaN	0.4657483	0.4485507	NaN	0.5
BM_105	NaN	1	1	1	3	NaN	1017.jpg	1207.jpg	42	45	1	NaN	5	NaN	NaN	0.485134	0.4792426	NaN	1
BM_105	NaN	1	1	1	4	NaN	2016.jpg	2058.jpg	18	17	1	NaN	2	NaN	NaN	0.6287	0.6289552	NaN	0.5
BM_105	NaN	1	1	1	5	NaN	1191.jpg	1080.jpg	33	39	1	NaN	4	NaN	NaN	0.5312081	0.4958859	NaN	1
BM_105	NaN	1	1	1	6	NaN	1150.jpg	1031.jpg	28	26	0	NaN	3	NaN	NaN	0.5619693	0.5682138	NaN	0.5
BM_105	NaN	1	1	1	7	NaN	2015.jpg	1035.jpg	15	13	0	NaN	1	NaN	NaN	0.6471409	0.6518422	NaN	1
BM_105	NaN	1	1	1	8	NaN	1050.jpg	2201.jpg	19	24	1	NaN	2	NaN	NaN	0.6261012	0.5816458	NaN	0.5
BM_105	NaN	1	1	1	9	NaN	2181.jpg	1114.jpg	49	54	0	NaN	6	NaN	NaN	0.4703718	0.4482983	NaN	0.5
BM_105	NaN	1	1	1	10	NaN	1246.jpg	1207.jpg	43	45	1	NaN	5	NaN	NaN	0.4824556	0.4792426	NaN	1
BM_105	NaN	1	1	1	11	NaN	2209.jpg	2111.jpg	48	47	0	NaN	5	NaN	NaN	0.4755896	0.4771214	NaN	1
BM_105	NaN	1	1	1	12	NaN	2063.jpg	2194.jpg	40	34	1	NaN	4	NaN	NaN	0.4953241	0.5145143	NaN	1
BM_105	NaN	1	1	1	13	NaN	1130.jpg	2155.jpg	61	57	0	NaN	7	NaN	NaN	0.4077226	0.4325353	NaN	0.5
BM_105	NaN	1	1	1	14	NaN	1027.jpg	2249.jpg	51	53	1	NaN	6	NaN	NaN	0.4607908	0.4485507	NaN	0.5
BM_105	NaN	1	1	1	15	NaN	1019.jpg	2217.jpg	72	70	0	NaN	8	NaN	NaN	0.3148464	0.3383694	NaN	1
BM_105	NaN	1	1	1	16	NaN	1173.jpg	2229.jpg	25	27	0	NaN	3	NaN	NaN	0.5726202	0.5663601	NaN	0.5
BM_105	NaN	1	1	1	17	NaN	1183.jpg	2006.jpg	65	67	0	NaN	8	NaN	NaN	0.3692357	0.3561029	NaN	1
BM_105	NaN	1	1	1	18	NaN	2209.jpg	2125.jpg	48	46	0	NaN	5	NaN	NaN	0.4755896	0.4778769	NaN	1
BM_105	NaN	1	1	1	19	NaN	1019.jpg	1146.jpg	72	66	0	NaN	8	NaN	NaN	0.3148464	0.3569368	NaN	1
BM_105	NaN	1	1	1	20	NaN	1114.jpg	2154.jpg	54	56	1	NaN	6	NaN	NaN	0.4482983	0.4346002	NaN	0.5
BM_105	NaN	1	1	1	21	NaN	1130.jpg	2153.jpg	61	63	0	NaN	7	NaN	NaN	0.4077226	0.3900244	NaN	0.5
BM_105	NaN	1	1	1	22	NaN	1216.jpg	1191.jpg	35	33	0	NaN	4	NaN	NaN	0.513083	0.5312081	NaN	1
BM_105	NaN	1	1	1	23	NaN	2089.jpg	1210.jpg	71	68	1	NaN	8	NaN	NaN	0.3287527	0.3555609	NaN	1
BM_105	NaN	1	1	1	24	NaN	2094.jpg	2053.jpg	22	20	1	NaN	2	NaN	NaN	0.6075805	0.6223354	NaN	0.5
BM_105	NaN	1	1	1	25	NaN	2039.jpg	2112.jpg	52	50	0	NaN	6	NaN	NaN	0.4569377	0.4657483	NaN	0.5
BM_105	NaN	1	1	1	26	NaN	2164.jpg	1013.jpg	32	31	1	NaN	3	NaN	NaN	0.5391153	0.5391417	NaN	0.5
BM_105	NaN	1	1	1	27	NaN	2240.jpg	1035.jpg	14	13	0	NaN	1	NaN	NaN	0.6489979	0.6518422	NaN	1
BM_105	NaN	1	1	1	28	NaN	1144.jpg	1146.jpg	69	66	0	NaN	8	NaN	NaN	0.3459723	0.3569368	NaN	1
BM_105	NaN	1	1	1	29	NaN	1007.jpg	1073.jpg	62	59	1	NaN	7	NaN	NaN	0.3951615	0.4157655	NaN	0.5
BM_105	NaN	1	1	1	30	NaN	2155.jpg	1202.jpg	57	58	1	NaN	7	NaN	NaN	0.4325353	0.4263285	NaN	0.5
BM_105	NaN	1	1	1	31	NaN	1204.jpg	1130.jpg	60	61	1	NaN	7	NaN	NaN	0.4112354	0.4077226	NaN	0.5
BM_105	NaN	1	1	1	32	NaN	2039.jpg	1114.jpg	52	54	0	NaN	6	NaN	NaN	0.4569377	0.4482983	NaN	0.5
BM_105	NaN	1	1	1	33	NaN	1146.jpg	1210.jpg	66	68	1	NaN	8	NaN	NaN	0.3569368	0.3555609	NaN	1
BM_105	NaN	1	1	1	34	NaN	2154.jpg	2008.jpg	56	55	0	NaN	6	NaN	NaN	0.4346002	0.4381561	NaN	0.5
BM_105	NaN	1	1	1	35	NaN	1057.jpg	2024.jpg	30	29	0	NaN	3	NaN	NaN	0.5401909	0.5571813	NaN	0.5
BM_105	NaN	1	1	1	36	NaN	1127.jpg	2153.jpg	64	63	0	NaN	7	NaN	NaN	0.3819551	0.3900244	NaN	0.5
BM_105	NaN	1	1	1	37	NaN	2024.jpg	1173.jpg	29	25	1	NaN	3	NaN	NaN	0.5571813	0.5726202	NaN	0.5
BM_105	NaN	1	1	1	38	NaN	1228.jpg	2110.jpg	10	12	0	NaN	1	NaN	NaN	0.6607874	0.6538727	NaN	1
BM_105	NaN	1	1	1	39	NaN	1192.jpg	2063.jpg	38	40	0	NaN	4	NaN	NaN	0.500903	0.4953241	NaN	1
BM_105	NaN	1	1	1	40	NaN	1192.jpg	1191.jpg	38	33	0	NaN	4	NaN	NaN	0.500903	0.5312081	NaN	1
BM_105	NaN	1	1	1	41	NaN	1150.jpg	2164.jpg	28	32	0	NaN	3	NaN	NaN	0.5619693	0.5391153	NaN	0.5
BM_105	NaN	1	1	1	42	NaN	2006.jpg	1019.jpg	67	72	1	NaN	8	NaN	NaN	0.3561029	0.3148464	NaN	1
BM_105	NaN	1	1	1	43	NaN	1182.jpg	2094.jpg	21	22	0	NaN	2	NaN	NaN	0.6204854	0.6075805	NaN	0.5
BM_105	NaN	1	1	1	44	NaN	2111.jpg	2124.jpg	47	41	1	NaN	5	NaN	NaN	0.4771214	0.4863786	NaN	1
BM_105	NaN	1	1	1	45	NaN	2110.jpg	2240.jpg	12	14	1	NaN	1	NaN	NaN	0.6538727	0.6489979	NaN	1
BM_105	NaN	1	1	1	46	NaN	2155.jpg	1073.jpg	57	59	1	NaN	7	NaN	NaN	0.4325353	0.4157655	NaN	0.5
BM_105	NaN	1	1	1	47	NaN	2153.jpg	1073.jpg	63	59	1	NaN	7	NaN	NaN	0.3900244	0.4157655	NaN	0.5
BM_105	NaN	1	1	1	48	NaN	2118.jpg	2041.jpg	9	11	1	NaN	1	NaN	NaN	0.6622207	0.6554675	NaN	1
BM_105	NaN	1	1	1	49	NaN	1173.jpg	1031.jpg	25	26	0	NaN	3	NaN	NaN	0.5726202	0.5682138	NaN	0.5
BM_105	NaN	1	1	1	50	NaN	1035.jpg	2041.jpg	13	11	1	NaN	1	NaN	NaN	0.6518422	0.6554675	NaN	1
BM_105	NaN	1	1	1	51	NaN	2094.jpg	2201.jpg	22	24	1	NaN	2	NaN	NaN	0.6075805	0.5816458	NaN	0.5
BM_105	NaN	1	1	1	52	NaN	1191.jpg	2194.jpg	33	34	1	NaN	4	NaN	NaN	0.5312081	0.5145143	NaN	1
BM_105	NaN	1	1	1	53	NaN	1228.jpg	2118.jpg	10	9	0	NaN	1	NaN	NaN	0.6607874	0.6622207	NaN	1
BM_105	NaN	1	1	1	54	NaN	1080.jpg	2063.jpg	39	40	0	NaN	4	NaN	NaN	0.4958859	0.4953241	NaN	1
BM_105	NaN	1	1	1	55	NaN	1027.jpg	2039.jpg	51	52	1	NaN	6	NaN	NaN	0.4607908	0.4569377	NaN	0.5
BM_105	NaN	1	1	1	56	NaN	1050.jpg	2058.jpg	19	17	1	NaN	2	NaN	NaN	0.6261012	0.6289552	NaN	0.5
BM_105	NaN	1	1	1	57	NaN	2201.jpg	1145.jpg	24	23	0	NaN	2	NaN	NaN	0.5816458	0.5913686	NaN	0.5
BM_105	NaN	1	1	1	58	NaN	2041.jpg	1220.jpg	11	16	0	NaN	1	NaN	NaN	0.6554675	0.6301342	NaN	1
BM_105	NaN	1	1	1	59	NaN	1192.jpg	2218.jpg	38	37	0	NaN	4	NaN	NaN	0.500903	0.5047563	NaN	1
BM_105	NaN	1	1	1	60	NaN	2111.jpg	1115.jpg	47	44	1	NaN	5	NaN	NaN	0.4771214	0.481344	NaN	1
BM_105	NaN	1	1	1	61	NaN	2124.jpg	1246.jpg	41	43	0	NaN	5	NaN	NaN	0.4863786	0.4824556	NaN	1
BM_105	NaN	1	1	1	62	NaN	1182.jpg	1050.jpg	21	19	0	NaN	2	NaN	NaN	0.6204854	0.6261012	NaN	0.5
BM_105	NaN	1	1	1	63	NaN	1207.jpg	2125.jpg	45	46	0	NaN	5	NaN	NaN	0.4792426	0.4778769	NaN	1
BM_105	NaN	1	1	1	64	NaN	2229.jpg	1057.jpg	27	30	1	NaN	3	NaN	NaN	0.5663601	0.5401909	NaN	0.5
BM_105	NaN	1	2	1	65	NaN	2089.jpg	1183.jpg	71	65	1	NaN	8	NaN	NaN	0.3287527	0.3692357	NaN	1
BM_105	NaN	1	2	1	66	NaN	2154.jpg	2112.jpg	56	50	0	NaN	6	NaN	NaN	0.4346002	0.4657483	NaN	0.5
BM_105	NaN	1	2	1	67	NaN	2124.jpg	1017.jpg	41	42	0	NaN	5	NaN	NaN	0.4863786	0.485134	NaN	1
