subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	FixationTime	Contingency
BM_116	NaN	4	1	1	1	NaN	2006.jpg	2128.jpg	33	35	1	NaN	4	NaN	NaN	0.578293	0.5621595	NaN	0.5
BM_116	NaN	4	1	1	2	NaN	2154.jpg	2053.jpg	27	28	0	NaN	3	NaN	NaN	0.6064895	0.5962696	NaN	1
BM_116	NaN	4	1	1	3	NaN	2111.jpg	1080.jpg	66	68	1	NaN	8	NaN	NaN	0.2887446	0.2720059	NaN	1
BM_116	NaN	4	1	1	4	NaN	2053.jpg	2240.jpg	28	31	1	NaN	3	NaN	NaN	0.5962696	0.5944173	NaN	1
BM_116	NaN	4	1	1	5	NaN	2041.jpg	1115.jpg	19	17	1	NaN	2	NaN	NaN	0.6664999	0.6750854	NaN	1
BM_116	NaN	4	1	1	6	NaN	2209.jpg	2110.jpg	59	57	0	NaN	7	NaN	NaN	0.3770692	0.3842916	NaN	0.5
BM_116	NaN	4	1	1	7	NaN	1080.jpg	1017.jpg	68	71	0	NaN	8	NaN	NaN	0.2720059	0.2417758	NaN	1
BM_116	NaN	4	1	1	8	NaN	2024.jpg	2164.jpg	42	41	0	NaN	5	NaN	NaN	0.5045426	0.5055645	NaN	1
BM_116	NaN	4	1	1	9	NaN	2039.jpg	1114.jpg	9	10	1	NaN	1	NaN	NaN	0.7308007	0.7238032	NaN	0.5
BM_116	NaN	4	1	1	10	NaN	2016.jpg	1210.jpg	32	26	1	NaN	3	NaN	NaN	0.5888252	0.6154964	NaN	1
BM_116	NaN	4	1	1	11	NaN	2041.jpg	2118.jpg	19	22	1	NaN	2	NaN	NaN	0.6664999	0.637071	NaN	1
BM_116	NaN	4	1	1	12	NaN	2155.jpg	1050.jpg	49	53	0	NaN	6	NaN	NaN	0.4482493	0.4161769	NaN	0.5
BM_116	NaN	4	1	1	13	NaN	2181.jpg	2118.jpg	18	22	1	NaN	2	NaN	NaN	0.6691671	0.637071	NaN	1
BM_116	NaN	4	1	1	14	NaN	1246.jpg	1228.jpg	34	37	0	NaN	4	NaN	NaN	0.573378	0.5425479	NaN	0.5
BM_116	NaN	4	1	1	15	NaN	2008.jpg	2149.jpg	25	30	1	NaN	3	NaN	NaN	0.6196487	0.5951683	NaN	1
BM_116	NaN	4	1	1	16	NaN	1017.jpg	2217.jpg	71	65	1	NaN	8	NaN	NaN	0.2417758	0.3003777	NaN	1
BM_116	NaN	4	1	1	17	NaN	2201.jpg	1073.jpg	43	44	0	NaN	5	NaN	NaN	0.4942291	0.4919717	NaN	1
BM_116	NaN	4	1	1	18	NaN	2006.jpg	1246.jpg	33	34	1	NaN	4	NaN	NaN	0.578293	0.573378	NaN	0.5
BM_116	NaN	4	1	1	19	NaN	1050.jpg	1207.jpg	53	55	1	NaN	6	NaN	NaN	0.4161769	0.3927651	NaN	0.5
BM_116	NaN	4	1	1	20	NaN	2249.jpg	1254.jpg	13	15	1	NaN	1	NaN	NaN	0.7041435	0.6906691	NaN	0.5
BM_116	NaN	4	1	1	21	NaN	2249.jpg	2124.jpg	13	14	1	NaN	1	NaN	NaN	0.7041435	0.6969402	NaN	0.5
BM_116	NaN	4	1	1	22	NaN	2218.jpg	2201.jpg	47	43	1	NaN	5	NaN	NaN	0.4579931	0.4942291	NaN	1
