Subject	StimRank	StimValue	StimName	StimNum	ValueGroup	Contingency
BM_110	1	0.9451838	2154.jpg	66	0	0
BM_110	2	0.8859131	2249.jpg	80	0	0
BM_110	3	0.8763699	2008.jpg	42	0	0
BM_110	4	0.8595193	2010.jpg	43	0	0
BM_110	5	0.8547986	2016.jpg	45	0	0
BM_110	6	0.8469198	2181.jpg	69	0	0
BM_110	7	0.8468954	2118.jpg	60	0	0
BM_110	8	0.8173166	1028.jpg	7	0	0
BM_110	9	0.8129139	2006.jpg	41	1	1
BM_110	10	0.8106383	2212.jpg	73	1	0
BM_110	11	0.7994266	2094.jpg	56	1	0
BM_110	12	0.7933671	2039.jpg	47	1	1
BM_110	13	0.7863434	2063.jpg	54	1	1
BM_110	14	0.7743495	2125.jpg	62	1	0
BM_110	15	0.7727611	2043.jpg	49	1	0
BM_110	16	0.7689802	2153.jpg	65	1	1
BM_110	17	0.7325054	2217.jpg	74	2	0
BM_110	18	0.719932	2112.jpg	59	2	0.5
BM_110	19	0.6921575	2124.jpg	61	2	0.5
BM_110	20	0.6899911	1073.jpg	14	2	0
BM_110	21	0.6845582	2201.jpg	71	2	0
BM_110	22	0.6826631	2218.jpg	75	2	0.5
BM_110	23	0.6599376	2089.jpg	55	2	0.5
BM_110	24	0.6576391	2248.jpg	79	2	0
BM_110	25	0.6294294	1255.jpg	39	3	0.5
BM_110	26	0.6121583	2054.jpg	52	3	0
BM_110	27	0.6101215	1254.jpg	38	3	0
BM_110	28	0.5951393	2240.jpg	78	3	0.5
BM_110	29	0.5720596	2149.jpg	64	3	0.5
BM_110	30	0.5661085	2053.jpg	51	3	0
BM_110	31	0.5607549	1202.jpg	29	3	0
BM_110	32	0.553199	1007.jpg	1	3	0.5
BM_110	33	0.5522638	2015.jpg	44	4	1
BM_110	34	0.5522582	2209.jpg	72	4	0
BM_110	35	0.5483601	1144.jpg	20	4	0
BM_110	36	0.5366894	2128.jpg	63	4	1
BM_110	37	0.5344989	2058.jpg	53	4	0
BM_110	38	0.5310364	1052.jpg	11	4	1
BM_110	39	0.5017898	2229.jpg	77	4	1
BM_110	40	0.4809356	1114.jpg	16	4	0
BM_110	41	0.4628561	1050.jpg	10	5	0
BM_110	42	0.4565016	2041.jpg	48	5	0.5
BM_110	43	0.455356	1246.jpg	37	5	0.5
BM_110	44	0.4364025	1060.jpg	13	5	0
BM_110	45	0.4323388	1183.jpg	26	5	0
BM_110	46	0.4282461	2164.jpg	68	5	0.5
BM_110	47	0.4272478	1127.jpg	18	5	0.5
BM_110	48	0.4175814	1216.jpg	33	5	0
BM_110	49	0.4174695	1031.jpg	8	6	0
BM_110	50	0.4084502	1182.jpg	25	6	1
BM_110	51	0.3977413	1027.jpg	6	6	1
BM_110	52	0.3735605	1146.jpg	22	6	0
BM_110	53	0.370849	2024.jpg	46	6	0
BM_110	54	0.3519497	1013.jpg	3	6	1
BM_110	55	0.3463711	1204.jpg	30	6	1
BM_110	56	0.3454156	1210.jpg	32	6	0
BM_110	57	0.3447552	1207.jpg	31	7	1
BM_110	58	0.3447206	1019.jpg	5	7	0
BM_110	59	0.3433428	1226.jpg	35	7	0
BM_110	60	0.339775	1009.jpg	2	7	1
BM_110	61	0.3385726	1228.jpg	36	7	1
BM_110	62	0.3293505	1145.jpg	21	7	0
BM_110	63	0.3285648	1220.jpg	34	7	0
BM_110	64	0.3122349	2155.jpg	67	7	1
BM_110	65	0.2992183	2221.jpg	76	8	0
BM_110	66	0.275732	1017.jpg	4	8	0.5
BM_110	67	0.2730417	2045.jpg	50	8	0.5
BM_110	68	0.2525068	1130.jpg	19	8	0
BM_110	69	0.2396413	1035.jpg	9	8	0.5
BM_110	70	0.2240916	1262.jpg	40	8	0
BM_110	71	0.2229832	1115.jpg	17	8	0
BM_110	72	0.221607	1191.jpg	27	8	0.5
BM_110	73	0.1981003	1080.jpg	15	0	0
BM_110	74	0.1777532	1192.jpg	28	0	0
BM_110	75	0.152259	2194.jpg	70	0	0
BM_110	76	0.1417371	2111.jpg	58	0	0
BM_110	77	0.1282023	1057.jpg	12	0	0
BM_110	78	0.1170324	1150.jpg	23	0	0
BM_110	79	0.1089026	2110.jpg	57	0	0
BM_110	80	0.04965434	1173.jpg	24	0	0
