Subject	StimRank	StimValue	StimName	StimNum	ValueGroup	Contingency
BM_101	1	0.9392083	1254.jpg	38	0	0
BM_101	2	0.9106762	2212.jpg	73	0	0
BM_101	3	0.8940773	2089.jpg	55	0	0
BM_101	4	0.8640717	1191.jpg	27	0	0
BM_101	5	0.8608265	2249.jpg	80	0	0
BM_101	6	0.8387011	1255.jpg	39	0	0
BM_101	7	0.8379361	1216.jpg	33	0	0
BM_101	8	0.8065343	1220.jpg	34	0	0
BM_101	9	0.8036851	2153.jpg	65	1	0
BM_101	10	0.7865125	1145.jpg	21	1	1
BM_101	11	0.7749029	1115.jpg	17	1	1
BM_101	12	0.7604481	1210.jpg	32	1	0
BM_101	13	0.754666	2248.jpg	79	1	0
BM_101	14	0.7418089	1073.jpg	14	1	1
BM_101	15	0.7332475	1052.jpg	11	1	1
BM_101	16	0.7071884	1207.jpg	31	1	0
BM_101	17	0.7036767	1182.jpg	25	2	0.5
BM_101	18	0.702145	1146.jpg	22	2	0
BM_101	19	0.6989874	1144.jpg	20	2	0
BM_101	20	0.6839568	1007.jpg	1	2	0.5
BM_101	21	0.6783642	1130.jpg	19	2	0
BM_101	22	0.6662779	1228.jpg	36	2	0.5
BM_101	23	0.6519434	1031.jpg	8	2	0.5
BM_101	24	0.645497	1114.jpg	16	2	0
BM_101	25	0.6424979	1028.jpg	7	3	0
BM_101	26	0.6319596	1009.jpg	2	3	0.5
BM_101	27	0.6144937	1013.jpg	3	3	0.5
BM_101	28	0.6090991	2015.jpg	44	3	0
BM_101	29	0.6029419	2008.jpg	42	3	0.5
BM_101	30	0.594708	1202.jpg	29	3	0
BM_101	31	0.5819986	2112.jpg	59	3	0
BM_101	32	0.5781702	1050.jpg	10	3	0.5
BM_101	33	0.5720826	1127.jpg	18	4	0
BM_101	34	0.554404	2063.jpg	54	4	1
BM_101	35	0.5364034	2154.jpg	66	4	1
BM_101	36	0.5268598	1019.jpg	5	4	0
BM_101	37	0.5241374	2043.jpg	49	4	1
BM_101	38	0.5224118	1204.jpg	30	4	0
BM_101	39	0.5006986	2054.jpg	52	4	0
BM_101	40	0.4713451	2124.jpg	61	4	1
BM_101	41	0.4636892	1060.jpg	13	5	1
BM_101	42	0.4551437	2006.jpg	41	5	0
BM_101	43	0.4497893	1035.jpg	9	5	0
BM_101	44	0.4357311	2181.jpg	69	5	1
BM_101	45	0.430535	2010.jpg	43	5	1
BM_101	46	0.4263407	2221.jpg	76	5	0
BM_101	47	0.4174244	2229.jpg	77	5	0
BM_101	48	0.4129474	2240.jpg	78	5	1
BM_101	49	0.4096056	2016.jpg	45	6	0.5
BM_101	50	0.409342	2149.jpg	64	6	0
BM_101	51	0.4092294	2111.jpg	58	6	0
BM_101	52	0.4065891	2125.jpg	62	6	0.5
BM_101	53	0.3980166	2128.jpg	63	6	0
BM_101	54	0.393297	2218.jpg	75	6	0.5
BM_101	55	0.3863393	2217.jpg	74	6	0.5
BM_101	56	0.3775701	2209.jpg	72	6	0
BM_101	57	0.3672055	2118.jpg	60	7	0
BM_101	58	0.3545221	1027.jpg	6	7	0.5
BM_101	59	0.3365097	2039.jpg	47	7	0.5
BM_101	60	0.3346542	1192.jpg	28	7	0
BM_101	61	0.3287103	1057.jpg	12	7	0.5
BM_101	62	0.3267902	2024.jpg	46	7	0
BM_101	63	0.3241657	2041.jpg	48	7	0
BM_101	64	0.3090286	2155.jpg	67	7	0.5
BM_101	65	0.3082253	1183.jpg	26	8	1
BM_101	66	0.2953078	2164.jpg	68	8	0
BM_101	67	0.2421469	1017.jpg	4	8	0
BM_101	68	0.2169102	2053.jpg	51	8	1
BM_101	69	0.210888	1246.jpg	37	8	1
BM_101	70	0.2076916	1262.jpg	40	8	0
BM_101	71	0.2003057	2094.jpg	56	8	0
BM_101	72	0.1932928	1173.jpg	24	8	1
BM_101	73	0.1884263	1226.jpg	35	0	0
BM_101	74	0.1755252	2045.jpg	50	0	0
BM_101	75	0.1726257	2201.jpg	71	0	0
BM_101	76	0.1668386	2058.jpg	53	0	0
BM_101	77	0.1660038	2110.jpg	57	0	0
BM_101	78	0.1568534	2194.jpg	70	0	0
BM_101	79	0.113908	1150.jpg	23	0	0
BM_101	80	0.1123231	1080.jpg	15	0	0
