Subject	StimRank	StimValue	StimName	StimNum	ValueGroup	Contingency	Go	Run	TrialInRun	Trial	TrialOnset	TrialOffset	Ladder	CueOnset	RT	KeyPressed	onsetPlanned	onset	duration
BM_121	77	0.1361581	1183.jpg	26	0	0	0	1	1	1	2.00529702800122	3.47103064400289	0.85	NaN	NaN	x	2	2.00529702800122	1.46573361600167
BM_121	36	0.5687414	2125.jpg	62	4	1	1	1	2	2	3.50441431400395	4.95624456200312	0.85	850.796466002066	1265.1974649998	b	3.5	3.50441431400395	1.45183024799917
BM_121	75	0.1809459	1202.jpg	29	0	0	0	1	3	3	5.00655680400087	6.4577640780044	0.85	NaN	NaN	x	5	5.00655680400087	1.45120727400354
BM_121	61	0.3089683	1144.jpg	20	7	0	0	1	4	4	6.50831249800103	7.95959078600572	0.85	NaN	NaN	x	6.5	6.50831249800103	1.45127828800469
BM_121	4	0.8796546	2054.jpg	52	0	0	0	1	5	5	8.00962269500451	9.46154262200434	0.85	NaN	NaN	x	8	8.00962269500451	1.45191992699984
BM_121	1	1.003292	2094.jpg	56	0	0	0	1	6	6	9.51134191400342	10.9629717390053	0.85	NaN	NaN	x	9.5	9.51134191400342	1.45162982500187
BM_121	79	0.09761343	1073.jpg	14	0	0	0	1	7	7	10.9963908720019	12.4476506290011	0.85	NaN	NaN	x	11	10.9963908720019	1.45125975699921
BM_121	69	0.2271623	1115.jpg	17	8	1	1	1	8	8	12.4980043940013	13.9498129810017	0.85	850.923443998909	1231.65216299822	b	12.5	12.4980043940013	1.45180858700041
BM_121	71	0.2230639	1013.jpg	3	8	0	0	1	9	9	14.0000121120029	15.451122765	0.85	NaN	NaN	x	14	14.0000121120029	1.45111065299716
BM_121	45	0.4642154	1114.jpg	16	5	1	1	1	10	10	15.5011707630038	16.952923609002	0.85	851.275467997766	1140.47332699556	b	15.5	15.5011707630038	1.45175284599827
BM_121	56	0.3416911	1173.jpg	24	6	0	0	1	11	11	17.0034032750045	18.4545927940053	0.85	NaN	NaN	x	17	17.0034032750045	1.45118951900076
BM_121	25	0.6264144	2015.jpg	44	3	0.5	1	1	12	12	18.5047851900017	19.9566879560007	0.85	851.476634998107	1104.83497100358	b	18.5	18.5047851900017	1.45190276599897
BM_121	2	0.9542604	2006.jpg	41	0	0	0	1	13	13	20.0064653520021	21.4582921800029	0.85	NaN	NaN	x	20	20.0064653520021	1.45182682800078
BM_121	31	0.595806	2181.jpg	69	3	0.5	1	1	14	14	21.5080474170027	22.9597491150053	0.85	851.108433002082	1077.63997300208	b	21.5	21.5080474170027	1.45170169800258
BM_121	72	0.2150577	1262.jpg	40	8	1	1	1	15	15	23.0096894330054	24.4613860970057	0.85	851.134218995867	1279.96702599921	b	23	23.0096894330054	1.45169666400034
BM_121	7	0.8289591	2218.jpg	75	0	0	0	1	16	16	24.5117668770035	25.9632662120057	0.85	NaN	1233.84766600066	b	24.5	24.5117668770035	1.45149933500215
BM_121	78	0.0999576	1246.jpg	37	0	0	0	1	17	17	25.9968167260013	27.4480340030059	0.85	NaN	NaN	x	26	25.9968167260013	1.45121727700462
BM_121	11	0.7686756	2008.jpg	42	1	1	1	1	18	18	27.4985937240053	28.949741381999	0.85	850.658381998073	1103.11637799896	b	27.5	27.4985937240053	1.45114765799372
BM_121	53	0.3805978	2149.jpg	64	6	0	0	1	19	19	29.0000599210034	30.4519812330036	0.85	NaN	NaN	x	29	29.0000599210034	1.4519213120002
BM_121	50	0.4128794	2024.jpg	46	6	0	0	1	20	20	30.501558377	31.9531932220052	0.85	NaN	NaN	x	30.5	30.501558377	1.45163484500517
BM_121	73	0.2020803	1057.jpg	12	0	0	0	1	21	21	32.003326763006	33.4549409120009	0.85	NaN	NaN	x	32	32.003326763006	1.45161414899485
BM_121	47	0.446572	2128.jpg	63	5	0	0	1	22	22	33.5051548810006	34.956451555001	0.85	NaN	NaN	x	33.5	33.5051548810006	1.45129667400033
BM_121	58	0.3203627	1052.jpg	11	7	0.5	0	1	23	23	35.0071380500012	36.4584638680026	0.85	NaN	NaN	x	35	35.0071380500012	1.45132581800135
BM_121	3	0.9297702	2164.jpg	68	0	0	0	1	24	24	36.5085011050032	37.9596729490004	0.85	NaN	NaN	x	36.5	36.5085011050032	1.45117184399714
BM_121	54	0.3535575	1007.jpg	1	6	0.5	0	1	25	25	38.0100473820057	39.4617833209995	0.85	NaN	NaN	x	38	38.0100473820057	1.45173593899381
BM_121	24	0.6315843	2053.jpg	51	2	0	0	1	26	26	39.4950713979997	40.947111694004	0.85	NaN	NaN	x	39.5	39.4950713979997	1.45204029600427
BM_121	35	0.5688971	2221.jpg	76	4	0	0	1	27	27	40.9967817870056	42.4487795500027	0.85	NaN	NaN	x	41	40.9967817870056	1.45199776299705
BM_121	64	0.2769147	1130.jpg	19	7	0	0	1	28	28	42.4981353730036	43.9502224840035	0.85	NaN	NaN	x	42.5	42.4981353730036	1.45208711099986
BM_121	21	0.6595056	2229.jpg	77	2	0	0	1	29	29	43.9999547350017	45.4516451020027	0.85	NaN	NaN	x	44	43.9999547350017	1.45169036700099
BM_121	8	0.8047878	2112.jpg	59	0	0	0	1	30	30	45.5021280180008	46.9531936190033	0.85	NaN	NaN	x	45.5	45.5021280180008	1.45106560100248
BM_121	41	0.5125122	1182.jpg	25	5	1	1	1	31	31	47.0037211830058	48.4553687680018	0.85	850.641856995935	1269.87302299676	b	47	47.0037211830058	1.45164758499595
BM_121	10	0.7732489	2110.jpg	57	1	1	1	1	32	32	48.5052817480027	49.9569477379991	0.85	850.835541998094	1136.36845000292	b	48.5	48.5052817480027	1.4516659899964
BM_121	60	0.3150239	1145.jpg	21	7	0	0	1	33	33	50.0067675500031	51.4585232470054	0.85	NaN	NaN	x	50	50.0067675500031	1.45175569700223
BM_121	30	0.6039542	2212.jpg	73	3	0.5	1	1	34	34	51.508241319003	52.9601402420012	0.85	851.815574998909	1165.42323899921	b	51.5	51.508241319003	1.45189892299823
BM_121	44	0.4759345	2201.jpg	71	5	1	1	1	35	35	53.0107256740012	54.4620684360052	0.85	850.364933998208	1110.89831699792	b	53	53.0107256740012	1.45134276200406
BM_121	76	0.158085	1220.jpg	34	0	0	0	1	36	36	54.4953148570057	55.9468152250047	0.85	NaN	NaN	x	54.5	54.4953148570057	1.45150036799896
BM_121	65	0.2702679	2194.jpg	70	8	1	1	1	37	37	55.9968180729993	57.4485930500014	0.85	850.969043000077	1220.74990900001	b	56	55.9968180729993	1.45177497700206
BM_121	26	0.6185192	1191.jpg	27	3	0	0	1	38	38	57.498850957003	58.9508569890022	0.85	NaN	NaN	x	57.5	57.498850957003	1.45200603199919
BM_121	33	0.5837186	2209.jpg	72	4	1	1	1	39	39	59.000073823001	60.4521206510035	0.85	851.143947998935	1081.58483900479	b	59	59.000073823001	1.45204682800249
BM_121	48	0.4379245	1031.jpg	8	5	1	1	1	40	40	60.5019137800045	61.9538603380061	0.85	850.951467000414	1171.66133499995	b	60.5	60.5019137800045	1.45194655800151
BM_121	16	0.6834514	2058.jpg	53	1	1	1	1	41	41	62.0034788199991	63.4551806020027	0.85	850.896119001845	1198.21448400035	b	62	62.0034788199991	1.45170178200351
BM_121	42	0.5120925	2154.jpg	66	5	0	0	1	42	42	63.5052012350061	64.9569297000053	0.85	NaN	NaN	x	63.5	63.5052012350061	1.45172846499918
BM_121	9	0.777782	2124.jpg	61	1	0	0	1	43	43	65.0073108400029	66.4584384560003	0.85	NaN	NaN	x	65	65.0073108400029	1.45112761599739
BM_121	6	0.8363637	2153.jpg	65	0	0	0	1	44	44	66.5089095170042	67.9601067500043	0.85	NaN	NaN	x	66.5	66.5089095170042	1.45119723300013
BM_121	15	0.6926331	1009.jpg	2	1	0	0	1	45	45	68.0104166900055	69.4621434630026	0.85	NaN	NaN	x	68	68.0104166900055	1.45172677299706
BM_121	38	0.559295	1035.jpg	9	4	1	1	1	46	46	69.495461768005	70.9470642980014	0.85	850.625160994241	1202.11090799421	b	69.5	69.495461768005	1.45160252999631
BM_121	74	0.18431	1150.jpg	23	0	0	0	1	47	47	70.9970239079994	72.4486365520061	0.85	NaN	NaN	x	71	70.9970239079994	1.45161264400667
BM_121	40	0.5473676	2063.jpg	54	4	0	0	1	48	48	72.4988591030051	73.9505440930006	0.85	NaN	NaN	x	72.5	72.4988591030051	1.45168498999556
BM_121	63	0.2936674	1204.jpg	30	7	0.5	1	1	49	49	74.0002008010051	75.4519369780028	0.85	851.689073999296	1129.41182299983	b	74	74.0002008010051	1.45173617699766
BM_121	57	0.3345597	2155.jpg	67	7	0	0	1	50	50	75.5025876590007	76.9536668270011	0.85	NaN	NaN	x	75.5	75.5025876590007	1.45107916800043
BM_121	49	0.4162639	1192.jpg	28	6	0.5	1	1	51	51	77.0038816510059	78.4558409900055	0.85	850.691829997231	1101.69837099966	b	77	77.0038816510059	1.45195933899959
BM_121	5	0.8574347	1017.jpg	4	0	0	0	1	52	52	78.5055966930013	79.9572560380038	0.85	NaN	NaN	x	78.5	78.5055966930013	1.45165934500255
BM_121	18	0.6800054	2249.jpg	80	2	0	0	1	53	53	80.007154595005	81.4588803430015	0.85	NaN	NaN	x	80	80.007154595005	1.45172574799653
BM_121	14	0.7300794	2118.jpg	60	1	0	0	1	54	54	81.5087276570048	82.9604729450002	0.85	NaN	NaN	x	81.5	81.5087276570048	1.45174528799544
BM_121	28	0.6060277	2217.jpg	74	3	0.5	1	1	55	55	83.0103428959992	84.4621177459994	0.85	851.408220005396	1167.29082900565	b	83	83.0103428959992	1.45177485000022
BM_121	70	0.2262131	2045.jpg	50	8	0	0	1	56	56	84.4955224700025	85.9471000609992	0.85	NaN	NaN	x	84.5	84.4955224700025	1.45157759099675
BM_121	13	0.7346361	1028.jpg	7	1	1	1	1	57	57	85.9970020340043	87.4488049960055	0.85	851.489606997347	1140.68999300071	b	86	85.9970020340043	1.45180296200124
BM_121	34	0.5802754	1050.jpg	10	4	0	0	1	58	58	87.4990387900034	88.9503898000039	0.85	NaN	NaN	x	87.5	87.4990387900034	1.45135101000051
BM_121	32	0.5942534	2039.jpg	47	3	0	0	1	59	59	89.0007425720032	90.4528208449992	0.85	NaN	NaN	x	89	89.0007425720032	1.452078272996
BM_121	19	0.6764241	2010.jpg	43	2	0	0	1	60	60	90.5023039830048	91.9537975740022	0.85	NaN	NaN	x	90.5	90.5023039830048	1.45149359099742
BM_121	51	0.4055434	1027.jpg	6	6	0	0	1	61	61	92.0039657439993	93.4556226230052	0.85	NaN	NaN	x	92	92.0039657439993	1.4516568790059
BM_121	27	0.6111877	2043.jpg	49	3	0	0	1	62	62	93.5055937659999	94.9570927270033	0.85	NaN	NaN	x	93.5	93.5055937659999	1.45149896100338
BM_121	46	0.4573586	1254.jpg	38	5	0	0	1	63	63	95.0076323720059	96.4589468519989	0.85	NaN	NaN	x	95	95.0076323720059	1.45131447999302
BM_121	59	0.3151345	1019.jpg	5	7	0.5	0	1	64	64	96.5091744660022	97.9604803840048	0.85	NaN	NaN	x	96.5	96.5091744660022	1.45130591800262
BM_121	22	0.6471574	1207.jpg	31	2	0.5	1	1	65	65	98.0108165510028	99.4623767950034	0.85	850.718747999053	1350.7841410028	b	98	98.0108165510028	1.45156024400058
BM_121	23	0.6410777	2240.jpg	78	2	0.5	0	1	66	66	99.4956900260004	100.947666802	0.85	NaN	NaN	x	99.5	99.4956900260004	1.45197677599936
BM_121	39	0.5511073	2016.jpg	45	4	1	1	1	67	67	100.997667107004	102.449359189006	0.85	850.498403997335	1260.07614000264	b	101	100.997667107004	1.45169208200241
BM_121	67	0.2370447	1228.jpg	36	8	0	0	1	68	68	102.499065604999	103.950636601003	0.85	NaN	NaN	x	102.5	102.499065604999	1.45157099600328
BM_121	12	0.76393	2089.jpg	55	1	0	0	1	69	69	104.000650463	105.452287232001	0.85	NaN	NaN	x	104	104.000650463	1.4516367690012
BM_121	20	0.6601012	1216.jpg	33	2	0.5	0	1	70	70	105.503165304006	106.954361863005	0.85	NaN	NaN	x	105.5	105.503165304006	1.45119655899907
BM_121	62	0.304548	1210.jpg	32	7	0.5	1	1	71	71	107.004391082002	108.455944180001	0.85	850.561352999648	1181.30585199833	b	107	107.004391082002	1.45155309799884
BM_121	52	0.4033364	1127.jpg	18	6	0.5	0	1	72	72	108.505891957	109.957527710001	0.85	NaN	NaN	x	108.5	108.505891957	1.45163575300103
BM_121	68	0.2312333	2111.jpg	58	8	1	1	1	73	73	110.007515731006	111.459051919002	0.85	850.738580993493	1082.18999499513	b	110	110.007515731006	1.45153618799668
BM_121	37	0.5617725	2248.jpg	79	4	0	0	1	74	74	111.509005664004	112.960736724999	0.85	NaN	NaN	x	111.5	111.509005664004	1.45173106099537
BM_121	66	0.2401457	1146.jpg	22	8	0	0	1	75	75	113.011312201001	114.462928036002	0.85	NaN	NaN	x	113	113.011312201001	1.45161583500158
BM_121	55	0.3437928	1226.jpg	35	6	0.5	0	1	76	76	114.495765883999	115.947580009	0.85	NaN	353.799727003206	b	114.5	114.495765883999	1.45181412500096
BM_121	17	0.6803414	1255.jpg	39	2	0.5	1	1	77	77	115.997684947004	117.449180666001	0.85	850.929948996054	NaN	x	116	115.997684947004	1.45149571899674
BM_121	43	0.4940265	1060.jpg	13	5	0	0	1	78	78	117.499609216	118.950730759003	0.85	NaN	NaN	x	117.5	117.499609216	1.45112154300296
BM_121	80	0.06473715	1080.jpg	15	0	0	0	1	79	79	119.001108397002	120.452952521002	0.85	NaN	NaN	x	119	119.001108397002	1.45184412399976
BM_121	29	0.6059526	2041.jpg	48	3	0	0	1	80	80	120.502583168003	121.954288605004	0.85	NaN	NaN	x	120.5	120.502583168003	1.45170543700078
BM_121	7	0.8289591	2218.jpg	75	0	0	0	2	1	81	122.004119325	123.455913392005	0.85	NaN	NaN	x	122	122.004119325	1.45179406700481
BM_121	75	0.1809459	1202.jpg	29	0	0	0	2	2	82	123.505799258004	124.957623273003	0.85	NaN	NaN	x	123.5	123.505799258004	1.45182401499915
BM_121	65	0.2702679	2194.jpg	70	8	1	1	2	3	83	125.007864525003	126.459212144	0.85	850.545870998758	1225.7932049979	b	125	125.007864525003	1.45134761899681
BM_121	10	0.7732489	2110.jpg	57	1	1	1	2	4	84	126.509473741004	127.960889832	0.85	850.937720999354	1140.23293399805	b	126.5	126.509473741004	1.45141609099664
BM_121	21	0.6595056	2229.jpg	77	2	0	0	2	5	85	128.011192057005	129.462730856001	0.85	NaN	NaN	x	128	128.011192057005	1.4515387989959
BM_121	42	0.5120925	2154.jpg	66	5	0	0	2	6	86	129.495840716001	130.948002646001	0.85	NaN	NaN	x	129.5	129.495840716001	1.45216192999942
BM_121	53	0.3805978	2149.jpg	64	6	0	0	2	7	87	130.997788706001	132.449282430003	0.85	NaN	NaN	x	131	130.997788706001	1.45149372400192
BM_121	52	0.4033364	1127.jpg	18	6	0.5	0	2	8	88	132.499140894004	133.950996530002	0.85	NaN	NaN	x	132.5	132.499140894004	1.45185563599807
BM_121	8	0.8047878	2112.jpg	59	0	0	0	2	9	89	134.001846329003	135.453040113003	0.85	NaN	NaN	x	134	134.001846329003	1.45119378399977
BM_121	71	0.2230639	1013.jpg	3	8	0	0	2	10	90	135.502770840001	136.954458428001	0.85	NaN	NaN	x	135.5	135.502770840001	1.45168758799991
BM_121	11	0.7686756	2008.jpg	42	1	1	1	2	11	91	137.004677515004	138.456191283003	0.85	850.46905100171	1148.91084800183	b	137	137.004677515004	1.45151376799913
BM_121	47	0.446572	2128.jpg	63	5	0	0	2	12	92	138.506158617005	139.958127648002	0.85	NaN	NaN	x	138.5	138.506158617005	1.45196903099713
BM_121	63	0.2936674	1204.jpg	30	7	0.5	1	2	13	93	140.007808161005	141.459372393001	0.85	851.083941000979	1241.83636799717	b	140	140.007808161005	1.4515642319966
BM_121	68	0.2312333	2111.jpg	58	8	1	1	2	14	94	141.509392144006	142.961094134	0.85	851.589406993298	1204.30448599654	b	141.5	141.509392144006	1.45170198999404
BM_121	13	0.7346361	1028.jpg	7	1	1	1	2	15	95	143.011553591001	144.462650735004	0.85	850.925931998063	854.032474999258	b	143	143.011553591001	1.45109714400314
BM_121	57	0.3345597	2155.jpg	67	7	0	0	2	16	96	144.496570460004	145.947627837006	0.85	NaN	NaN	x	144.5	144.496570460004	1.45105737700214
BM_121	56	0.3416911	1173.jpg	24	6	0	0	2	17	97	145.9978357	147.449463128003	0.85	NaN	NaN	x	146	145.9978357	1.45162742800312
BM_121	39	0.5511073	2016.jpg	45	4	1	1	2	18	98	147.499765243003	148.951071742005	0.85	850.860309001291	1069.92562700179	b	147.5	147.499765243003	1.45130649900238
BM_121	70	0.2262131	2045.jpg	50	8	0	0	2	19	99	149.001371408005	150.453040842003	0.85	NaN	NaN	x	149	149.001371408005	1.45166943399818
BM_121	4	0.8796546	2054.jpg	52	0	0	0	2	20	100	150.502891094002	151.954682585005	0.85	NaN	NaN	x	150.5	150.502891094002	1.45179149100295
BM_121	67	0.2370447	1228.jpg	36	8	0	0	2	21	101	152.005356078	153.456193559003	0.85	NaN	NaN	x	152	152.005356078	1.45083748100296
BM_121	62	0.304548	1210.jpg	32	7	0.5	0	2	22	102	153.506838761001	154.958390441003	0.85	NaN	NaN	x	153.5	153.506838761001	1.45155168000201
BM_121	9	0.777782	2124.jpg	61	1	0	0	2	23	103	155.008168095999	156.459532291999	0.85	NaN	NaN	x	155	155.008168095999	1.45136419600021
BM_121	16	0.6834514	2058.jpg	53	1	1	1	2	24	104	156.509834977005	157.961631618004	0.85	851.297453998995	1251.75217400101	b	156.5	156.509834977005	1.45179664099851
BM_121	64	0.2769147	1130.jpg	19	7	0	0	2	25	105	158.011325689004	159.462890653005	0.85	NaN	NaN	x	158	158.011325689004	1.45156496400159
BM_121	12	0.76393	2089.jpg	55	1	0	0	2	26	106	159.496520430002	160.948477851001	0.85	NaN	1041.13826299726	b	159.5	159.496520430002	1.45195742099895
BM_121	55	0.3437928	1226.jpg	35	6	0.5	0	2	27	107	160.998082405	162.449692450005	0.85	NaN	NaN	x	161	160.998082405	1.45161004500551
BM_121	78	0.0999576	1246.jpg	37	0	0	0	2	28	108	162.500057088	163.951324706999	0.85	NaN	NaN	x	162.5	162.500057088	1.45126761899883
BM_121	34	0.5802754	1050.jpg	10	4	0	0	2	29	109	164.001584157006	165.453356277001	0.85	NaN	NaN	x	164	164.001584157006	1.45177211999544
BM_121	23	0.6410777	2240.jpg	78	2	0.5	0	2	30	110	165.502947180001	166.954721403003	0.85	NaN	NaN	x	165.5	165.502947180001	1.45177422300185
BM_121	79	0.09761343	1073.jpg	14	0	0	0	2	31	111	167.004849009005	168.456307021006	0.85	NaN	NaN	x	167	167.004849009005	1.45145801200124
BM_121	2	0.9542604	2006.jpg	41	0	0	0	2	32	112	168.506460408003	169.957913654005	0.85	NaN	NaN	x	168.5	168.506460408003	1.45145324600162
BM_121	69	0.2271623	1115.jpg	17	8	1	1	2	33	113	170.008132850002	171.459728823	0.85	851.023526003701	1273.45447499829	b	170	170.008132850002	1.45159597299789
BM_121	41	0.5125122	1182.jpg	25	5	1	1	2	34	114	171.509913069	172.961319223003	0.85	850.801901004161	1203.67684400117	b	171.5	171.509913069	1.45140615400305
BM_121	20	0.6601012	1216.jpg	33	2	0.5	0	2	35	115	172.995300246002	174.446962588001	0.85	NaN	NaN	x	173	172.995300246002	1.4516623419986
BM_121	61	0.3089683	1144.jpg	20	7	0	0	2	36	116	174.496635711999	175.948126837	0.85	NaN	NaN	x	174.5	174.496635711999	1.45149112500076
BM_121	19	0.6764241	2010.jpg	43	2	0	0	2	37	117	175.998189275	177.450099376001	0.85	NaN	NaN	x	176	175.998189275	1.45191010100098
BM_121	38	0.559295	1035.jpg	9	4	1	1	2	38	118	177.500455221001	178.951544096002	0.85	850.645905004058	1117.16284399881	b	177.5	177.500455221001	1.45108887500101
BM_121	72	0.2150577	1262.jpg	40	8	1	1	2	39	119	179.001743935005	180.453668350005	0.85	850.812295000651	1239.94277799648	b	179	179.001743935005	1.45192441499967
BM_121	32	0.5942534	2039.jpg	47	3	0	0	2	40	120	180.503173154	181.954895330004	0.85	NaN	NaN	x	180.5	180.503173154	1.45172217600339
BM_121	33	0.5837186	2209.jpg	72	4	1	1	2	41	121	182.004943447006	183.456749276003	0.85	850.959706993308	1140.76597999519	b	182	182.004943447006	1.45180582899775
BM_121	22	0.6471574	1207.jpg	31	2	0.5	1	2	42	122	183.506647380003	184.958321523001	0.85	851.327147996926	1198.95820300007	b	183.5	183.506647380003	1.45167414299794
BM_121	1	1.003292	2094.jpg	56	0	0	0	2	43	123	185.008394419005	186.459844315003	0.85	NaN	NaN	x	185	185.008394419005	1.45144989599794
BM_121	6	0.8363637	2153.jpg	65	0	0	0	2	44	124	186.510311254002	187.961440873005	0.85	NaN	NaN	x	186.5	186.510311254002	1.45112961900304
BM_121	66	0.2401457	1146.jpg	22	8	0	0	2	45	125	187.995484519	189.446696707004	0.85	NaN	NaN	x	188	187.995484519	1.45121218800341
BM_121	43	0.4940265	1060.jpg	13	5	0	0	2	46	126	189.496798038999	190.948881652002	0.85	NaN	NaN	x	189.5	189.496798038999	1.4520836130032
BM_121	3	0.9297702	2164.jpg	68	0	0	0	2	47	127	190.998895187004	192.450232684001	0.85	NaN	NaN	x	191	190.998895187004	1.45133749699744
BM_121	77	0.1361581	1183.jpg	26	0	0	0	2	48	128	192.499945616	193.951737907002	0.85	NaN	NaN	x	192.5	192.499945616	1.45179229100177
BM_121	74	0.18431	1150.jpg	23	0	0	0	2	49	129	194.001627516001	195.453893667	0.85	NaN	NaN	x	194	194.001627516001	1.45226615099818
BM_121	46	0.4573586	1254.jpg	38	5	0	0	2	50	130	195.503589457003	196.955074657002	0.85	NaN	NaN	x	195.5	195.503589457003	1.4514851999993
BM_121	24	0.6315843	2053.jpg	51	2	0	0	2	51	131	197.005278446006	198.457384068999	0.85	NaN	NaN	x	197	197.005278446006	1.45210562299326
BM_121	44	0.4759345	2201.jpg	71	5	1	1	2	52	132	198.506901079003	199.958629663	0.85	850.972539003124	1246.71432800096	b	198.5	198.506901079003	1.45172858399746
