subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	FixationTime	Contingency	PlannedOnset	onset	duration
BM_103	0	3	1	1	1	4.00450764002744	1127.jpg	2053.jpg	66	65	0	u	8	0	782.793134974781	0.3488837	0.3596605	4.80541827605339	0.5	4	4.00450764002744	0.800910636025947
BM_103	0	3	1	1	2	7.60850301705068	1060.jpg	2221.jpg	26	28	0	i	3	1	906.808576954063	0.5729972	0.5678442	8.52589756000089	1	7.6	7.60850301705068	0.917394542950206
BM_103	0	3	1	1	3	12.9980096880463	2249.jpg	2008.jpg	47	44	0	u	5	0	925.314899999648	0.4789166	0.4904709	13.9320067799999	0.5	13	12.9980096880463	0.933997091953643
BM_103	0	3	1	1	4	18.4039401110495	2124.jpg	2110.jpg	48	46	1	u	5	1	951.370923954528	0.4774819	0.4880875	19.3717603540281	0.5	18.4	18.4039401110495	0.967820242978632
BM_103	0	3	1	1	5	22.2082445180276	1183.jpg	2006.jpg	70	67	1	i	8	0	899.060685012955	0.3144676	0.3440128	23.1259701470262	0.5	22.2	22.2082445180276	0.917725628998596
BM_103	0	3	1	1	6	27.6977901110076	2128.jpg	1192.jpg	49	51	0	i	6	1	913.521431037225	0.4774798	0.4600424	28.6321166670532	1	27.7	27.6977901110076	0.934326556045562
BM_103	0	3	1	1	7	33.0037002800382	2164.jpg	1031.jpg	21	17	0	i	2	1	639.601523987949	0.6002219	0.6289842	33.6544652490411	1	33	33.0037002800382	0.650764969002921
BM_103	0	3	1	1	8	37.5087481060182	1017.jpg	2054.jpg	56	55	0	i	6	1	974.563974014018	0.4318712	0.4440157	38.4933417520369	1	37.5	37.5087481060182	0.984593646018766
BM_103	0	3	1	1	9	41.0961259170435	2248.jpg	1127.jpg	68	66	1	i	8	0	1107.17625101097	0.3425732	0.3488837	42.2140598800033	0.5	41.1	41.0961259170435	1.1179339629598
BM_103	0	3	1	1	10	45.7013288790477	2154.jpg	1202.jpg	23	18	1	u	2	1	893.98676995188	0.5935007	0.6180031	46.6190439740312	1	45.7	45.7013288790477	0.917715094983578
BM_103	0	3	1	1	11	52.1085122330114	1207.jpg	2053.jpg	69	65	0	u	8	0	862.791788997129	0.3290077	0.3596605	52.9928698280128	0.5	52.1	52.1085122330114	0.884357595001347
BM_103	0	3	1	1	12	57.2976448090049	1191.jpg	1150.jpg	40	39	1	i	4	0	689.66613500379	0.4955345	0.4988329	57.9984976900159	0.5	57.3	57.2976448090049	0.700852881011087
BM_103	0	3	1	1	13	61.2020340570016	1191.jpg	1216.jpg	40	33	1	u	4	1	1049.27738604601	0.4955345	0.5373497	62.2699771500193	0.5	61.2	61.2020340570016	1.06794309301767
BM_103	0	3	1	1	14	67.6093029160402	2181.jpg	2043.jpg	29	31	0	i	3	1	1010.00792201376	0.55747	0.5468103	68.6267429870204	1	67.6	67.6093029160402	1.01744007098023
BM_103	0	3	1	1	15	71.0965512760449	2089.jpg	2112.jpg	27	25	0	i	3	1	770.75031097047	0.5687474	0.5807577	71.8807416729978	1	71.1	71.0965512760449	0.784190396952908
BM_103	0	3	1	1	16	75.3012382480083	2111.jpg	2194.jpg	61	57	0	x	7	999	999000	0.384083	0.4308014	76.8196563860402	1	75.3	75.3012382480083	1.51841813803185
BM_103	0	3	1	1	17	79.1054707330186	1013.jpg	1150.jpg	35	39	1	u	4	1	1353.83987298701	0.5200182	0.4988329	80.4737780910218	0.5	79.1	79.1054707330186	1.36830735800322
BM_103	0	3	1	1	18	82.2090142100351	1073.jpg	1019.jpg	43	41	0	i	5	1	914.286545012146	0.4905287	0.4945635	83.1433924559969	0.5	82.2	82.2090142100351	0.934378245961852
BM_103	0	3	1	1	19	85.5960784560302	2010.jpg	2201.jpg	59	62	0	u	7	0	903.220176987816	0.3981695	0.3712797	86.5138100630138	1	85.6	85.5960784560302	0.91773160698358
BM_103	0	3	1	1	20	89.300359956047	2006.jpg	2248.jpg	67	68	0	i	8	1	551.017766993027	0.3440128	0.3425732	89.8676150030224	0.5	89.3	89.300359956047	0.567255046975333
BM_103	0	3	1	1	21	93.5050187110319	1114.jpg	2164.jpg	20	21	1	i	2	0	650.293421989772	0.6100376	0.6002219	94.172435800021	1	93.5	93.5050187110319	0.667417088989168
BM_103	0	3	1	1	22	99.2948328950442	2201.jpg	2058.jpg	62	64	1	u	7	1	852.478139975574	0.3712797	0.3628067	100.162496914039	1	99.3	99.2948328950442	0.867664018995129
BM_103	0	3	1	1	23	102.89885835303	2054.jpg	2240.jpg	55	52	1	i	6	0	560.452918987721	0.4440157	0.4540926	103.482936059998	1	102.9	102.89885835303	0.584077706967946
BM_103	0	3	1	1	24	107.604191235034	2164.jpg	2154.jpg	21	23	0	u	2	0	647.135594976135	0.6002219	0.5935007	108.271592949051	1	107.6	107.604191235034	0.667401714017615
BM_103	0	3	1	1	25	113.593918561004	1254.jpg	2016.jpg	63	58	1	i	7	0	1201.39319699956	0.3643835	0.4290744	114.812347725034	1	113.6	113.593918561004	1.21842916402966
BM_103	0	3	1	1	26	117.899092854001	1130.jpg	1182.jpg	22	24	1	i	2	0	1072.21747201402	0.5943314	0.5854801	118.983630759001	1	117.9	117.899092854001	1.08453790500062
BM_103	0	3	1	1	27	123.004778616014	2217.jpg	1216.jpg	34	33	1	i	4	0	782.534315017983	0.5219325	0.5373497	123.805725450045	0.5	123	123.004778616014	0.800946834031492
BM_103	0	3	1	1	28	128.694497179007	2217.jpg	1150.jpg	34	39	1	i	4	0	844.814539013896	0.5219325	0.4988329	129.562140685041	0.5	128.7	128.694497179007	0.867643506033346
BM_103	0	3	1	1	29	135.201924363035	1052.jpg	2054.jpg	53	55	0	i	6	1	1001.36632000795	0.4488201	0.4440157	136.219690038008	1	135.2	135.201924363035	1.01776567497291
BM_103	0	3	1	1	30	140.607881321048	2118.jpg	1060.jpg	30	26	1	u	3	1	747.423833003268	0.5539261	0.5729972	141.375492570049	1	140.6	140.607881321048	0.767611249000765
BM_103	0	3	1	1	31	144.996209404024	1028.jpg	2111.jpg	60	61	1	u	7	1	911.101088975556	0.3901707	0.384083	145.930590914038	1	145	144.996209404024	0.934381510014646
BM_103	0	3	1	1	32	148.299901143007	1192.jpg	2240.jpg	51	52	1	u	6	1	703.399207035545	0.4600424	0.4540926	149.017377421027	1	148.3	148.299901143007	0.717476278019603
