subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	FixationTime	Contingency	PlannedOnset	onset	duration
BM_101	0	1	1	1	1	4.00460865796776	2054.jpg	2154.jpg	39	35	0	i	4	1	1104.08787702909	0.5006986	0.5364034	5.12248568201903	1	4	4.00460865796776	1.11787702405127
BM_101	0	1	1	1	2	7.70866561797448	2155.jpg	2024.jpg	64	62	1	x	7	999	999000	0.3090286	0.3267902	9.21037558501121	0.5	7.7	7.70866561797448	1.50170996703673
BM_101	0	1	1	1	3	11.2961021210067	2218.jpg	2128.jpg	54	53	1	u	6	1	1300.58387300232	0.393297	0.3980166	12.6142241440248	0.5	11.3	11.2961021210067	1.31812202301808
BM_101	0	1	1	1	4	15.1002938679885	2054.jpg	2124.jpg	39	40	0	i	4	1	1184.37747203279	0.5006986	0.4713451	16.3017198470188	1	15.1	15.1002938679885	1.20142597903032
BM_101	0	1	1	1	5	20.3061505500227	2008.jpg	2112.jpg	29	31	1	u	3	1	1010.5450169649	0.6029419	0.5819986	21.3406951350044	0.5	20.3	20.3061505500227	1.03454458498163
BM_101	0	1	1	1	6	23.7930787809892	1202.jpg	1009.jpg	30	26	0	i	3	1	987.611680990085	0.594708	0.6319596	24.7945627259905	0.5	23.8	23.7930787809892	1.00148394500138
BM_101	0	1	1	1	7	26.8969452650053	2125.jpg	2149.jpg	52	50	1	u	6	1	1467.72977698129	0.4065891	0.409342	28.3818971759756	0.5	26.9	26.8969452650053	1.48495191097027
BM_101	0	1	1	1	8	31.2017986279679	1183.jpg	1262.jpg	65	70	1	u	8	1	979.035544034559	0.3082253	0.2076916	32.2028214550228	1	31.2	31.2017986279679	1.00102282705484
BM_101	0	1	1	1	9	36.6078593260027	1262.jpg	1173.jpg	70	72	0	i	8	1	1028.8328609895	0.2076916	0.1932928	37.6590127979871	1	36.6	36.6078593260027	1.05115347198443
BM_101	0	1	1	1	10	39.9949414759758	2240.jpg	2221.jpg	48	46	1	u	5	1	849.74457701901	0.4129474	0.4263407	40.8623940909747	1	40	39.9949414759758	0.867452614998911
BM_101	0	1	1	1	11	45.3009737979737	1057.jpg	2041.jpg	61	63	1	u	7	1	1255.71111502359	0.3287103	0.3241657	46.5689449660131	0.5	45.3	45.3009737979737	1.26797116803937
BM_101	0	1	1	1	12	53.6933800029801	2128.jpg	2016.jpg	53	49	0	i	6	1	1183.32152400399	0.3980166	0.4096056	54.8950093130115	0.5	53.7	53.6933800029801	1.20162931003142
BM_101	0	1	1	1	13	59.2999817520031	1145.jpg	1207.jpg	10	16	1	u	1	1	1432.69862700254	0.7865125	0.7071884	60.7515680880169	1	59.3	59.2999817520031	1.45158633601386
BM_101	0	1	1	1	14	62.6037197880214	2039.jpg	2118.jpg	59	57	1	x	7	999	999000	0.3365097	0.3672055	64.1053595499834	0.5	62.6	62.6037197880214	1.501639761962
BM_101	0	1	1	1	15	66.7083226210088	1182.jpg	1146.jpg	17	18	1	u	2	1	1168.38514496339	0.7036767	0.702145	67.8929650959908	0.5	66.7	66.7083226210088	1.18464247498196
BM_101	0	1	1	1	16	70.5960122909746	1192.jpg	1027.jpg	60	58	0	u	7	0	1392.68210803857	0.3346542	0.3545221	71.997747315967	0.5	70.6	70.5960122909746	1.40173502499238
BM_101	0	1	1	1	17	74.8006644420093	2209.jpg	2125.jpg	56	52	0	i	6	1	940.055613988079	0.3775701	0.4065891	75.7517591540236	0.5	74.8	74.8006644420093	0.95109471201431
BM_101	0	1	1	1	18	79.1055993380141	2128.jpg	2125.jpg	53	52	0	i	6	1	1019.08861199627	0.3980166	0.4065891	80.1400215679896	0.5	79.1	79.1055993380141	1.03442222997546
