Subject	StimRank	StimValue	StimName	StimNum	ValueGroup	Contingency
BM_107	1	0.9640277	2153.jpg	65	0	0
BM_107	2	0.919919	1114.jpg	16	0	0
BM_107	3	0.9105764	2094.jpg	56	0	0
BM_107	4	0.881783	1254.jpg	38	0	0
BM_107	5	0.8711533	1202.jpg	29	0	0
BM_107	6	0.866733	1115.jpg	17	0	0
BM_107	7	0.8497257	2124.jpg	61	0	0
BM_107	8	0.841144	2249.jpg	80	0	0
BM_107	9	0.8199644	1255.jpg	39	1	0
BM_107	10	0.7897269	1031.jpg	8	1	0.5
BM_107	11	0.7648884	2045.jpg	50	1	0.5
BM_107	12	0.7476781	1019.jpg	5	1	0
BM_107	13	0.7254056	1080.jpg	15	1	0
BM_107	14	0.7231678	2209.jpg	72	1	0.5
BM_107	15	0.7126688	2125.jpg	62	1	0.5
BM_107	16	0.711758	2155.jpg	67	1	0
BM_107	17	0.7044599	2218.jpg	75	2	0
BM_107	18	0.7033054	1173.jpg	24	2	1
BM_107	19	0.6865283	1052.jpg	11	2	1
BM_107	20	0.6802752	1013.jpg	3	2	0
BM_107	21	0.6745322	2118.jpg	60	2	0
BM_107	22	0.6740801	1050.jpg	10	2	1
BM_107	23	0.6631575	2154.jpg	66	2	1
BM_107	24	0.6564333	2039.jpg	47	2	0
BM_107	25	0.6556291	1028.jpg	7	3	0
BM_107	26	0.6500908	2212.jpg	73	3	1
BM_107	27	0.6411453	1228.jpg	36	3	1
BM_107	28	0.6335586	1007.jpg	1	3	0
BM_107	29	0.6073049	2054.jpg	52	3	0
BM_107	30	0.6069154	1207.jpg	31	3	1
BM_107	31	0.5873442	2063.jpg	54	3	1
BM_107	32	0.5840814	1150.jpg	23	3	0
BM_107	33	0.5768893	1035.jpg	9	4	0.5
BM_107	34	0.5625529	2229.jpg	77	4	0
BM_107	35	0.5496496	2221.jpg	76	4	0
BM_107	36	0.5353095	2041.jpg	48	4	0.5
BM_107	37	0.5294375	2008.jpg	42	4	0
BM_107	38	0.5135526	2181.jpg	69	4	0.5
BM_107	39	0.5054325	1017.jpg	4	4	0.5
BM_107	40	0.4924065	2015.jpg	44	4	0
BM_107	41	0.4906497	2149.jpg	64	5	0.5
BM_107	42	0.465373	1262.jpg	40	5	0
BM_107	43	0.4576077	1182.jpg	25	5	0
BM_107	44	0.457106	1130.jpg	19	5	0.5
BM_107	45	0.4519807	1183.jpg	26	5	0.5
BM_107	46	0.4454223	1060.jpg	13	5	0
BM_107	47	0.4291972	1146.jpg	22	5	0
BM_107	48	0.423622	1073.jpg	14	5	0.5
BM_107	49	0.4211615	2112.jpg	59	6	1
BM_107	50	0.4110568	1191.jpg	27	6	0
BM_107	51	0.4088438	1144.jpg	20	6	0
BM_107	52	0.386212	1009.jpg	2	6	1
BM_107	53	0.3804576	2058.jpg	53	6	0
BM_107	54	0.3754268	1145.jpg	21	6	1
BM_107	55	0.3722629	2010.jpg	43	6	1
BM_107	56	0.3649404	2128.jpg	63	6	0
BM_107	57	0.3544116	1057.jpg	12	7	0
BM_107	58	0.3540011	2006.jpg	41	7	1
BM_107	59	0.3164912	2248.jpg	79	7	1
BM_107	60	0.3149248	1127.jpg	18	7	0
BM_107	61	0.2991275	2240.jpg	78	7	1
BM_107	62	0.2762523	1226.jpg	35	7	0
BM_107	63	0.2709574	1210.jpg	32	7	0
BM_107	64	0.2641835	1220.jpg	34	7	1
BM_107	65	0.2626802	1027.jpg	6	8	0
BM_107	66	0.2541274	1246.jpg	37	8	0.5
BM_107	67	0.2290279	2043.jpg	49	8	0.5
BM_107	68	0.2254779	1216.jpg	33	8	0
BM_107	69	0.2251182	2089.jpg	55	8	0
BM_107	70	0.2251138	2217.jpg	74	8	0.5
BM_107	71	0.2157807	1204.jpg	30	8	0.5
BM_107	72	0.2129676	2201.jpg	71	8	0
BM_107	73	0.2124164	2016.jpg	45	0	0
BM_107	74	0.1989724	2111.jpg	58	0	0
BM_107	75	0.182653	2194.jpg	70	0	0
BM_107	76	0.172088	2110.jpg	57	0	0
BM_107	77	0.164385	2024.jpg	46	0	0
BM_107	78	0.1391326	1192.jpg	28	0	0
BM_107	79	0.08780221	2053.jpg	51	0	0
BM_107	80	0.02619493	2164.jpg	68	0	0
