Subject	StimRank	StimValue	StimName	StimNum	ValueGroup	Contingency
BM_105	1	0.8886328	2212.jpg	73	0	0
BM_105	2	0.7374506	2054.jpg	52	0	0
BM_105	3	0.703136	2248.jpg	79	0	0
BM_105	4	0.7013365	2010.jpg	43	0	0
BM_105	5	0.6955618	1254.jpg	38	0	0
BM_105	6	0.6892886	2128.jpg	63	0	0
BM_105	7	0.6842004	1028.jpg	7	0	0
BM_105	8	0.6786267	1255.jpg	39	0	0
BM_105	9	0.6622207	2118.jpg	60	1	1
BM_105	10	0.6607874	1228.jpg	36	1	0
BM_105	11	0.6554675	2041.jpg	48	1	0
BM_105	12	0.6538727	2110.jpg	57	1	1
BM_105	13	0.6518422	1035.jpg	9	1	1
BM_105	14	0.6489979	2240.jpg	78	1	0
BM_105	15	0.6471409	2015.jpg	44	1	0
BM_105	16	0.6301342	1220.jpg	34	1	1
BM_105	17	0.6289552	2058.jpg	53	2	0
BM_105	18	0.6287	2016.jpg	45	2	0.5
BM_105	19	0.6261012	1050.jpg	10	2	0.5
BM_105	20	0.6223354	2053.jpg	51	2	0
BM_105	21	0.6204854	1182.jpg	25	2	0
BM_105	22	0.6075805	2094.jpg	56	2	0.5
BM_105	23	0.5913686	1145.jpg	21	2	0.5
BM_105	24	0.5816458	2201.jpg	71	2	0
BM_105	25	0.5726202	1173.jpg	24	3	0
BM_105	26	0.5682138	1031.jpg	8	3	0.5
BM_105	27	0.5663601	2229.jpg	77	3	0.5
BM_105	28	0.5619693	1150.jpg	23	3	0
BM_105	29	0.5571813	2024.jpg	46	3	0.5
BM_105	30	0.5401909	1057.jpg	12	3	0
BM_105	31	0.5391417	1013.jpg	3	3	0
BM_105	32	0.5391153	2164.jpg	68	3	0.5
BM_105	33	0.5312081	1191.jpg	27	4	1
BM_105	34	0.5145143	2194.jpg	70	4	0
BM_105	35	0.513083	1216.jpg	33	4	0
BM_105	36	0.5108986	1009.jpg	2	4	1
BM_105	37	0.5047563	2218.jpg	75	4	1
BM_105	38	0.500903	1192.jpg	28	4	0
BM_105	39	0.4958859	1080.jpg	15	4	0
BM_105	40	0.4953241	2063.jpg	54	4	1
BM_105	41	0.4863786	2124.jpg	61	5	0
BM_105	42	0.485134	1017.jpg	4	5	1
BM_105	43	0.4824556	1246.jpg	37	5	1
BM_105	44	0.481344	1115.jpg	17	5	0
BM_105	45	0.4792426	1207.jpg	31	5	0
BM_105	46	0.4778769	2125.jpg	62	5	1
BM_105	47	0.4771214	2111.jpg	58	5	1
BM_105	48	0.4755896	2209.jpg	72	5	0
BM_105	49	0.4703718	2181.jpg	69	6	0
BM_105	50	0.4657483	2112.jpg	59	6	0.5
BM_105	51	0.4607908	1027.jpg	6	6	0.5
BM_105	52	0.4569377	2039.jpg	47	6	0
BM_105	53	0.4485507	2249.jpg	80	6	0
BM_105	54	0.4482983	1114.jpg	16	6	0.5
BM_105	55	0.4381561	2008.jpg	42	6	0.5
BM_105	56	0.4346002	2154.jpg	66	6	0
BM_105	57	0.4325353	2155.jpg	67	7	0.5
BM_105	58	0.4263285	1202.jpg	29	7	0
BM_105	59	0.4157655	1073.jpg	14	7	0
BM_105	60	0.4112354	1204.jpg	30	7	0.5
BM_105	61	0.4077226	1130.jpg	19	7	0
BM_105	62	0.3951615	1007.jpg	1	7	0.5
BM_105	63	0.3900244	2153.jpg	65	7	0.5
BM_105	64	0.3819551	1127.jpg	18	7	0
BM_105	65	0.3692357	1183.jpg	26	8	0
BM_105	66	0.3569368	1146.jpg	22	8	1
BM_105	67	0.3561029	2006.jpg	41	8	1
BM_105	68	0.3555609	1210.jpg	32	8	0
BM_105	69	0.3459723	1144.jpg	20	8	0
BM_105	70	0.3383694	2217.jpg	74	8	1
BM_105	71	0.3287527	2089.jpg	55	8	1
BM_105	72	0.3148464	1019.jpg	5	8	0
BM_105	73	0.3056136	1060.jpg	13	0	0
BM_105	74	0.3004836	2221.jpg	76	0	0
BM_105	75	0.2931675	2043.jpg	49	0	0
BM_105	76	0.2728264	1226.jpg	35	0	0
BM_105	77	0.264557	1052.jpg	11	0	0
BM_105	78	0.2383688	2149.jpg	64	0	0
BM_105	79	0.2200372	2045.jpg	50	0	0
BM_105	80	0.2026091	1262.jpg	40	0	0
