Subject	StimRank	StimValue	StimName	StimNum	ValueGroup	Contingency
BM_113	1	0.9161645	1031.jpg	8	0	0
BM_113	2	0.886767	2094.jpg	56	0	0
BM_113	3	0.8719123	1073.jpg	14	0	0
BM_113	4	0.853824	2212.jpg	73	0	0
BM_113	5	0.8431031	1114.jpg	16	0	0
BM_113	6	0.8212371	2249.jpg	80	0	0
BM_113	7	0.8151779	1035.jpg	9	0	0
BM_113	8	0.8146349	2124.jpg	61	0	0
BM_113	9	0.8063188	1255.jpg	39	1	1
BM_113	10	0.8037348	1210.jpg	32	1	0
BM_113	11	0.7890093	2006.jpg	41	1	0
BM_113	12	0.7770815	1254.jpg	38	1	1
BM_113	13	0.7716955	1262.jpg	40	1	0
BM_113	14	0.7515693	1028.jpg	7	1	1
BM_113	15	0.7330467	2229.jpg	77	1	1
BM_113	16	0.7320527	1050.jpg	10	1	0
BM_113	17	0.7190744	2217.jpg	74	2	0
BM_113	18	0.7167049	2039.jpg	47	2	0.5
BM_113	19	0.714655	2125.jpg	62	2	0.5
BM_113	20	0.6472402	1216.jpg	33	2	0
BM_113	21	0.6424094	2153.jpg	65	2	0
BM_113	22	0.6168084	2221.jpg	76	2	0.5
BM_113	23	0.6086901	2016.jpg	45	2	0.5
BM_113	24	0.5988093	1013.jpg	3	2	0
BM_113	25	0.5919285	2112.jpg	59	3	0.5
BM_113	26	0.5816172	2181.jpg	69	3	0
BM_113	27	0.5806143	2128.jpg	63	3	0
BM_113	28	0.5773387	2155.jpg	67	3	0.5
BM_113	29	0.5768665	2063.jpg	54	3	0.5
BM_113	30	0.5677639	2008.jpg	42	3	0
BM_113	31	0.5655362	2045.jpg	50	3	0
BM_113	32	0.5636383	1202.jpg	29	3	0.5
BM_113	33	0.5623255	1007.jpg	1	4	0
BM_113	34	0.5420962	2054.jpg	52	4	1
BM_113	35	0.5361151	1246.jpg	37	4	1
BM_113	36	0.534876	2209.jpg	72	4	0
BM_113	37	0.5329279	2154.jpg	66	4	1
BM_113	38	0.5187346	2218.jpg	75	4	0
BM_113	39	0.5072108	1150.jpg	23	4	0
BM_113	40	0.5014703	1019.jpg	5	4	1
BM_113	41	0.4894332	1182.jpg	25	5	0
BM_113	42	0.4756446	2118.jpg	60	5	1
BM_113	43	0.4742067	1204.jpg	30	5	1
BM_113	44	0.4653513	2010.jpg	43	5	0
BM_113	45	0.4627839	1220.jpg	34	5	0
BM_113	46	0.4597103	1145.jpg	21	5	1
BM_113	47	0.4532845	2111.jpg	58	5	1
BM_113	48	0.4368818	2015.jpg	44	5	0
BM_113	49	0.4345725	2149.jpg	64	6	0.5
BM_113	50	0.4332913	1144.jpg	20	6	0
BM_113	51	0.4304489	2043.jpg	49	6	0
BM_113	52	0.4075514	2053.jpg	51	6	0.5
BM_113	53	0.4001086	1009.jpg	2	6	0
BM_113	54	0.3887031	2058.jpg	53	6	0.5
BM_113	55	0.3823815	1228.jpg	36	6	0.5
BM_113	56	0.379242	1146.jpg	22	6	0
BM_113	57	0.3672849	1115.jpg	17	7	0
BM_113	58	0.3658451	2164.jpg	68	7	0.5
BM_113	59	0.3563237	1183.jpg	26	7	0.5
BM_113	60	0.3477357	1027.jpg	6	7	0
BM_113	61	0.3329905	1207.jpg	31	7	0
BM_113	62	0.3264663	2089.jpg	55	7	0.5
BM_113	63	0.323371	1191.jpg	27	7	0.5
BM_113	64	0.3105797	2240.jpg	78	7	0
BM_113	65	0.3069676	1192.jpg	28	8	1
BM_113	66	0.2979535	2110.jpg	57	8	0
BM_113	67	0.2861282	1057.jpg	12	8	0
BM_113	68	0.2797013	1130.jpg	19	8	1
BM_113	69	0.2682512	2248.jpg	79	8	1
BM_113	70	0.2447913	1127.jpg	18	8	0
BM_113	71	0.2428172	1052.jpg	11	8	0
BM_113	72	0.2394966	2194.jpg	70	8	1
BM_113	73	0.2148678	2041.jpg	48	0	0
BM_113	74	0.2013332	1017.jpg	4	0	0
BM_113	75	0.1660659	2024.jpg	46	0	0
BM_113	76	0.1206328	1060.jpg	13	0	0
BM_113	77	0.1190038	1080.jpg	15	0	0
BM_113	78	0.11365	2201.jpg	71	0	0
BM_113	79	0.07133154	1226.jpg	35	0	0
BM_113	80	0.03003399	1173.jpg	24	0	0
